locale	currency	currency_format_type	number_format_length	currency_display	input	expected
af	USD	standard	short	code	0.0	USD 0
af	USD	standard	short	code	1.2	USD 1,2
af	USD	standard	short	code	0.00831765	USD 0,0083
af	USD	standard	short	code	1234565.0	USD 1,2 m
af	USD	standard	short	code	-1230.05	-USD 1,2 k
af	EUR	standard	short	code	0.0	EUR 0
af	EUR	standard	short	code	1.2	EUR 1,2
af	EUR	standard	short	code	0.00831765	EUR 0,0083
af	EUR	standard	short	code	1234565.0	EUR 1,2 m
af	EUR	standard	short	code	-1230.05	-EUR 1,2 k
af	JPY	standard	short	code	0.0	JPY 0
af	JPY	standard	short	code	1.2	JPY 1,2
af	JPY	standard	short	code	0.00831765	JPY 0,0083
af	JPY	standard	short	code	1234565.0	JPY 1,2 m
af	JPY	standard	short	code	-1230.05	-JPY 1,2 k
af	RUB	standard	short	code	0.0	RUB 0
af	RUB	standard	short	code	1.2	RUB 1,2
af	RUB	standard	short	code	0.00831765	RUB 0,0083
af	RUB	standard	short	code	1234565.0	RUB 1,2 m
af	RUB	standard	short	code	-1230.05	-RUB 1,2 k
af	EGP	standard	short	code	0.0	EGP 0
af	EGP	standard	short	code	1.2	EGP 1,2
af	EGP	standard	short	code	0.00831765	EGP 0,0083
af	EGP	standard	short	code	1234565.0	EGP 1,2 m
af	EGP	standard	short	code	-1230.05	-EGP 1,2 k
am	USD	standard	short	code	0.0	USD 0
am	USD	standard	short	code	1.2	USD 1.2
am	USD	standard	short	code	0.00831765	USD 0.0083
am	USD	standard	short	code	1234565.0	USD 1.2 ሚ
am	USD	standard	short	code	-1230.05	-USD 1.2 ሺ
am	EUR	standard	short	code	0.0	EUR 0
am	EUR	standard	short	code	1.2	EUR 1.2
am	EUR	standard	short	code	0.00831765	EUR 0.0083
am	EUR	standard	short	code	1234565.0	EUR 1.2 ሚ
am	EUR	standard	short	code	-1230.05	-EUR 1.2 ሺ
am	JPY	standard	short	code	0.0	JPY 0
am	JPY	standard	short	code	1.2	JPY 1.2
am	JPY	standard	short	code	0.00831765	JPY 0.0083
am	JPY	standard	short	code	1234565.0	JPY 1.2 ሚ
am	JPY	standard	short	code	-1230.05	-JPY 1.2 ሺ
am	RUB	standard	short	code	0.0	RUB 0
am	RUB	standard	short	code	1.2	RUB 1.2
am	RUB	standard	short	code	0.00831765	RUB 0.0083
am	RUB	standard	short	code	1234565.0	RUB 1.2 ሚ
am	RUB	standard	short	code	-1230.05	-RUB 1.2 ሺ
am	EGP	standard	short	code	0.0	EGP 0
am	EGP	standard	short	code	1.2	EGP 1.2
am	EGP	standard	short	code	0.00831765	EGP 0.0083
am	EGP	standard	short	code	1234565.0	EGP 1.2 ሚ
am	EGP	standard	short	code	-1230.05	-EGP 1.2 ሺ
as	USD	standard	short	code	0.0	USD ০
as	USD	standard	short	code	1.2	USD ১.২
as	USD	standard	short	code	0.00831765	USD ০.০০৮৩
as	USD	standard	short	code	1234565.0	USD ১.২ নিযুত
as	USD	standard	short	code	-1230.05	-USD ১.২ হাজাৰ
as	EUR	standard	short	code	0.0	EUR ০
as	EUR	standard	short	code	1.2	EUR ১.২
as	EUR	standard	short	code	0.00831765	EUR ০.০০৮৩
as	EUR	standard	short	code	1234565.0	EUR ১.২ নিযুত
as	EUR	standard	short	code	-1230.05	-EUR ১.২ হাজাৰ
as	JPY	standard	short	code	0.0	JPY ০
as	JPY	standard	short	code	1.2	JPY ১.২
as	JPY	standard	short	code	0.00831765	JPY ০.০০৮৩
as	JPY	standard	short	code	1234565.0	JPY ১.২ নিযুত
as	JPY	standard	short	code	-1230.05	-JPY ১.২ হাজাৰ
as	RUB	standard	short	code	0.0	RUB ০
as	RUB	standard	short	code	1.2	RUB ১.২
as	RUB	standard	short	code	0.00831765	RUB ০.০০৮৩
as	RUB	standard	short	code	1234565.0	RUB ১.২ নিযুত
as	RUB	standard	short	code	-1230.05	-RUB ১.২ হাজাৰ
as	EGP	standard	short	code	0.0	EGP ০
as	EGP	standard	short	code	1.2	EGP ১.২
as	EGP	standard	short	code	0.00831765	EGP ০.০০৮৩
as	EGP	standard	short	code	1234565.0	EGP ১.২ নিযুত
as	EGP	standard	short	code	-1230.05	-EGP ১.২ হাজাৰ
az	USD	standard	short	code	0.0	0 USD
az	USD	standard	short	code	1.2	1,2 USD
az	USD	standard	short	code	0.00831765	0,0083 USD
az	USD	standard	short	code	1234565.0	1,2 mln USD
az	USD	standard	short	code	-1230.05	-1,2K USD
az	EUR	standard	short	code	0.0	0 EUR
az	EUR	standard	short	code	1.2	1,2 EUR
az	EUR	standard	short	code	0.00831765	0,0083 EUR
az	EUR	standard	short	code	1234565.0	1,2 mln EUR
az	EUR	standard	short	code	-1230.05	-1,2K EUR
az	JPY	standard	short	code	0.0	0 JPY
az	JPY	standard	short	code	1.2	1,2 JPY
az	JPY	standard	short	code	0.00831765	0,0083 JPY
az	JPY	standard	short	code	1234565.0	1,2 mln JPY
az	JPY	standard	short	code	-1230.05	-1,2K JPY
az	RUB	standard	short	code	0.0	0 RUB
az	RUB	standard	short	code	1.2	1,2 RUB
az	RUB	standard	short	code	0.00831765	0,0083 RUB
az	RUB	standard	short	code	1234565.0	1,2 mln RUB
az	RUB	standard	short	code	-1230.05	-1,2K RUB
az	EGP	standard	short	code	0.0	0 EGP
az	EGP	standard	short	code	1.2	1,2 EGP
az	EGP	standard	short	code	0.00831765	0,0083 EGP
az	EGP	standard	short	code	1234565.0	1,2 mln EGP
az	EGP	standard	short	code	-1230.05	-1,2K EGP
be	USD	standard	short	code	0.0	0 USD
be	USD	standard	short	code	1.2	1,2 USD
be	USD	standard	short	code	0.00831765	0,0083 USD
be	USD	standard	short	code	1234565.0	1,2 млн USD
be	USD	standard	short	code	-1230.05	-1,2 тыс. USD
be	EUR	standard	short	code	0.0	0 EUR
be	EUR	standard	short	code	1.2	1,2 EUR
be	EUR	standard	short	code	0.00831765	0,0083 EUR
be	EUR	standard	short	code	1234565.0	1,2 млн EUR
be	EUR	standard	short	code	-1230.05	-1,2 тыс. EUR
be	JPY	standard	short	code	0.0	0 JPY
be	JPY	standard	short	code	1.2	1,2 JPY
be	JPY	standard	short	code	0.00831765	0,0083 JPY
be	JPY	standard	short	code	1234565.0	1,2 млн JPY
be	JPY	standard	short	code	-1230.05	-1,2 тыс. JPY
be	RUB	standard	short	code	0.0	0 RUB
be	RUB	standard	short	code	1.2	1,2 RUB
be	RUB	standard	short	code	0.00831765	0,0083 RUB
be	RUB	standard	short	code	1234565.0	1,2 млн RUB
be	RUB	standard	short	code	-1230.05	-1,2 тыс. RUB
