#locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
af	USD	standard	standard	narrowSymbol	0.0	$0,00
af	USD	standard	standard	narrowSymbol	1.2	$1,20
af	USD	standard	standard	narrowSymbol	0.00831765	$0,01
af	USD	standard	standard	narrowSymbol	1234565.0	$1 234 565,00
af	USD	standard	standard	narrowSymbol	-1230.05	-$1 230,05
af	EUR	standard	standard	narrowSymbol	0.0	€0,00
af	EUR	standard	standard	narrowSymbol	1.2	€1,20
af	EUR	standard	standard	narrowSymbol	0.00831765	€0,01
af	EUR	standard	standard	narrowSymbol	1234565.0	€1 234 565,00
af	EUR	standard	standard	narrowSymbol	-1230.05	-€1 230,05
af	JPY	standard	standard	narrowSymbol	0.0	¥0
af	JPY	standard	standard	narrowSymbol	1.2	¥1
af	JPY	standard	standard	narrowSymbol	0.00831765	¥0
af	JPY	standard	standard	narrowSymbol	1234565.0	¥1 234 565
af	JPY	standard	standard	narrowSymbol	-1230.05	-¥1 230
af	RUB	standard	standard	narrowSymbol	0.0	₽0,00
af	RUB	standard	standard	narrowSymbol	1.2	₽1,20
af	RUB	standard	standard	narrowSymbol	0.00831765	₽0,01
af	RUB	standard	standard	narrowSymbol	1234565.0	₽1 234 565,00
af	RUB	standard	standard	narrowSymbol	-1230.05	-₽1 230,05
af	EGP	standard	standard	narrowSymbol	0.0	E£0,00
af	EGP	standard	standard	narrowSymbol	1.2	E£1,20
af	EGP	standard	standard	narrowSymbol	0.00831765	E£0,01
af	EGP	standard	standard	narrowSymbol	1234565.0	E£1 234 565,00
af	EGP	standard	standard	narrowSymbol	-1230.05	-E£1 230,05
af		standard	standard	narrowSymbol	0.0	0
af		standard	standard	narrowSymbol	1.2	1,2
af		standard	standard	narrowSymbol	0.00831765	0,008318
af		standard	standard	narrowSymbol	1234565.0	1 234 565
af		standard	standard	narrowSymbol	-1230.05	-1 230,05
am	USD	standard	standard	narrowSymbol	0.0	$0.00
am	USD	standard	standard	narrowSymbol	1.2	$1.20
am	USD	standard	standard	narrowSymbol	0.00831765	$0.01
am	USD	standard	standard	narrowSymbol	1234565.0	$1,234,565.00
am	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
am	EUR	standard	standard	narrowSymbol	0.0	€0.00
am	EUR	standard	standard	narrowSymbol	1.2	€1.20
am	EUR	standard	standard	narrowSymbol	0.00831765	€0.01
am	EUR	standard	standard	narrowSymbol	1234565.0	€1,234,565.00
am	EUR	standard	standard	narrowSymbol	-1230.05	-€1,230.05
am	JPY	standard	standard	narrowSymbol	0.0	¥0
am	JPY	standard	standard	narrowSymbol	1.2	¥1
am	JPY	standard	standard	narrowSymbol	0.00831765	¥0
am	JPY	standard	standard	narrowSymbol	1234565.0	¥1,234,565
am	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
am	RUB	standard	standard	narrowSymbol	0.0	₽0.00
am	RUB	standard	standard	narrowSymbol	1.2	₽1.20
am	RUB	standard	standard	narrowSymbol	0.00831765	₽0.01
am	RUB	standard	standard	narrowSymbol	1234565.0	₽1,234,565.00
am	RUB	standard	standard	narrowSymbol	-1230.05	-₽1,230.05
am	EGP	standard	standard	narrowSymbol	0.0	E£0.00
am	EGP	standard	standard	narrowSymbol	1.2	E£1.20
am	EGP	standard	standard	narrowSymbol	0.00831765	E£0.01
am	EGP	standard	standard	narrowSymbol	1234565.0	E£1,234,565.00
am	EGP	standard	standard	narrowSymbol	-1230.05	-E£1,230.05
am		standard	standard	narrowSymbol	0.0	0
am		standard	standard	narrowSymbol	1.2	1.2
am		standard	standard	narrowSymbol	0.00831765	0.008318
am		standard	standard	narrowSymbol	1234565.0	1,234,565
am		standard	standard	narrowSymbol	-1230.05	-1,230.05
as	USD	standard	standard	narrowSymbol	0.0	$ ০.০০
as	USD	standard	standard	narrowSymbol	1.2	$ ১.২০
as	USD	standard	standard	narrowSymbol	0.00831765	$ ০.০১
as	USD	standard	standard	narrowSymbol	1234565.0	$ ১২,৩৪,৫৬৫.০০
as	USD	standard	standard	narrowSymbol	-1230.05	-$ ১,২৩০.০৫
as	EUR	standard	standard	narrowSymbol	0.0	€ ০.০০
as	EUR	standard	standard	narrowSymbol	1.2	€ ১.২০
as	EUR	standard	standard	narrowSymbol	0.00831765	€ ০.০১
as	EUR	standard	standard	narrowSymbol	1234565.0	€ ১২,৩৪,৫৬৫.০০
as	EUR	standard	standard	narrowSymbol	-1230.05	-€ ১,২৩০.০৫
as	JPY	standard	standard	narrowSymbol	0.0	¥ ০
as	JPY	standard	standard	narrowSymbol	1.2	¥ ১
as	JPY	standard	standard	narrowSymbol	0.00831765	¥ ০
as	JPY	standard	standard	narrowSymbol	1234565.0	¥ ১২,৩৪,৫৬৫
as	JPY	standard	standard	narrowSymbol	-1230.05	-¥ ১,২৩০
as	RUB	standard	standard	narrowSymbol	0.0	₽ ০.০০
