# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
af	USD	standard	standard	narrowSymbol	1.2	$1,20
af	USD	standard	standard	narrowSymbol	-1230.05	-$1 230,05
af	JPY	standard	standard	narrowSymbol	1.2	¥1
af	JPY	standard	standard	narrowSymbol	-1230.05	-¥1 230
am	USD	standard	standard	narrowSymbol	1.2	$1.20
am	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
am	JPY	standard	standard	narrowSymbol	1.2	¥1
am	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
as	USD	standard	standard	narrowSymbol	1.2	$ ১.২০
as	USD	standard	standard	narrowSymbol	-1230.05	-$ ১,২৩০.০৫
as	JPY	standard	standard	narrowSymbol	1.2	¥ ১
as	JPY	standard	standard	narrowSymbol	-1230.05	-¥ ১,২৩০
az	USD	standard	standard	narrowSymbol	1.2	1,20 $
az	USD	standard	standard	narrowSymbol	-1230.05	-1.230,05 $
az	JPY	standard	standard	narrowSymbol	1.2	1 ¥
az	JPY	standard	standard	narrowSymbol	-1230.05	-1.230 ¥
be	USD	standard	standard	narrowSymbol	1.2	1,20 $
be	USD	standard	standard	narrowSymbol	-1230.05	-1230,05 $
be	JPY	standard	standard	narrowSymbol	1.2	1 ¥
be	JPY	standard	standard	narrowSymbol	-1230.05	-1230 ¥
bg	USD	standard	standard	narrowSymbol	1.2	1,20 $
bg	USD	standard	standard	narrowSymbol	-1230.05	-1230,05 $
bg	JPY	standard	standard	narrowSymbol	1.2	1 ¥
bg	JPY	standard	standard	narrowSymbol	-1230.05	-1230 ¥
bs	USD	standard	standard	narrowSymbol	1.2	1,20 $
bs	USD	standard	standard	narrowSymbol	-1230.05	-1.230,05 $
bs	JPY	standard	standard	narrowSymbol	1.2	1 ¥
bs	JPY	standard	standard	narrowSymbol	-1230.05	-1.230 ¥
ca	USD	standard	standard	narrowSymbol	1.2	1,20 $
ca	USD	standard	standard	narrowSymbol	-1230.05	-1.230,05 $
ca	JPY	standard	standard	narrowSymbol	1.2	1 ¥
ca	JPY	standard	standard	narrowSymbol	-1230.05	-1.230 ¥
cs	USD	standard	standard	narrowSymbol	1.2	1,20 $
cs	USD	standard	standard	narrowSymbol	-1230.05	-1 230,05 $
cs	JPY	standard	standard	narrowSymbol	1.2	1 ¥
cs	JPY	standard	standard	narrowSymbol	-1230.05	-1 230 ¥
cy	USD	standard	standard	narrowSymbol	1.2	$1.20
cy	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
cy	JPY	standard	standard	narrowSymbol	1.2	¥1
cy	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
da	USD	standard	standard	narrowSymbol	1.2	1,20 $
da	USD	standard	standard	narrowSymbol	-1230.05	-1.230,05 $
da	JPY	standard	standard	narrowSymbol	1.2	1 ¥
da	JPY	standard	standard	narrowSymbol	-1230.05	-1.230 ¥
el	USD	standard	standard	narrowSymbol	1.2	1,20 $
el	USD	standard	standard	narrowSymbol	-1230.05	-1.230,05 $
el	JPY	standard	standard	narrowSymbol	1.2	1 ¥
el	JPY	standard	standard	narrowSymbol	-1230.05	-1.230 ¥
en_AU	USD	standard	standard	narrowSymbol	1.2	$1.20
en_AU	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
en_AU	JPY	standard	standard	narrowSymbol	1.2	¥1
en_AU	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
en_CA	USD	standard	standard	narrowSymbol	1.2	$1.20
en_CA	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
en_CA	JPY	standard	standard	narrowSymbol	1.2	¥1
en_CA	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
en_GB	USD	standard	standard	narrowSymbol	1.2	$1.20
en_GB	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
en_GB	JPY	standard	standard	narrowSymbol	1.2	¥1
en_GB	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
en_IN	USD	standard	standard	narrowSymbol	1.2	$1.20
en_IN	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
en_IN	JPY	standard	standard	narrowSymbol	1.2	¥1
en_IN	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
es	USD	standard	standard	narrowSymbol	1.2	1,20 $
es	USD	standard	standard	narrowSymbol	-1230.05	-1230,05 $
es	JPY	standard	standard	narrowSymbol	1.2	1 ¥
es	JPY	standard	standard	narrowSymbol	-1230.05	-1230 ¥
es_419	USD	standard	standard	narrowSymbol	1.2	$1.20
es_419	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
es_419	JPY	standard	standard	narrowSymbol	1.2	¥1
es_419	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
es_MX	USD	standard	standard	narrowSymbol	1.2	$1.20
es_MX	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
es_MX	JPY	standard	standard	narrowSymbol	1.2	¥1
es_MX	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
es_US	USD	standard	standard	narrowSymbol	1.2	$1.20
es_US	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
es_US	JPY	standard	standard	narrowSymbol	1.2	¥1
es_US	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
et	USD	standard	standard	narrowSymbol	1.2	1,20 $
et	USD	standard	standard	narrowSymbol	-1230.05	−1230,05 $
et	JPY	standard	standard	narrowSymbol	1.2	1 ¥
et	JPY	standard	standard	narrowSymbol	-1230.05	−1230 ¥
eu	USD	standard	standard	narrowSymbol	1.2	1,20 $
eu	USD	standard	standard	narrowSymbol	-1230.05	−1.230,05 $
eu	JPY	standard	standard	narrowSymbol	1.2	1 ¥
eu	JPY	standard	standard	narrowSymbol	-1230.05	−1.230 ¥
fa	USD	standard	standard	narrowSymbol	1.2	‎$۱٫۲۰
fa	USD	standard	standard	narrowSymbol	-1230.05	‎−‎$۱٬۲۳۰٫۰۵
fa	JPY	standard	standard	narrowSymbol	1.2	‎¥۱
fa	JPY	standard	standard	narrowSymbol	-1230.05	‎−‎¥۱٬۲۳۰
fi	USD	standard	standard	narrowSymbol	1.2	1,20 $
fi	USD	standard	standard	narrowSymbol	-1230.05	−1 230,05 $
fi	JPY	standard	standard	narrowSymbol	1.2	1 ¥
fi	JPY	standard	standard	narrowSymbol	-1230.05	−1 230 ¥
fil	USD	standard	standard	narrowSymbol	1.2	$1.20
fil	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
fil	JPY	standard	standard	narrowSymbol	1.2	¥1
fil	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
fr	USD	standard	standard	narrowSymbol	1.2	1,20 $
fr	USD	standard	standard	narrowSymbol	-1230.05	-1 230,05 $
fr	JPY	standard	standard	narrowSymbol	1.2	1 ¥
fr	JPY	standard	standard	narrowSymbol	-1230.05	-1 230 ¥
fr_CA	USD	standard	standard	narrowSymbol	1.2	1,20 $
fr_CA	USD	standard	standard	narrowSymbol	-1230.05	-1 230,05 $
fr_CA	JPY	standard	standard	narrowSymbol	1.2	1 ¥
fr_CA	JPY	standard	standard	narrowSymbol	-1230.05	-1 230 ¥
ga	USD	standard	standard	narrowSymbol	1.2	$1.20
ga	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
ga	JPY	standard	standard	narrowSymbol	1.2	¥1
ga	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
gd	USD	standard	standard	narrowSymbol	1.2	$1.20
gd	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
gd	JPY	standard	standard	narrowSymbol	1.2	¥1
gd	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
gl	USD	standard	standard	narrowSymbol	1.2	1,20 $
gl	USD	standard	standard	narrowSymbol	-1230.05	-1.230,05 $
gl	JPY	standard	standard	narrowSymbol	1.2	1 ¥
gl	JPY	standard	standard	narrowSymbol	-1230.05	-1.230 ¥
gu	USD	standard	standard	narrowSymbol	1.2	$1.20
gu	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
gu	JPY	standard	standard	narrowSymbol	1.2	¥1
gu	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
ha	USD	standard	standard	narrowSymbol	1.2	$ 1.20
ha	USD	standard	standard	narrowSymbol	-1230.05	-$ 1,230.05
ha	JPY	standard	standard	narrowSymbol	1.2	¥ 1
ha	JPY	standard	standard	narrowSymbol	-1230.05	-¥ 1,230
he	USD	standard	standard	narrowSymbol	1.2	‏1.20 ‏$
he	USD	standard	standard	narrowSymbol	-1230.05	‏‎-1,230.05 ‏$
he	JPY	standard	standard	narrowSymbol	1.2	‏1 ‏¥
he	JPY	standard	standard	narrowSymbol	-1230.05	‏‎-1,230 ‏¥
hi	USD	standard	standard	narrowSymbol	1.2	$1.20
hi	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
hi	JPY	standard	standard	narrowSymbol	1.2	¥1
hi	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
hi_Latn	USD	standard	standard	narrowSymbol	1.2	$1.20
hi_Latn	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
hi_Latn	JPY	standard	standard	narrowSymbol	1.2	¥1
hi_Latn	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
hr	USD	standard	standard	narrowSymbol	1.2	1,20 $
hr	USD	standard	standard	narrowSymbol	-1230.05	−1.230,05 $
hr	JPY	standard	standard	narrowSymbol	1.2	1 ¥
hr	JPY	standard	standard	narrowSymbol	-1230.05	−1.230 ¥
hu	USD	standard	standard	narrowSymbol	1.2	1,20 $
hu	USD	standard	standard	narrowSymbol	-1230.05	-1230,05 $
hu	JPY	standard	standard	narrowSymbol	1.2	1 ¥
hu	JPY	standard	standard	narrowSymbol	-1230.05	-1230 ¥
hy	USD	standard	standard	narrowSymbol	1.2	1,20 $
hy	USD	standard	standard	narrowSymbol	-1230.05	-1230,05 $
hy	JPY	standard	standard	narrowSymbol	1.2	1 ¥
hy	JPY	standard	standard	narrowSymbol	-1230.05	-1230 ¥
id	USD	standard	standard	narrowSymbol	1.2	$1,20
id	USD	standard	standard	narrowSymbol	-1230.05	-$1.230,05
id	JPY	standard	standard	narrowSymbol	1.2	¥1
id	JPY	standard	standard	narrowSymbol	-1230.05	-¥1.230
ig	USD	standard	standard	narrowSymbol	1.2	$1.20
ig	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
ig	JPY	standard	standard	narrowSymbol	1.2	¥1
ig	JPY	standard	standard	narrowSymbol	-1230.05	-¥1,230
is	USD	standard	standard	narrowSymbol	1.2	1,20 $
is	USD	standard	standard	narrowSymbol	-1230.05	-1.230,05 $
is	JPY	standard	standard	narrowSymbol	1.2	1 ¥
is	JPY	standard	standard	narrowSymbol	-1230.05	-1.230 ¥
it	USD	standard	standard	narrowSymbol	1.2	1,20 $
it	USD	standard	standard	narrowSymbol	-1230.05	-1230,05 $
it	JPY	standard	standard	narrowSymbol	1.2	1 ¥
it	JPY	standard	standard	narrowSymbol	-1230.05	-1230 ¥
jv	USD	standard	standard	narrowSymbol	1.2	$ 1,20
jv	USD	standard	standard	narrowSymbol	-1230.05	-$ 1.230,05
jv	JPY	standard	standard	narrowSymbol	1.2	¥ 1
jv	JPY	standard	standard	narrowSymbol	-1230.05	-¥ 1.230
ka	USD	standard	standard	narrowSymbol	1.2	1,20 $
ka	USD	standard	standard	narrowSymbol	-1230.05	-1230,05 $
ka	JPY	standard	standard	narrowSymbol	1.2	1 ¥
ka	JPY	standard	standard	narrowSymbol	-1230.05	-1230 ¥
kk	USD	standard	standard	narrowSymbol	1.2	1,20 $
kk	USD	standard	standard	narrowSymbol	-1230.05	-1 230,05 $
kk	JPY	standard	standard	narrowSymbol	1.2	1 ¥
kk	JPY	standard	standard	narrowSymbol	-1230.05	-1 230 ¥
km	USD	standard	standard	narrowSymbol	1.2	1.20$
km	USD	standard	standard	narrowSymbol	-1230.05	-1,230.05$
km	JPY	standard	standard	narrowSymbol	1.2	1¥
km	JPY	standard	standard	narrowSymbol	-1230.05	-1,230¥
kn	USD	standard	standard	narrowSymbol	1.2	$1.20
kn	USD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
