locale	currency	currency_format_length	currency_display	input	expected
af	USD	short	narrowSymbol	0.0	$0
af	USD	short	narrowSymbol	1.2	$1,2
af	USD	short	narrowSymbol	0.00831765	$0,0083
af	USD	short	narrowSymbol	1234565.0	$1,2 m
af	USD	short	narrowSymbol	-1230.05	-$1,2 k
af	EUR	short	narrowSymbol	0.0	€0
af	EUR	short	narrowSymbol	1.2	€1,2
af	EUR	short	narrowSymbol	0.00831765	€0,0083
af	EUR	short	narrowSymbol	1234565.0	€1,2 m
af	EUR	short	narrowSymbol	-1230.05	-€1,2 k
af	JPY	short	narrowSymbol	0.0	¥0
af	JPY	short	narrowSymbol	1.2	¥1,2
af	JPY	short	narrowSymbol	0.00831765	¥0,0083
af	JPY	short	narrowSymbol	1234565.0	¥1,2 m
af	JPY	short	narrowSymbol	-1230.05	-¥1,2 k
af	RUB	short	narrowSymbol	0.0	₽0
af	RUB	short	narrowSymbol	1.2	₽1,2
af	RUB	short	narrowSymbol	0.00831765	₽0,0083
af	RUB	short	narrowSymbol	1234565.0	₽1,2 m
af	RUB	short	narrowSymbol	-1230.05	-₽1,2 k
af	EGP	short	narrowSymbol	0.0	E£0
af	EGP	short	narrowSymbol	1.2	E£1,2
af	EGP	short	narrowSymbol	0.00831765	E£0,0083
af	EGP	short	narrowSymbol	1234565.0	E£1,2 m
af	EGP	short	narrowSymbol	-1230.05	-E£1,2 k
af		short	narrowSymbol	0.0	0
af		short	narrowSymbol	1.2	1,2
af		short	narrowSymbol	0.00831765	0,0083
af		short	narrowSymbol	1234565.0	1,2 m
af		short	narrowSymbol	-1230.05	-1,2 k
am	USD	short	narrowSymbol	0.0	$0
am	USD	short	narrowSymbol	1.2	$1.2
am	USD	short	narrowSymbol	0.00831765	$0.0083
am	USD	short	narrowSymbol	1234565.0	$1.2 ሚ
am	USD	short	narrowSymbol	-1230.05	-$1.2 ሺ
am	EUR	short	narrowSymbol	0.0	€0
am	EUR	short	narrowSymbol	1.2	€1.2
am	EUR	short	narrowSymbol	0.00831765	€0.0083
am	EUR	short	narrowSymbol	1234565.0	€1.2 ሚ
am	EUR	short	narrowSymbol	-1230.05	-€1.2 ሺ
am	JPY	short	narrowSymbol	0.0	¥0
am	JPY	short	narrowSymbol	1.2	¥1.2
am	JPY	short	narrowSymbol	0.00831765	¥0.0083
am	JPY	short	narrowSymbol	1234565.0	¥1.2 ሚ
am	JPY	short	narrowSymbol	-1230.05	-¥1.2 ሺ
am	RUB	short	narrowSymbol	0.0	₽0
am	RUB	short	narrowSymbol	1.2	₽1.2
am	RUB	short	narrowSymbol	0.00831765	₽0.0083
am	RUB	short	narrowSymbol	1234565.0	₽1.2 ሚ
am	RUB	short	narrowSymbol	-1230.05	-₽1.2 ሺ
am	EGP	short	narrowSymbol	0.0	E£0
am	EGP	short	narrowSymbol	1.2	E£1.2
am	EGP	short	narrowSymbol	0.00831765	E£0.0083
am	EGP	short	narrowSymbol	1234565.0	E£1.2 ሚ
am	EGP	short	narrowSymbol	-1230.05	-E£1.2 ሺ
am		short	narrowSymbol	0.0	0
am		short	narrowSymbol	1.2	1.2
am		short	narrowSymbol	0.00831765	0.0083
am		short	narrowSymbol	1234565.0	1.2 ሚ
am		short	narrowSymbol	-1230.05	-1.2 ሺ
as	USD	short	narrowSymbol	0.0	$ ০
as	USD	short	narrowSymbol	1.2	$ ১.২
as	USD	short	narrowSymbol	0.00831765	$ ০.০০৮৩
as	USD	short	narrowSymbol	1234565.0	$ ১.২ নিযুত
as	USD	short	narrowSymbol	-1230.05	-$ ১.২ হাজাৰ
as	EUR	short	narrowSymbol	0.0	€ ০
as	EUR	short	narrowSymbol	1.2	€ ১.২
as	EUR	short	narrowSymbol	0.00831765	€ ০.০০৮৩
as	EUR	short	narrowSymbol	1234565.0	€ ১.২ নিযুত
as	EUR	short	narrowSymbol	-1230.05	-€ ১.২ হাজাৰ
as	JPY	short	narrowSymbol	0.0	¥ ০
as	JPY	short	narrowSymbol	1.2	¥ ১.২
