locale	currency	currency_format_length	currency_display	input	expected
af	USD	standard	code	0.0	USD 0,00
af	USD	standard	code	1.2	USD 1,20
af	USD	standard	code	0.00831765	USD 0,01
af	USD	standard	code	1234565.0	USD 1 234 565,00
af	USD	standard	code	-1230.05	-USD 1 230,05
af	EUR	standard	code	0.0	EUR 0,00
af	EUR	standard	code	1.2	EUR 1,20
af	EUR	standard	code	0.00831765	EUR 0,01
af	EUR	standard	code	1234565.0	EUR 1 234 565,00
af	EUR	standard	code	-1230.05	-EUR 1 230,05
af	JPY	standard	code	0.0	JPY 0
af	JPY	standard	code	1.2	JPY 1
af	JPY	standard	code	0.00831765	JPY 0
af	JPY	standard	code	1234565.0	JPY 1 234 565
af	JPY	standard	code	-1230.05	-JPY 1 230
af	RUB	standard	code	0.0	RUB 0,00
af	RUB	standard	code	1.2	RUB 1,20
af	RUB	standard	code	0.00831765	RUB 0,01
af	RUB	standard	code	1234565.0	RUB 1 234 565,00
af	RUB	standard	code	-1230.05	-RUB 1 230,05
af	EGP	standard	code	0.0	EGP 0,00
af	EGP	standard	code	1.2	EGP 1,20
af	EGP	standard	code	0.00831765	EGP 0,01
af	EGP	standard	code	1234565.0	EGP 1 234 565,00
af	EGP	standard	code	-1230.05	-EGP 1 230,05
af		standard	code	0.0	0
af		standard	code	1.2	1,2
af		standard	code	0.00831765	0,008318
af		standard	code	1234565.0	1 234 565
af		standard	code	-1230.05	-1 230,05
am	USD	standard	code	0.0	USD 0.00
am	USD	standard	code	1.2	USD 1.20
am	USD	standard	code	0.00831765	USD 0.01
am	USD	standard	code	1234565.0	USD 1,234,565.00
am	USD	standard	code	-1230.05	-USD 1,230.05
am	EUR	standard	code	0.0	EUR 0.00
am	EUR	standard	code	1.2	EUR 1.20
am	EUR	standard	code	0.00831765	EUR 0.01
am	EUR	standard	code	1234565.0	EUR 1,234,565.00
am	EUR	standard	code	-1230.05	-EUR 1,230.05
am	JPY	standard	code	0.0	JPY 0
am	JPY	standard	code	1.2	JPY 1
am	JPY	standard	code	0.00831765	JPY 0
am	JPY	standard	code	1234565.0	JPY 1,234,565
am	JPY	standard	code	-1230.05	-JPY 1,230
am	RUB	standard	code	0.0	RUB 0.00
am	RUB	standard	code	1.2	RUB 1.20
am	RUB	standard	code	0.00831765	RUB 0.01
am	RUB	standard	code	1234565.0	RUB 1,234,565.00
am	RUB	standard	code	-1230.05	-RUB 1,230.05
am	EGP	standard	code	0.0	EGP 0.00
am	EGP	standard	code	1.2	EGP 1.20
am	EGP	standard	code	0.00831765	EGP 0.01
am	EGP	standard	code	1234565.0	EGP 1,234,565.00
am	EGP	standard	code	-1230.05	-EGP 1,230.05
am		standard	code	0.0	0
am		standard	code	1.2	1.2
am		standard	code	0.00831765	0.008318
am		standard	code	1234565.0	1,234,565
am		standard	code	-1230.05	-1,230.05
as	USD	standard	code	0.0	USD ০.০০
as	USD	standard	code	1.2	USD ১.২০
as	USD	standard	code	0.00831765	USD ০.০১
as	USD	standard	code	1234565.0	USD ১২,৩৪,৫৬৫.০০
as	USD	standard	code	-1230.05	-USD ১,২৩০.০৫
as	EUR	standard	code	0.0	EUR ০.০০
as	EUR	standard	code	1.2	EUR ১.২০
as	EUR	standard	code	0.00831765	EUR ০.০১
as	EUR	standard	code	1234565.0	EUR ১২,৩৪,৫৬৫.০০
as	EUR	standard	code	-1230.05	-EUR ১,২৩০.০৫
as	JPY	standard	code	0.0	JPY ০
as	JPY	standard	code	1.2	JPY ১
as	JPY	standard	code	0.00831765	JPY ০
as	JPY	standard	code	1234565.0	JPY ১২,৩৪,৫৬৫
as	JPY	standard	code	-1230.05	-JPY ১,২৩০
as	RUB	standard	code	0.0	RUB ০.০০
as	RUB	standard	code	1.2	RUB ১.২০
as	RUB	standard	code	0.00831765	RUB ০.০১
as	RUB	standard	code	1234565.0	RUB ১২,৩৪,৫৬৫.০০
as	RUB	standard	code	-1230.05	-RUB ১,২৩০.০৫
as	EGP	standard	code	0.0	EGP ০.০০
as	EGP	standard	code	1.2	EGP ১.২০
as	EGP	standard	code	0.00831765	EGP ০.০১
as	EGP	standard	code	1234565.0	EGP ১২,৩৪,৫৬৫.০০
as	EGP	standard	code	-1230.05	-EGP ১,২৩০.০৫
as		standard	code	0.0	০
as		standard	code	1.2	১.২
as		standard	code	0.00831765	০.০০৮৩১৮
as		standard	code	1234565.0	১২,৩৪,৫৬৫
as		standard	code	-1230.05	-১,২৩০.০৫
az	USD	standard	code	0.0	0,00 USD
az	USD	standard	code	1.2	1,20 USD
az	USD	standard	code	0.00831765	0,01 USD
az	USD	standard	code	1234565.0	1.234.565,00 USD
az	USD	standard	code	-1230.05	-1.230,05 USD
az	EUR	standard	code	0.0	0,00 EUR
az	EUR	standard	code	1.2	1,20 EUR
az	EUR	standard	code	0.00831765	0,01 EUR
az	EUR	standard	code	1234565.0	1.234.565,00 EUR
az	EUR	standard	code	-1230.05	-1.230,05 EUR
az	JPY	standard	code	0.0	0 JPY
az	JPY	standard	code	1.2	1 JPY
az	JPY	standard	code	0.00831765	0 JPY
az	JPY	standard	code	1234565.0	1.234.565 JPY
az	JPY	standard	code	-1230.05	-1.230 JPY
az	RUB	standard	code	0.0	0,00 RUB
az	RUB	standard	code	1.2	1,20 RUB
az	RUB	standard	code	0.00831765	0,01 RUB
az	RUB	standard	code	1234565.0	1.234.565,00 RUB
az	RUB	standard	code	-1230.05	-1.230,05 RUB
az	EGP	standard	code	0.0	0,00 EGP
az	EGP	standard	code	1.2	1,20 EGP
az	EGP	standard	code	0.00831765	0,01 EGP
az	EGP	standard	code	1234565.0	1.234.565,00 EGP
az	EGP	standard	code	-1230.05	-1.230,05 EGP
az		standard	code	0.0	0
az		standard	code	1.2	1,2
az		standard	code	0.00831765	0,008318
az		standard	code	1234565.0	1.234.565
az		standard	code	-1230.05	-1.230,05
be	USD	standard	code	0.0	0,00 USD
be	USD	standard	code	1.2	1,20 USD
be	USD	standard	code	0.00831765	0,01 USD
be	USD	standard	code	1234565.0	1 234 565,00 USD
be	USD	standard	code	-1230.05	-1230,05 USD
be	EUR	standard	code	0.0	0,00 EUR
be	EUR	standard	code	1.2	1,20 EUR
be	EUR	standard	code	0.00831765	0,01 EUR
be	EUR	standard	code	1234565.0	1 234 565,00 EUR
be	EUR	standard	code	-1230.05	-1230,05 EUR
be	JPY	standard	code	0.0	0 JPY
be	JPY	standard	code	1.2	1 JPY
be	JPY	standard	code	0.00831765	0 JPY
be	JPY	standard	code	1234565.0	1 234 565 JPY
be	JPY	standard	code	-1230.05	-1230 JPY
be	RUB	standard	code	0.0	0,00 RUB
be	RUB	standard	code	1.2	1,20 RUB
be	RUB	standard	code	0.00831765	0,01 RUB
be	RUB	standard	code	1234565.0	1 234 565,00 RUB
be	RUB	standard	code	-1230.05	-1230,05 RUB
be	EGP	standard	code	0.0	0,00 EGP
be	EGP	standard	code	1.2	1,20 EGP
be	EGP	standard	code	0.00831765	0,01 EGP
be	EGP	standard	code	1234565.0	1 234 565,00 EGP
be	EGP	standard	code	-1230.05	-1230,05 EGP
be		standard	code	0.0	0
be		standard	code	1.2	1,2
be		standard	code	0.00831765	0,008318
be		standard	code	1234565.0	1 234 565
be		standard	code	-1230.05	-1230,05
bg	USD	standard	code	0.0	0,00 USD
bg	USD	standard	code	1.2	1,20 USD
bg	USD	standard	code	0.00831765	0,01 USD
bg	USD	standard	code	1234565.0	1 234 565,00 USD
bg	USD	standard	code	-1230.05	-1230,05 USD
bg	EUR	standard	code	0.0	0,00 EUR
bg	EUR	standard	code	1.2	1,20 EUR
bg	EUR	standard	code	0.00831765	0,01 EUR
bg	EUR	standard	code	1234565.0	1 234 565,00 EUR
bg	EUR	standard	code	-1230.05	-1230,05 EUR
bg	JPY	standard	code	0.0	0 JPY
bg	JPY	standard	code	1.2	1 JPY
bg	JPY	standard	code	0.00831765	0 JPY
bg	JPY	standard	code	1234565.0	1 234 565 JPY
bg	JPY	standard	code	-1230.05	-1230 JPY
bg	RUB	standard	code	0.0	0,00 RUB
bg	RUB	standard	code	1.2	1,20 RUB
bg	RUB	standard	code	0.00831765	0,01 RUB
bg	RUB	standard	code	1234565.0	1 234 565,00 RUB
bg	RUB	standard	code	-1230.05	-1230,05 RUB
bg	EGP	standard	code	0.0	0,00 EGP
bg	EGP	standard	code	1.2	1,20 EGP
bg	EGP	standard	code	0.00831765	0,01 EGP
bg	EGP	standard	code	1234565.0	1 234 565,00 EGP
bg	EGP	standard	code	-1230.05	-1230,05 EGP
bg		standard	code	0.0	0
bg		standard	code	1.2	1,2
bg		standard	code	0.00831765	0,008318
bg		standard	code	1234565.0	1 234 565
bg		standard	code	-1230.05	-1230,05
bs	USD	standard	code	0.0	0,00 USD
bs	USD	standard	code	1.2	1,20 USD
bs	USD	standard	code	0.00831765	0,01 USD
bs	USD	standard	code	1234565.0	1.234.565,00 USD
bs	USD	standard	code	-1230.05	-1.230,05 USD
bs	EUR	standard	code	0.0	0,00 EUR
bs	EUR	standard	code	1.2	1,20 EUR
bs	EUR	standard	code	0.00831765	0,01 EUR
bs	EUR	standard	code	1234565.0	1.234.565,00 EUR
bs	EUR	standard	code	-1230.05	-1.230,05 EUR
bs	JPY	standard	code	0.0	0 JPY
bs	JPY	standard	code	1.2	1 JPY
bs	JPY	standard	code	0.00831765	0 JPY
bs	JPY	standard	code	1234565.0	1.234.565 JPY
bs	JPY	standard	code	-1230.05	-1.230 JPY
bs	RUB	standard	code	0.0	0,00 RUB
bs	RUB	standard	code	1.2	1,20 RUB
bs	RUB	standard	code	0.00831765	0,01 RUB
bs	RUB	standard	code	1234565.0	1.234.565,00 RUB
bs	RUB	standard	code	-1230.05	-1.230,05 RUB
bs	EGP	standard	code	0.0	0,00 EGP
bs	EGP	standard	code	1.2	1,20 EGP
bs	EGP	standard	code	0.00831765	0,01 EGP
bs	EGP	standard	code	1234565.0	1.234.565,00 EGP
bs	EGP	standard	code	-1230.05	-1.230,05 EGP
bs		standard	code	0.0	0
bs		standard	code	1.2	1,2
bs		standard	code	0.00831765	0,008318
bs		standard	code	1234565.0	1.234.565
bs		standard	code	-1230.05	-1.230,05
ca	USD	standard	code	0.0	0,00 USD
ca	USD	standard	code	1.2	1,20 USD
ca	USD	standard	code	0.00831765	0,01 USD
ca	USD	standard	code	1234565.0	1.234.565,00 USD
ca	USD	standard	code	-1230.05	-1.230,05 USD
ca	EUR	standard	code	0.0	0,00 EUR
ca	EUR	standard	code	1.2	1,20 EUR
ca	EUR	standard	code	0.00831765	0,01 EUR
ca	EUR	standard	code	1234565.0	1.234.565,00 EUR
ca	EUR	standard	code	-1230.05	-1.230,05 EUR
ca	JPY	standard	code	0.0	0 JPY
ca	JPY	standard	code	1.2	1 JPY
ca	JPY	standard	code	0.00831765	0 JPY
ca	JPY	standard	code	1234565.0	1.234.565 JPY
