locale	currency	currency_format_length	currency_display	input	expected
ar	AED	short	name	0.0	0 درهم إماراتي
ar	AED	short	name	1.2	1.2 درهم إماراتي
ar	AED	short	name	0.00831765	0.0083 درهم إماراتي
ar	AED	short	name	1234565.0	1.2 مليون درهم إماراتي
ar	AED	short	name	-1230.05	‎-1.2 ألف درهم إماراتي
ar	AFN	short	name	0.0	0 أفغاني أفغانستاني
ar	AFN	short	name	1.2	1.2 أفغاني أفغانستاني
ar	AFN	short	name	0.00831765	0.0083 أفغاني أفغانستاني
ar	AFN	short	name	1234565.0	1.2 مليون أفغاني أفغانستاني
ar	AFN	short	name	-1230.05	‎-1.2 ألف أفغاني أفغانستاني
ar	ALL	short	name	0.0	0 ليك ألباني
ar	ALL	short	name	1.2	1.2 ليك ألباني
ar	ALL	short	name	0.00831765	0.0083 ليك ألباني
ar	ALL	short	name	1234565.0	1.2 مليون ليك ألباني
ar	ALL	short	name	-1230.05	‎-1.2 ألف ليك ألباني
ar	AMD	short	name	0.0	0 درام أرميني
ar	AMD	short	name	1.2	1.2 درام أرميني
ar	AMD	short	name	0.00831765	0.0083 درام أرميني
ar	AMD	short	name	1234565.0	1.2 مليون درام أرميني
ar	AMD	short	name	-1230.05	‎-1.2 ألف درام أرميني
ar	AOA	short	name	0.0	0 كوانزا أنغولي
ar	AOA	short	name	1.2	1.2 كوانزا أنغولي
ar	AOA	short	name	0.00831765	0.0083 كوانزا أنغولي
ar	AOA	short	name	1234565.0	1.2 مليون كوانزا أنغولي
ar	AOA	short	name	-1230.05	‎-1.2 ألف كوانزا أنغولي
ar	ARS	short	name	0.0	0 بيزو أرجنتيني
ar	ARS	short	name	1.2	1.2 بيزو أرجنتيني
ar	ARS	short	name	0.00831765	0.0083 بيزو أرجنتيني
ar	ARS	short	name	1234565.0	1.2 مليون بيزو أرجنتيني
ar	ARS	short	name	-1230.05	‎-1.2 ألف بيزو أرجنتيني
ar	AUD	short	name	0.0	0 دولار أسترالي
ar	AUD	short	name	1.2	1.2 دولار أسترالي
ar	AUD	short	name	0.00831765	0.0083 دولار أسترالي
ar	AUD	short	name	1234565.0	1.2 مليون دولار أسترالي
ar	AUD	short	name	-1230.05	‎-1.2 ألف دولار أسترالي
ar	AWG	short	name	0.0	0 فلورن أروبي
ar	AWG	short	name	1.2	1.2 فلورن أروبي
ar	AWG	short	name	0.00831765	0.0083 فلورن أروبي
ar	AWG	short	name	1234565.0	1.2 مليون فلورن أروبي
ar	AWG	short	name	-1230.05	‎-1.2 ألف فلورن أروبي
ar	AZN	short	name	0.0	0 مانت أذربيجاني
ar	AZN	short	name	1.2	1.2 مانت أذربيجاني
ar	AZN	short	name	0.00831765	0.0083 مانت أذربيجاني
ar	AZN	short	name	1234565.0	1.2 مليون مانت أذربيجاني
ar	AZN	short	name	-1230.05	‎-1.2 ألف مانت أذربيجاني
