locale	currency	currency_format	value_format_length	currency_display	input	expected
ar	AED	standard	decimal	code	0.0	‏0.00 AED
ar	AED	standard	decimal	code	1.2	‏1.20 AED
ar	AED	standard	decimal	code	0.00831765	‏0.01 AED
ar	AED	standard	decimal	code	1234565.0	‏1,234,565.00 AED
ar	AED	standard	decimal	code	-1230.05	‏‎-1,230.05 AED
ar	AED	standard	compact-short	code	0.0	‏0 AED
ar	AED	standard	compact-short	code	1.2	‏1.2 AED
ar	AED	standard	compact-short	code	0.00831765	‏0.0083 AED
ar	AED	standard	compact-short	code	1234565.0	‏1.2 مليون AED
ar	AED	standard	compact-short	code	-1230.05	‎-‏1.2 ألف AED
ar	AED	accounting	decimal	code	0.0	؜0.00 AED
ar	AED	accounting	decimal	code	1.2	؜1.20 AED
ar	AED	accounting	decimal	code	0.00831765	؜0.01 AED
ar	AED	accounting	decimal	code	1234565.0	؜1,234,565.00 AED
ar	AED	accounting	decimal	code	-1230.05	(؜1,230.05 AED)
ar	AED	accounting	compact-short	code	0.0	؜0 AED
ar	AED	accounting	compact-short	code	1.2	؜1.2 AED
ar	AED	accounting	compact-short	code	0.00831765	؜0.0083 AED
ar	AED	accounting	compact-short	code	1234565.0	‏1.2 مليون AED
ar	AED	accounting	compact-short	code	-1230.05	‎-‏1.2 ألف AED
ar	AFN	standard	decimal	code	0.0	‏0 AFN
ar	AFN	standard	decimal	code	1.2	‏1 AFN
ar	AFN	standard	decimal	code	0.00831765	‏0 AFN
ar	AFN	standard	decimal	code	1234565.0	‏1,234,565 AFN
ar	AFN	standard	decimal	code	-1230.05	‏‎-1,230 AFN
ar	AFN	standard	compact-short	code	0.0	‏0 AFN
ar	AFN	standard	compact-short	code	1.2	‏1.2 AFN
ar	AFN	standard	compact-short	code	0.00831765	‏0.0083 AFN
ar	AFN	standard	compact-short	code	1234565.0	‏1.2 مليون AFN
ar	AFN	standard	compact-short	code	-1230.05	‎-‏1.2 ألف AFN
ar	AFN	accounting	decimal	code	0.0	؜0 AFN
ar	AFN	accounting	decimal	code	1.2	؜1 AFN
ar	AFN	accounting	decimal	code	0.00831765	؜0 AFN
ar	AFN	accounting	decimal	code	1234565.0	؜1,234,565 AFN
ar	AFN	accounting	decimal	code	-1230.05	(؜1,230 AFN)
ar	AFN	accounting	compact-short	code	0.0	؜0 AFN
ar	AFN	accounting	compact-short	code	1.2	؜1.2 AFN
ar	AFN	accounting	compact-short	code	0.00831765	؜0.0083 AFN
ar	AFN	accounting	compact-short	code	1234565.0	‏1.2 مليون AFN
ar	AFN	accounting	compact-short	code	-1230.05	‎-‏1.2 ألف AFN
ar	ALL	standard	decimal	code	0.0	‏0 ALL
ar	ALL	standard	decimal	code	1.2	‏1 ALL
ar	ALL	standard	decimal	code	0.00831765	‏0 ALL
ar	ALL	standard	decimal	code	1234565.0	‏1,234,565 ALL
ar	ALL	standard	decimal	code	-1230.05	‏‎-1,230 ALL
ar	ALL	standard	compact-short	code	0.0	‏0 ALL
ar	ALL	standard	compact-short	code	1.2	‏1.2 ALL
ar	ALL	standard	compact-short	code	0.00831765	‏0.0083 ALL
ar	ALL	standard	compact-short	code	1234565.0	‏1.2 مليون ALL
ar	ALL	standard	compact-short	code	-1230.05	‎-‏1.2 ألف ALL
ar	ALL	accounting	decimal	code	0.0	؜0 ALL
ar	ALL	accounting	decimal	code	1.2	؜1 ALL
ar	ALL	accounting	decimal	code	0.00831765	؜0 ALL
ar	ALL	accounting	decimal	code	1234565.0	؜1,234,565 ALL
ar	ALL	accounting	decimal	code	-1230.05	(؜1,230 ALL)
ar	ALL	accounting	compact-short	code	0.0	؜0 ALL
ar	ALL	accounting	compact-short	code	1.2	؜1.2 ALL
ar	ALL	accounting	compact-short	code	0.00831765	؜0.0083 ALL
ar	ALL	accounting	compact-short	code	1234565.0	‏1.2 مليون ALL
ar	ALL	accounting	compact-short	code	-1230.05	‎-‏1.2 ألف ALL
ar	AMD	standard	decimal	code	0.0	‏0.00 AMD
ar	AMD	standard	decimal	code	1.2	‏1.20 AMD
ar	AMD	standard	decimal	code	0.00831765	‏0.01 AMD
ar	AMD	standard	decimal	code	1234565.0	‏1,234,565.00 AMD
ar	AMD	standard	decimal	code	-1230.05	‏‎-1,230.05 AMD
ar	AMD	standard	compact-short	code	0.0	‏0 AMD
ar	AMD	standard	compact-short	code	1.2	‏1.2 AMD
ar	AMD	standard	compact-short	code	0.00831765	‏0.0083 AMD
ar	AMD	standard	compact-short	code	1234565.0	‏1.2 مليون AMD
ar	AMD	standard	compact-short	code	-1230.05	‎-‏1.2 ألف AMD
ar	AMD	accounting	decimal	code	0.0	؜0.00 AMD
ar	AMD	accounting	decimal	code	1.2	؜1.20 AMD
ar	AMD	accounting	decimal	code	0.00831765	؜0.01 AMD
ar	AMD	accounting	decimal	code	1234565.0	؜1,234,565.00 AMD
ar	AMD	accounting	decimal	code	-1230.05	(؜1,230.05 AMD)
ar	AMD	accounting	compact-short	code	0.0	؜0 AMD
ar	AMD	accounting	compact-short	code	1.2	؜1.2 AMD
ar	AMD	accounting	compact-short	code	0.00831765	؜0.0083 AMD
ar	AMD	accounting	compact-short	code	1234565.0	‏1.2 مليون AMD
