locale	currency	currency_format	value_format_length	currency_display	input	expected
af	USD	standard	decimal	code	0.0	USD 0,00
af	USD	standard	decimal	code	1.2	USD 1,20
af	USD	standard	decimal	code	0.00831765	USD 0,01
af	USD	standard	decimal	code	1234565.0	USD 1 234 565,00
af	USD	standard	decimal	code	-1230.05	-USD 1 230,05
af	USD	standard	compact-short	code	0.0	USD 0
af	USD	standard	compact-short	code	1.2	USD 1,2
af	USD	standard	compact-short	code	0.00831765	USD 0,0083
af	USD	standard	compact-short	code	1234565.0	USD 1,2 m
af	USD	standard	compact-short	code	-1230.05	-USD 1,2 k
af	USD	accounting	decimal	code	0.0	USD 0,00
af	USD	accounting	decimal	code	1.2	USD 1,20
af	USD	accounting	decimal	code	0.00831765	USD 0,01
af	USD	accounting	decimal	code	1234565.0	USD 1 234 565,00
af	USD	accounting	decimal	code	-1230.05	(USD 1 230,05)
af	USD	accounting	compact-short	code	0.0	USD 0
af	USD	accounting	compact-short	code	1.2	USD 1,2
af	USD	accounting	compact-short	code	0.00831765	USD 0,0083
af	USD	accounting	compact-short	code	1234565.0	USD 1,2 m
af	USD	accounting	compact-short	code	-1230.05	-USD 1,2 k
af	EUR	standard	decimal	code	0.0	EUR 0,00
af	EUR	standard	decimal	code	1.2	EUR 1,20
af	EUR	standard	decimal	code	0.00831765	EUR 0,01
af	EUR	standard	decimal	code	1234565.0	EUR 1 234 565,00
af	EUR	standard	decimal	code	-1230.05	-EUR 1 230,05
af	EUR	standard	compact-short	code	0.0	EUR 0
af	EUR	standard	compact-short	code	1.2	EUR 1,2
af	EUR	standard	compact-short	code	0.00831765	EUR 0,0083
af	EUR	standard	compact-short	code	1234565.0	EUR 1,2 m
af	EUR	standard	compact-short	code	-1230.05	-EUR 1,2 k
af	EUR	accounting	decimal	code	0.0	EUR 0,00
af	EUR	accounting	decimal	code	1.2	EUR 1,20
af	EUR	accounting	decimal	code	0.00831765	EUR 0,01
af	EUR	accounting	decimal	code	1234565.0	EUR 1 234 565,00
af	EUR	accounting	decimal	code	-1230.05	(EUR 1 230,05)
af	EUR	accounting	compact-short	code	0.0	EUR 0
af	EUR	accounting	compact-short	code	1.2	EUR 1,2
af	EUR	accounting	compact-short	code	0.00831765	EUR 0,0083
af	EUR	accounting	compact-short	code	1234565.0	EUR 1,2 m
af	EUR	accounting	compact-short	code	-1230.05	-EUR 1,2 k
af	JPY	standard	decimal	code	0.0	JPY 0
af	JPY	standard	decimal	code	1.2	JPY 1
af	JPY	standard	decimal	code	0.00831765	JPY 0
af	JPY	standard	decimal	code	1234565.0	JPY 1 234 565
