locale	currency	currency_format_type	number_format_length	currency_display	input	expected
af	USD	standard	short	symbol	0.0	USD 0
af	USD	standard	short	symbol	1.2	USD 1,2
af	USD	standard	short	symbol	0.00831765	USD 0,0083
af	USD	standard	short	symbol	1234565.0	USD 1,2 m
af	USD	standard	short	symbol	-1230.05	-USD 1,2 k
af	EUR	standard	short	symbol	0.0	€0
af	EUR	standard	short	symbol	1.2	€1,2
af	EUR	standard	short	symbol	0.00831765	€0,0083
af	EUR	standard	short	symbol	1234565.0	€1,2 m
af	EUR	standard	short	symbol	-1230.05	-€1,2 k
af	JPY	standard	short	symbol	0.0	JP¥0
af	JPY	standard	short	symbol	1.2	JP¥1,2
af	JPY	standard	short	symbol	0.00831765	JP¥0,0083
af	JPY	standard	short	symbol	1234565.0	JP¥1,2 m
af	JPY	standard	short	symbol	-1230.05	-JP¥1,2 k
af	RUB	standard	short	symbol	0.0	RUB 0
af	RUB	standard	short	symbol	1.2	RUB 1,2
af	RUB	standard	short	symbol	0.00831765	RUB 0,0083
af	RUB	standard	short	symbol	1234565.0	RUB 1,2 m
af	RUB	standard	short	symbol	-1230.05	-RUB 1,2 k
af	EGP	standard	short	symbol	0.0	EGP 0
af	EGP	standard	short	symbol	1.2	EGP 1,2
af	EGP	standard	short	symbol	0.00831765	EGP 0,0083
af	EGP	standard	short	symbol	1234565.0	EGP 1,2 m
af	EGP	standard	short	symbol	-1230.05	-EGP 1,2 k
am	USD	standard	short	symbol	0.0	US$0
am	USD	standard	short	symbol	1.2	US$1.2
am	USD	standard	short	symbol	0.00831765	US$0.0083
am	USD	standard	short	symbol	1234565.0	US$1.2 ሚ
am	USD	standard	short	symbol	-1230.05	-US$1.2 ሺ
am	EUR	standard	short	symbol	0.0	€0
am	EUR	standard	short	symbol	1.2	€1.2
am	EUR	standard	short	symbol	0.00831765	€0.0083
am	EUR	standard	short	symbol	1234565.0	€1.2 ሚ
am	EUR	standard	short	symbol	-1230.05	-€1.2 ሺ
am	JPY	standard	short	symbol	0.0	JP¥0
am	JPY	standard	short	symbol	1.2	JP¥1.2
am	JPY	standard	short	symbol	0.00831765	JP¥0.0083
am	JPY	standard	short	symbol	1234565.0	JP¥1.2 ሚ
am	JPY	standard	short	symbol	-1230.05	-JP¥1.2 ሺ
am	RUB	standard	short	symbol	0.0	RUB 0
am	RUB	standard	short	symbol	1.2	RUB 1.2
am	RUB	standard	short	symbol	0.00831765	RUB 0.0083
am	RUB	standard	short	symbol	1234565.0	RUB 1.2 ሚ
am	RUB	standard	short	symbol	-1230.05	-RUB 1.2 ሺ
am	EGP	standard	short	symbol	0.0	EGP 0
am	EGP	standard	short	symbol	1.2	EGP 1.2
am	EGP	standard	short	symbol	0.00831765	EGP 0.0083
am	EGP	standard	short	symbol	1234565.0	EGP 1.2 ሚ
am	EGP	standard	short	symbol	-1230.05	-EGP 1.2 ሺ
as	USD	standard	short	symbol	0.0	US$ ০
as	USD	standard	short	symbol	1.2	US$ ১.২
as	USD	standard	short	symbol	0.00831765	US$ ০.০০৮৩
as	USD	standard	short	symbol	1234565.0	US$ ১.২ নিযুত
as	USD	standard	short	symbol	-1230.05	-US$ ১.২ হাজাৰ
as	EUR	standard	short	symbol	0.0	€ ০
as	EUR	standard	short	symbol	1.2	€ ১.২
as	EUR	standard	short	symbol	0.00831765	€ ০.০০৮৩
as	EUR	standard	short	symbol	1234565.0	€ ১.২ নিযুত
as	EUR	standard	short	symbol	-1230.05	-€ ১.২ হাজাৰ
as	JPY	standard	short	symbol	0.0	JP¥ ০
as	JPY	standard	short	symbol	1.2	JP¥ ১.২
as	JPY	standard	short	symbol	0.00831765	JP¥ ০.০০৮৩
as	JPY	standard	short	symbol	1234565.0	JP¥ ১.২ নিযুত
as	JPY	standard	short	symbol	-1230.05	-JP¥ ১.২ হাজাৰ
as	RUB	standard	short	symbol	0.0	RUB ০
as	RUB	standard	short	symbol	1.2	RUB ১.২
as	RUB	standard	short	symbol	0.00831765	RUB ০.০০৮৩
as	RUB	standard	short	symbol	1234565.0	RUB ১.২ নিযুত
as	RUB	standard	short	symbol	-1230.05	-RUB ১.২ হাজাৰ
as	EGP	standard	short	symbol	0.0	EGP ০
as	EGP	standard	short	symbol	1.2	EGP ১.২
as	EGP	standard	short	symbol	0.00831765	EGP ০.০০৮৩
as	EGP	standard	short	symbol	1234565.0	EGP ১.২ নিযুত
as	EGP	standard	short	symbol	-1230.05	-EGP ১.২ হাজাৰ
az	USD	standard	short	symbol	0.0	0 US$
az	USD	standard	short	symbol	1.2	1,2 US$
az	USD	standard	short	symbol	0.00831765	0,0083 US$
az	USD	standard	short	symbol	1234565.0	1,2 mln US$
az	USD	standard	short	symbol	-1230.05	-1,2K US$
az	EUR	standard	short	symbol	0.0	0 €
az	EUR	standard	short	symbol	1.2	1,2 €
az	EUR	standard	short	symbol	0.00831765	0,0083 €
az	EUR	standard	short	symbol	1234565.0	1,2 mln €
az	EUR	standard	short	symbol	-1230.05	-1,2K €
az	JPY	standard	short	symbol	0.0	0 JP¥
az	JPY	standard	short	symbol	1.2	1,2 JP¥
az	JPY	standard	short	symbol	0.00831765	0,0083 JP¥
az	JPY	standard	short	symbol	1234565.0	1,2 mln JP¥
az	JPY	standard	short	symbol	-1230.05	-1,2K JP¥
az	RUB	standard	short	symbol	0.0	0 RUB
az	RUB	standard	short	symbol	1.2	1,2 RUB
az	RUB	standard	short	symbol	0.00831765	0,0083 RUB
az	RUB	standard	short	symbol	1234565.0	1,2 mln RUB
az	RUB	standard	short	symbol	-1230.05	-1,2K RUB
az	EGP	standard	short	symbol	0.0	0 EGP
az	EGP	standard	short	symbol	1.2	1,2 EGP
az	EGP	standard	short	symbol	0.00831765	0,0083 EGP
az	EGP	standard	short	symbol	1234565.0	1,2 mln EGP
az	EGP	standard	short	symbol	-1230.05	-1,2K EGP
be	USD	standard	short	symbol	0.0	0 $
be	USD	standard	short	symbol	1.2	1,2 $
be	USD	standard	short	symbol	0.00831765	0,0083 $
be	USD	standard	short	symbol	1234565.0	1,2 млн $
be	USD	standard	short	symbol	-1230.05	-1,2 тыс. $
be	EUR	standard	short	symbol	0.0	0 €
be	EUR	standard	short	symbol	1.2	1,2 €
be	EUR	standard	short	symbol	0.00831765	0,0083 €
be	EUR	standard	short	symbol	1234565.0	1,2 млн €
be	EUR	standard	short	symbol	-1230.05	-1,2 тыс. €
be	JPY	standard	short	symbol	0.0	0 ¥
be	JPY	standard	short	symbol	1.2	1,2 ¥
be	JPY	standard	short	symbol	0.00831765	0,0083 ¥
be	JPY	standard	short	symbol	1234565.0	1,2 млн ¥
be	JPY	standard	short	symbol	-1230.05	-1,2 тыс. ¥
be	RUB	standard	short	symbol	0.0	0 ₽
be	RUB	standard	short	symbol	1.2	1,2 ₽
be	RUB	standard	short	symbol	0.00831765	0,0083 ₽
be	RUB	standard	short	symbol	1234565.0	1,2 млн ₽
be	RUB	standard	short	symbol	-1230.05	-1,2 тыс. ₽
be	EGP	standard	short	symbol	0.0	0 EGP
be	EGP	standard	short	symbol	1.2	1,2 EGP
be	EGP	standard	short	symbol	0.00831765	0,0083 EGP
be	EGP	standard	short	symbol	1234565.0	1,2 млн EGP
be	EGP	standard	short	symbol	-1230.05	-1,2 тыс. EGP
bg	USD	standard	short	symbol	0.0	0 щ.д.
bg	USD	standard	short	symbol	1.2	1,2 щ.д.
bg	USD	standard	short	symbol	0.00831765	0,0083 щ.д.
bg	USD	standard	short	symbol	1234565.0	1,2 млн. щ.д.
bg	USD	standard	short	symbol	-1230.05	-1,2 хил. щ.д.
bg	EUR	standard	short	symbol	0.0	0 €
bg	EUR	standard	short	symbol	1.2	1,2 €
bg	EUR	standard	short	symbol	0.00831765	0,0083 €
bg	EUR	standard	short	symbol	1234565.0	1,2 млн. €
bg	EUR	standard	short	symbol	-1230.05	-1,2 хил. €
bg	JPY	standard	short	symbol	0.0	0 JPY
bg	JPY	standard	short	symbol	1.2	1,2 JPY
bg	JPY	standard	short	symbol	0.00831765	0,0083 JPY
