# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
af	ALL		standard	symbol	1.2	ALL 1
af	ALL		standard	symbol	-1230.05	-ALL 1 230
af	ALL		standard	symbolNarrow	1.2	ALL 1
af	ALL		standard	symbolNarrow	-1230.05	-ALL 1 230
af	ALL		standard	code	1.2	ALL 1
af	ALL		standard	code	-1230.05	-ALL 1 230
af	ALL		standard	name	1.2	1 Albanese lek
af	ALL		standard	name	-1230.05	-1 230 Albanese lek
af	ALL		accounting	symbol	1.2	ALL 1
af	ALL		accounting	symbol	-1230.05	(ALL 1 230)
af	ALL		accounting	symbolNarrow	1.2	ALL 1
af	ALL		accounting	symbolNarrow	-1230.05	(ALL 1 230)
af	ALL		accounting	code	1.2	ALL 1
af	ALL		accounting	code	-1230.05	(ALL 1 230)
af	ALL	short	standard	symbol	1.2	ALL 1,2
af	ALL	short	standard	symbol	-1230.05	-ALL 1,2 k
af	ALL	short	standard	symbolNarrow	1.2	ALL 1,2
af	ALL	short	standard	symbolNarrow	-1230.05	-ALL 1,2 k
af	ALL	short	standard	code	1.2	ALL 1,2
af	ALL	short	standard	code	-1230.05	-ALL 1,2 k
af	ALL	short	standard	name	1.2	1,2 Albanese lek
af	ALL	short	standard	name	-1230.05	-1,2 k Albanese lek
af	EUR		standard	symbol	1.2	€1,20
af	EUR		standard	symbol	-1230.05	-€1 230,05
af	EUR		standard	symbolNarrow	1.2	€1,20
af	EUR		standard	symbolNarrow	-1230.05	-€1 230,05
af	EUR		standard	code	1.2	EUR 1,20
af	EUR		standard	code	-1230.05	-EUR 1 230,05
af	EUR		standard	name	1.2	1,20 euro
af	EUR		standard	name	-1230.05	-1 230,05 euro
af	EUR		accounting	symbol	1.2	€1,20
af	EUR		accounting	symbol	-1230.05	(€1 230,05)
af	EUR		accounting	symbolNarrow	1.2	€1,20
af	EUR		accounting	symbolNarrow	-1230.05	(€1 230,05)
af	EUR		accounting	code	1.2	EUR 1,20
af	EUR		accounting	code	-1230.05	(EUR 1 230,05)
af	EUR	short	standard	symbol	1.2	€1,2
af	EUR	short	standard	symbol	-1230.05	-€1,2 k
af	EUR	short	standard	symbolNarrow	1.2	€1,2
af	EUR	short	standard	symbolNarrow	-1230.05	-€1,2 k
af	EUR	short	standard	code	1.2	EUR 1,2
af	EUR	short	standard	code	-1230.05	-EUR 1,2 k
af	EUR	short	standard	name	1.2	1,2 euro
af	EUR	short	standard	name	-1230.05	-1,2 k euro
af	USD		standard	symbol	1.2	USD 1,20
af	USD		standard	symbol	-1230.05	-USD 1 230,05
af	USD		standard	symbolNarrow	1.2	$1,20
af	USD		standard	symbolNarrow	-1230.05	-$1 230,05
af	USD		standard	code	1.2	USD 1,20
af	USD		standard	code	-1230.05	-USD 1 230,05
af	USD		standard	name	1.2	1,20 VSA-dollar
af	USD		standard	name	-1230.05	-1 230,05 VSA-dollar
af	USD		accounting	symbol	1.2	USD 1,20
af	USD		accounting	symbol	-1230.05	(USD 1 230,05)
af	USD		accounting	symbolNarrow	1.2	$1,20
af	USD		accounting	symbolNarrow	-1230.05	($1 230,05)
af	USD		accounting	code	1.2	USD 1,20
af	USD		accounting	code	-1230.05	(USD 1 230,05)
af	USD	short	standard	symbol	1.2	USD 1,2
af	USD	short	standard	symbol	-1230.05	-USD 1,2 k
af	USD	short	standard	symbolNarrow	1.2	$1,2
af	USD	short	standard	symbolNarrow	-1230.05	-$1,2 k
af	USD	short	standard	code	1.2	USD 1,2
af	USD	short	standard	code	-1230.05	-USD 1,2 k
af	USD	short	standard	name	1.2	1,2 VSA-dollar
af	USD	short	standard	name	-1230.05	-1,2 k VSA-dollar
af	ZAR		standard	symbol	1.2	R 1,20
af	ZAR		standard	symbol	-1230.05	-R 1 230,05
af	ZAR		standard	symbolNarrow	1.2	R 1,20
af	ZAR		standard	symbolNarrow	-1230.05	-R 1 230,05
af	ZAR		standard	code	1.2	ZAR 1,20
af	ZAR		standard	code	-1230.05	-ZAR 1 230,05
af	ZAR		standard	name	1.2	1,20 Suid-Afrikaanse rand
af	ZAR		standard	name	-1230.05	-1 230,05 Suid-Afrikaanse rand
af	ZAR		accounting	symbol	1.2	R 1,20
af	ZAR		accounting	symbol	-1230.05	(R 1 230,05)
af	ZAR		accounting	symbolNarrow	1.2	R 1,20
af	ZAR		accounting	symbolNarrow	-1230.05	(R 1 230,05)
af	ZAR		accounting	code	1.2	ZAR 1,20
