# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
en	AED	standard	standard	code	1.2	AED 1.20
en	AED	standard	standard	code	-1230.05	-AED 1,230.05
en	AED	standard	accounting	code	1.2	AED 1.20
en	AED	standard	accounting	code	-1230.05	(AED 1,230.05)
en	AED	short	standard	code	1.2	AED 1.2
en	AED	short	standard	code	-1230.05	-AED 1.2K
en	AFN	standard	standard	code	1.2	AFN 1
en	AFN	standard	standard	code	-1230.05	-AFN 1,230
en	AFN	standard	accounting	code	1.2	AFN 1
en	AFN	standard	accounting	code	-1230.05	(AFN 1,230)
en	AFN	short	standard	code	1.2	AFN 1.2
en	AFN	short	standard	code	-1230.05	-AFN 1.2K
en	ALL	standard	standard	code	1.2	ALL 1
en	ALL	standard	standard	code	-1230.05	-ALL 1,230
en	ALL	standard	accounting	code	1.2	ALL 1
en	ALL	standard	accounting	code	-1230.05	(ALL 1,230)
en	ALL	short	standard	code	1.2	ALL 1.2
en	ALL	short	standard	code	-1230.05	-ALL 1.2K
en	AMD	standard	standard	code	1.2	AMD 1.20
en	AMD	standard	standard	code	-1230.05	-AMD 1,230.05
en	AMD	standard	accounting	code	1.2	AMD 1.20
en	AMD	standard	accounting	code	-1230.05	(AMD 1,230.05)
en	AMD	short	standard	code	1.2	AMD 1.2
en	AMD	short	standard	code	-1230.05	-AMD 1.2K
en	AOA	standard	standard	code	1.2	AOA 1.20
en	AOA	standard	standard	code	-1230.05	-AOA 1,230.05
en	AOA	standard	accounting	code	1.2	AOA 1.20
en	AOA	standard	accounting	code	-1230.05	(AOA 1,230.05)
en	AOA	short	standard	code	1.2	AOA 1.2
en	AOA	short	standard	code	-1230.05	-AOA 1.2K
en	ARS	standard	standard	code	1.2	ARS 1.20
en	ARS	standard	standard	code	-1230.05	-ARS 1,230.05
en	ARS	standard	accounting	code	1.2	ARS 1.20
en	ARS	standard	accounting	code	-1230.05	(ARS 1,230.05)
en	ARS	short	standard	code	1.2	ARS 1.2
en	ARS	short	standard	code	-1230.05	-ARS 1.2K
en	AUD	standard	standard	code	1.2	AUD 1.20
en	AUD	standard	standard	code	-1230.05	-AUD 1,230.05
en	AUD	standard	accounting	code	1.2	AUD 1.20
en	AUD	standard	accounting	code	-1230.05	(AUD 1,230.05)
en	AUD	short	standard	code	1.2	AUD 1.2
en	AUD	short	standard	code	-1230.05	-AUD 1.2K
en	AWG	standard	standard	code	1.2	AWG 1.20
en	AWG	standard	standard	code	-1230.05	-AWG 1,230.05
en	AWG	standard	accounting	code	1.2	AWG 1.20
en	AWG	standard	accounting	code	-1230.05	(AWG 1,230.05)
en	AWG	short	standard	code	1.2	AWG 1.2
en	AWG	short	standard	code	-1230.05	-AWG 1.2K
en	AZN	standard	standard	code	1.2	AZN 1.20
en	AZN	standard	standard	code	-1230.05	-AZN 1,230.05
en	AZN	standard	accounting	code	1.2	AZN 1.20
en	AZN	standard	accounting	code	-1230.05	(AZN 1,230.05)
en	AZN	short	standard	code	1.2	AZN 1.2
en	AZN	short	standard	code	-1230.05	-AZN 1.2K
en	BAM	standard	standard	code	1.2	BAM 1.20
en	BAM	standard	standard	code	-1230.05	-BAM 1,230.05
en	BAM	standard	accounting	code	1.2	BAM 1.20
en	BAM	standard	accounting	code	-1230.05	(BAM 1,230.05)
en	BAM	short	standard	code	1.2	BAM 1.2
en	BAM	short	standard	code	-1230.05	-BAM 1.2K
en	BBD	standard	standard	code	1.2	BBD 1.20
en	BBD	standard	standard	code	-1230.05	-BBD 1,230.05
en	BBD	standard	accounting	code	1.2	BBD 1.20
en	BBD	standard	accounting	code	-1230.05	(BBD 1,230.05)
en	BBD	short	standard	code	1.2	BBD 1.2
en	BBD	short	standard	code	-1230.05	-BBD 1.2K
en	BDT	standard	standard	code	1.2	BDT 1.20
en	BDT	standard	standard	code	-1230.05	-BDT 1,230.05
en	BDT	standard	accounting	code	1.2	BDT 1.20
en	BDT	standard	accounting	code	-1230.05	(BDT 1,230.05)
en	BDT	short	standard	code	1.2	BDT 1.2
en	BDT	short	standard	code	-1230.05	-BDT 1.2K
en	BHD	standard	standard	code	1.2	BHD 1.200
en	BHD	standard	standard	code	-1230.05	-BHD 1,230.050
en	BHD	standard	accounting	code	1.2	BHD 1.200
en	BHD	standard	accounting	code	-1230.05	(BHD 1,230.050)
en	BHD	short	standard	code	1.2	BHD 1.2
en	BHD	short	standard	code	-1230.05	-BHD 1.2K
en	BIF	standard	standard	code	1.2	BIF 1
en	BIF	standard	standard	code	-1230.05	-BIF 1,230
en	BIF	standard	accounting	code	1.2	BIF 1
en	BIF	standard	accounting	code	-1230.05	(BIF 1,230)
en	BIF	short	standard	code	1.2	BIF 1.2
en	BIF	short	standard	code	-1230.05	-BIF 1.2K
en	BMD	standard	standard	code	1.2	BMD 1.20
en	BMD	standard	standard	code	-1230.05	-BMD 1,230.05
en	BMD	standard	accounting	code	1.2	BMD 1.20
en	BMD	standard	accounting	code	-1230.05	(BMD 1,230.05)
en	BMD	short	standard	code	1.2	BMD 1.2
en	BMD	short	standard	code	-1230.05	-BMD 1.2K
en	BND	standard	standard	code	1.2	BND 1.20
en	BND	standard	standard	code	-1230.05	-BND 1,230.05
en	BND	standard	accounting	code	1.2	BND 1.20
en	BND	standard	accounting	code	-1230.05	(BND 1,230.05)
en	BND	short	standard	code	1.2	BND 1.2
en	BND	short	standard	code	-1230.05	-BND 1.2K
en	BOB	standard	standard	code	1.2	BOB 1.20
en	BOB	standard	standard	code	-1230.05	-BOB 1,230.05
en	BOB	standard	accounting	code	1.2	BOB 1.20
en	BOB	standard	accounting	code	-1230.05	(BOB 1,230.05)
en	BOB	short	standard	code	1.2	BOB 1.2
en	BOB	short	standard	code	-1230.05	-BOB 1.2K
en	BRL	standard	standard	code	1.2	BRL 1.20
en	BRL	standard	standard	code	-1230.05	-BRL 1,230.05
en	BRL	standard	accounting	code	1.2	BRL 1.20
en	BRL	standard	accounting	code	-1230.05	(BRL 1,230.05)
en	BRL	short	standard	code	1.2	BRL 1.2
en	BRL	short	standard	code	-1230.05	-BRL 1.2K
en	BSD	standard	standard	code	1.2	BSD 1.20
en	BSD	standard	standard	code	-1230.05	-BSD 1,230.05
en	BSD	standard	accounting	code	1.2	BSD 1.20
en	BSD	standard	accounting	code	-1230.05	(BSD 1,230.05)
en	BSD	short	standard	code	1.2	BSD 1.2
en	BSD	short	standard	code	-1230.05	-BSD 1.2K
en	BTN	standard	standard	code	1.2	BTN 1.20
en	BTN	standard	standard	code	-1230.05	-BTN 1,230.05
en	BTN	standard	accounting	code	1.2	BTN 1.20
en	BTN	standard	accounting	code	-1230.05	(BTN 1,230.05)
en	BTN	short	standard	code	1.2	BTN 1.2
en	BTN	short	standard	code	-1230.05	-BTN 1.2K
en	BWP	standard	standard	code	1.2	BWP 1.20
en	BWP	standard	standard	code	-1230.05	-BWP 1,230.05
en	BWP	standard	accounting	code	1.2	BWP 1.20
en	BWP	standard	accounting	code	-1230.05	(BWP 1,230.05)
en	BWP	short	standard	code	1.2	BWP 1.2
en	BWP	short	standard	code	-1230.05	-BWP 1.2K
en	BYN	standard	standard	code	1.2	BYN 1.20
en	BYN	standard	standard	code	-1230.05	-BYN 1,230.05
en	BYN	standard	accounting	code	1.2	BYN 1.20
en	BYN	standard	accounting	code	-1230.05	(BYN 1,230.05)
en	BYN	short	standard	code	1.2	BYN 1.2
en	BYN	short	standard	code	-1230.05	-BYN 1.2K
en	BZD	standard	standard	code	1.2	BZD 1.20
en	BZD	standard	standard	code	-1230.05	-BZD 1,230.05
en	BZD	standard	accounting	code	1.2	BZD 1.20
en	BZD	standard	accounting	code	-1230.05	(BZD 1,230.05)
