# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
af	USD	standard	accounting	symbol	1.2	USD 1,20
af	USD	standard	accounting	symbol	-1230.05	(USD 1 230,05)
af	JPY	standard	accounting	symbol	1.2	JP¥1
af	JPY	standard	accounting	symbol	-1230.05	(JP¥1 230)
am	USD	standard	accounting	symbol	1.2	US$1.20
am	USD	standard	accounting	symbol	-1230.05	(US$1,230.05)
am	JPY	standard	accounting	symbol	1.2	JP¥1
am	JPY	standard	accounting	symbol	-1230.05	(JP¥1,230)
as	USD	standard	accounting	symbol	1.2	US$১.২০
as	USD	standard	accounting	symbol	-1230.05	(US$১,২৩০.০৫)
as	JPY	standard	accounting	symbol	1.2	JP¥১
as	JPY	standard	accounting	symbol	-1230.05	(JP¥১,২৩০)
az	USD	standard	accounting	symbol	1.2	1,20 US$
az	USD	standard	accounting	symbol	-1230.05	-1.230,05 US$
az	JPY	standard	accounting	symbol	1.2	1 JP¥
az	JPY	standard	accounting	symbol	-1230.05	-1.230 JP¥
be	USD	standard	accounting	symbol	1.2	1,20 $
be	USD	standard	accounting	symbol	-1230.05	-1230,05 $
be	JPY	standard	accounting	symbol	1.2	1 ¥
be	JPY	standard	accounting	symbol	-1230.05	-1230 ¥
bg	USD	standard	accounting	symbol	1.2	1,20 щ.д.
bg	USD	standard	accounting	symbol	-1230.05	(1230,05 щ.д.)
bg	JPY	standard	accounting	symbol	1.2	1 JPY
bg	JPY	standard	accounting	symbol	-1230.05	(1230 JPY)
bs	USD	standard	accounting	symbol	1.2	1,20 USD
bs	USD	standard	accounting	symbol	-1230.05	-1.230,05 USD
bs	JPY	standard	accounting	symbol	1.2	1 ¥
bs	JPY	standard	accounting	symbol	-1230.05	-1.230 ¥
ca	USD	standard	accounting	symbol	1.2	1,20 USD
ca	USD	standard	accounting	symbol	-1230.05	(1.230,05 USD)
ca	JPY	standard	accounting	symbol	1.2	1 ¥
ca	JPY	standard	accounting	symbol	-1230.05	(1.230 ¥)
cs	USD	standard	accounting	symbol	1.2	1,20 US$
cs	USD	standard	accounting	symbol	-1230.05	-1 230,05 US$
cs	JPY	standard	accounting	symbol	1.2	1 JP¥
cs	JPY	standard	accounting	symbol	-1230.05	-1 230 JP¥
cy	USD	standard	accounting	symbol	1.2	US$1.20
cy	USD	standard	accounting	symbol	-1230.05	(US$1,230.05)
cy	JPY	standard	accounting	symbol	1.2	JP¥1
cy	JPY	standard	accounting	symbol	-1230.05	(JP¥1,230)
da	USD	standard	accounting	symbol	1.2	1,20 US$
da	USD	standard	accounting	symbol	-1230.05	-1.230,05 US$
da	JPY	standard	accounting	symbol	1.2	1 JP¥
da	JPY	standard	accounting	symbol	-1230.05	-1.230 JP¥
el	USD	standard	accounting	symbol	1.2	1,20 $
el	USD	standard	accounting	symbol	-1230.05	-1.230,05 $
el	JPY	standard	accounting	symbol	1.2	1 JP¥
el	JPY	standard	accounting	symbol	-1230.05	-1.230 JP¥
en_AU	USD	standard	accounting	symbol	1.2	USD 1.20
en_AU	USD	standard	accounting	symbol	-1230.05	(USD 1,230.05)
en_AU	JPY	standard	accounting	symbol	1.2	JPY 1
en_AU	JPY	standard	accounting	symbol	-1230.05	(JPY 1,230)
en_CA	USD	standard	accounting	symbol	1.2	US$1.20
en_CA	USD	standard	accounting	symbol	-1230.05	(US$1,230.05)
en_CA	JPY	standard	accounting	symbol	1.2	JP¥1
en_CA	JPY	standard	accounting	symbol	-1230.05	(JP¥1,230)
en_GB	USD	standard	accounting	symbol	1.2	US$1.20
en_GB	USD	standard	accounting	symbol	-1230.05	(US$1,230.05)
en_GB	JPY	standard	accounting	symbol	1.2	JP¥1
en_GB	JPY	standard	accounting	symbol	-1230.05	(JP¥1,230)
en_IN	USD	standard	accounting	symbol	1.2	$1.20
en_IN	USD	standard	accounting	symbol	-1230.05	($1,230.05)
en_IN	JPY	standard	accounting	symbol	1.2	JP¥1
en_IN	JPY	standard	accounting	symbol	-1230.05	(JP¥1,230)
es	USD	standard	accounting	symbol	1.2	1,20 US$
es	USD	standard	accounting	symbol	-1230.05	-1230,05 US$
es	JPY	standard	accounting	symbol	1.2	1 JPY
es	JPY	standard	accounting	symbol	-1230.05	-1230 JPY
es_419	USD	standard	accounting	symbol	1.2	USD 1.20
es_419	USD	standard	accounting	symbol	-1230.05	-USD 1,230.05
es_419	JPY	standard	accounting	symbol	1.2	JPY 1
es_419	JPY	standard	accounting	symbol	-1230.05	-JPY 1,230
es_MX	USD	standard	accounting	symbol	1.2	USD 1.20
es_MX	USD	standard	accounting	symbol	-1230.05	-USD 1,230.05
es_MX	JPY	standard	accounting	symbol	1.2	JPY 1
es_MX	JPY	standard	accounting	symbol	-1230.05	-JPY 1,230
es_US	USD	standard	accounting	symbol	1.2	$1.20
es_US	USD	standard	accounting	symbol	-1230.05	-$1,230.05
es_US	JPY	standard	accounting	symbol	1.2	¥1
es_US	JPY	standard	accounting	symbol	-1230.05	-¥1,230
et	USD	standard	accounting	symbol	1.2	1,20 $
et	USD	standard	accounting	symbol	-1230.05	(1230,05 $)
et	JPY	standard	accounting	symbol	1.2	1 ¥
et	JPY	standard	accounting	symbol	-1230.05	(1230 ¥)
eu	USD	standard	accounting	symbol	1.2	1,20 US$
eu	USD	standard	accounting	symbol	-1230.05	(1.230,05 US$)
eu	JPY	standard	accounting	symbol	1.2	1 JP¥
eu	JPY	standard	accounting	symbol	-1230.05	(1.230 JP¥)
fa	USD	standard	accounting	symbol	1.2	‎$ ۱٫۲۰
fa	USD	standard	accounting	symbol	-1230.05	‎($ ۱٬۲۳۰٫۰۵)
fa	JPY	standard	accounting	symbol	1.2	‎¥ ۱
fa	JPY	standard	accounting	symbol	-1230.05	‎(¥ ۱٬۲۳۰)
fi	USD	standard	accounting	symbol	1.2	1,20 $
fi	USD	standard	accounting	symbol	-1230.05	−1 230,05 $
fi	JPY	standard	accounting	symbol	1.2	1 ¥
fi	JPY	standard	accounting	symbol	-1230.05	−1 230 ¥
fil	USD	standard	accounting	symbol	1.2	$1.20
fil	USD	standard	accounting	symbol	-1230.05	($1,230.05)
fil	JPY	standard	accounting	symbol	1.2	¥1
fil	JPY	standard	accounting	symbol	-1230.05	(¥1,230)
fr	USD	standard	accounting	symbol	1.2	1,20 $US
fr	USD	standard	accounting	symbol	-1230.05	(1 230,05 $US)
fr	JPY	standard	accounting	symbol	1.2	1 JPY
fr	JPY	standard	accounting	symbol	-1230.05	(1 230 JPY)
fr_CA	USD	standard	accounting	symbol	1.2	1,20 $ US
fr_CA	USD	standard	accounting	symbol	-1230.05	(1 230,05 $ US)
fr_CA	JPY	standard	accounting	symbol	1.2	1 ¥
fr_CA	JPY	standard	accounting	symbol	-1230.05	(1 230 ¥)
ga	USD	standard	accounting	symbol	1.2	$1.20
ga	USD	standard	accounting	symbol	-1230.05	($1,230.05)
ga	JPY	standard	accounting	symbol	1.2	¥1
ga	JPY	standard	accounting	symbol	-1230.05	(¥1,230)
gd	USD	standard	accounting	symbol	1.2	$1.20
gd	USD	standard	accounting	symbol	-1230.05	($1,230.05)
gd	JPY	standard	accounting	symbol	1.2	JP¥1
gd	JPY	standard	accounting	symbol	-1230.05	(JP¥1,230)
gl	USD	standard	accounting	symbol	1.2	1,20 $
gl	USD	standard	accounting	symbol	-1230.05	(1.230,05 $)
gl	JPY	standard	accounting	symbol	1.2	1 JP¥
gl	JPY	standard	accounting	symbol	-1230.05	(1.230 JP¥)
gu	USD	standard	accounting	symbol	1.2	US$1.20
gu	USD	standard	accounting	symbol	-1230.05	(US$1,230.05)
gu	JPY	standard	accounting	symbol	1.2	JP¥1
gu	JPY	standard	accounting	symbol	-1230.05	(JP¥1,230)
ha	USD	standard	accounting	symbol	1.2	$ 1.20
ha	USD	standard	accounting	symbol	-1230.05	-$ 1,230.05
ha	JPY	standard	accounting	symbol	1.2	¥ 1
ha	JPY	standard	accounting	symbol	-1230.05	-¥ 1,230
he	USD	standard	accounting	symbol	1.2	‏1.20 ‏$
he	USD	standard	accounting	symbol	-1230.05	‏‎-1,230.05 ‏$
he	JPY	standard	accounting	symbol	1.2	‏1 ‏¥
he	JPY	standard	accounting	symbol	-1230.05	‏‎-1,230 ‏¥
hi	USD	standard	accounting	symbol	1.2	$1.20
hi	USD	standard	accounting	symbol	-1230.05	-$1,230.05
hi	JPY	standard	accounting	symbol	1.2	JP¥1
hi	JPY	standard	accounting	symbol	-1230.05	-JP¥1,230
hi_Latn	USD	standard	accounting	symbol	1.2	$1.20
hi_Latn	USD	standard	accounting	symbol	-1230.05	-$1,230.05
hi_Latn	JPY	standard	accounting	symbol	1.2	JP¥1
hi_Latn	JPY	standard	accounting	symbol	-1230.05	-JP¥1,230
hr	USD	standard	accounting	symbol	1.2	1,20 USD
hr	USD	standard	accounting	symbol	-1230.05	−1.230,05 USD
hr	JPY	standard	accounting	symbol	1.2	1 JPY
hr	JPY	standard	accounting	symbol	-1230.05	−1.230 JPY
hu	USD	standard	accounting	symbol	1.2	1,20 USD
hu	USD	standard	accounting	symbol	-1230.05	-1230,05 USD
hu	JPY	standard	accounting	symbol	1.2	1 ¥
hu	JPY	standard	accounting	symbol	-1230.05	-1230 ¥
hy	USD	standard	accounting	symbol	1.2	1,20 $
hy	USD	standard	accounting	symbol	-1230.05	-1230,05 $
hy	JPY	standard	accounting	symbol	1.2	1 JP¥
hy	JPY	standard	accounting	symbol	-1230.05	-1230 JP¥
id	USD	standard	accounting	symbol	1.2	US$1,20
id	USD	standard	accounting	symbol	-1230.05	-US$1.230,05
id	JPY	standard	accounting	symbol	1.2	JP¥1
id	JPY	standard	accounting	symbol	-1230.05	-JP¥1.230
ig	USD	standard	accounting	symbol	1.2	$1.20
ig	USD	standard	accounting	symbol	-1230.05	($1,230.05)
ig	JPY	standard	accounting	symbol	1.2	¥1
ig	JPY	standard	accounting	symbol	-1230.05	(¥1,230)
is	USD	standard	accounting	symbol	1.2	1,20 USD
is	USD	standard	accounting	symbol	-1230.05	-1.230,05 USD
is	JPY	standard	accounting	symbol	1.2	1 JP¥
is	JPY	standard	accounting	symbol	-1230.05	-1.230 JP¥
it	USD	standard	accounting	symbol	1.2	1,20 USD
it	USD	standard	accounting	symbol	-1230.05	-1230,05 USD
it	JPY	standard	accounting	symbol	1.2	1 JPY
it	JPY	standard	accounting	symbol	-1230.05	-1230 JPY
jv	USD	standard	accounting	symbol	1.2	US$ 1,20
jv	USD	standard	accounting	symbol	-1230.05	-US$ 1.230,05
jv	JPY	standard	accounting	symbol	1.2	JP¥ 1
jv	JPY	standard	accounting	symbol	-1230.05	-JP¥ 1.230
ka	USD	standard	accounting	symbol	1.2	1,20 US$
ka	USD	standard	accounting	symbol	-1230.05	-1230,05 US$
ka	JPY	standard	accounting	symbol	1.2	1 JPY
ka	JPY	standard	accounting	symbol	-1230.05	-1230 JPY
kk	USD	standard	accounting	symbol	1.2	1,20 $
kk	USD	standard	accounting	symbol	-1230.05	-1 230,05 $
kk	JPY	standard	accounting	symbol	1.2	1 JP¥
kk	JPY	standard	accounting	symbol	-1230.05	-1 230 JP¥
km	USD	standard	accounting	symbol	1.2	1.20$
km	USD	standard	accounting	symbol	-1230.05	(1,230.05$)
km	JPY	standard	accounting	symbol	1.2	1 JP¥
km	JPY	standard	accounting	symbol	-1230.05	(1,230 JP¥)
kn	USD	standard	accounting	symbol	1.2	$1.20
kn	USD	standard	accounting	symbol	-1230.05	($1,230.05)
kn	JPY	standard	accounting	symbol	1.2	JP¥1
kn	JPY	standard	accounting	symbol	-1230.05	(JP¥1,230)
ko	USD	standard	accounting	symbol	1.2	US$1.20
ko	USD	standard	accounting	symbol	-1230.05	(US$1,230.05)
ko	JPY	standard	accounting	symbol	1.2	JP¥1
ko	JPY	standard	accounting	symbol	-1230.05	(JP¥1,230)
kok	USD	standard	accounting	symbol	1.2	US$1.20
kok	USD	standard	accounting	symbol	-1230.05	-US$1,230.05
kok	JPY	standard	accounting	symbol	1.2	JP¥1
kok	JPY	standard	accounting	symbol	-1230.05	-JP¥1,230
ky	USD	standard	accounting	symbol	1.2	1,20 USD
ky	USD	standard	accounting	symbol	-1230.05	-1 230,05 USD
ky	JPY	standard	accounting	symbol	1.2	1 JP¥
ky	JPY	standard	accounting	symbol	-1230.05	-1 230 JP¥
lo	USD	standard	accounting	symbol	1.2	US$1,20
lo	USD	standard	accounting	symbol	-1230.05	US$-1.230,05
lo	JPY	standard	accounting	symbol	1.2	JP¥1
lo	JPY	standard	accounting	symbol	-1230.05	JP¥-1.230
lt	USD	standard	accounting	symbol	1.2	1,20 USD
lt	USD	standard	accounting	symbol	-1230.05	−1 230,05 USD
lt	JPY	standard	accounting	symbol	1.2	1 JPY
lt	JPY	standard	accounting	symbol	-1230.05	−1 230 JPY
lv	USD	standard	accounting	symbol	1.2	1,20 $
lv	USD	standard	accounting	symbol	-1230.05	-1230,05 $
lv	JPY	standard	accounting	symbol	1.2	1 ¥
lv	JPY	standard	accounting	symbol	-1230.05	-1230 ¥
mk	USD	standard	accounting	symbol	1.2	1,20 US$
mk	USD	standard	accounting	symbol	-1230.05	-1.230,05 US$
mk	JPY	standard	accounting	symbol	1.2	1 JPY
mk	JPY	standard	accounting	symbol	-1230.05	-1.230 JPY
ml	USD	standard	accounting	symbol	1.2	$1.20
ml	USD	standard	accounting	symbol	-1230.05	($1,230.05)
ml	JPY	standard	accounting	symbol	1.2	¥1
ml	JPY	standard	accounting	symbol	-1230.05	(¥1,230)
mn	USD	standard	accounting	symbol	1.2	$ 1.20
mn	USD	standard	accounting	symbol	-1230.05	-$ 1,230.05
mn	JPY	standard	accounting	symbol	1.2	JP¥ 1
mn	JPY	standard	accounting	symbol	-1230.05	-JP¥ 1,230
mr	USD	standard	accounting	symbol	1.2	$१.२०
mr	USD	standard	accounting	symbol	-1230.05	($१,२३०.०५)
mr	JPY	standard	accounting	symbol	1.2	JP¥१
mr	JPY	standard	accounting	symbol	-1230.05	(JP¥१,२३०)
ms	USD	standard	accounting	symbol	1.2	USD 1.20
ms	USD	standard	accounting	symbol	-1230.05	(USD 1,230.05)
ms	JPY	standard	accounting	symbol	1.2	JP¥1
ms	JPY	standard	accounting	symbol	-1230.05	(JP¥1,230)
my	USD	standard	accounting	symbol	1.2	US$ ၁.၂၀
my	USD	standard	accounting	symbol	-1230.05	-US$ ၁,၂၃၀.၀၅
my	JPY	standard	accounting	symbol	1.2	JP¥ ၁
my	JPY	standard	accounting	symbol	-1230.05	-JP¥ ၁,၂၃၀
ne	USD	standard	accounting	symbol	1.2	US$ १.२०
