locale	currency	currency_format	value_format_length	currency_display	input	expected
af	USD	standard	decimal	symbol	0.0	USD 0,00
af	USD	standard	decimal	symbol	1.2	USD 1,20
af	USD	standard	decimal	symbol	0.00831765	USD 0,01
af	USD	standard	decimal	symbol	1234565.0	USD 1 234 565,00
af	USD	standard	decimal	symbol	-1230.05	-USD 1 230,05
af	USD	standard	compact-short	symbol	0.0	USD 0
af	USD	standard	compact-short	symbol	1.2	USD 1,2
af	USD	standard	compact-short	symbol	0.00831765	USD 0,0083
af	USD	standard	compact-short	symbol	1234565.0	USD 1,2 m
af	USD	standard	compact-short	symbol	-1230.05	-USD 1,2 k
af	USD	accounting	decimal	symbol	0.0	USD 0,00
af	USD	accounting	decimal	symbol	1.2	USD 1,20
af	USD	accounting	decimal	symbol	0.00831765	USD 0,01
af	USD	accounting	decimal	symbol	1234565.0	USD 1 234 565,00
af	USD	accounting	decimal	symbol	-1230.05	(USD 1 230,05)
af	USD	accounting	compact-short	symbol	0.0	USD 0
af	USD	accounting	compact-short	symbol	1.2	USD 1,2
af	USD	accounting	compact-short	symbol	0.00831765	USD 0,0083
af	USD	accounting	compact-short	symbol	1234565.0	USD 1,2 m
af	USD	accounting	compact-short	symbol	-1230.05	-USD 1,2 k
af	EUR	standard	decimal	symbol	0.0	€0,00
af	EUR	standard	decimal	symbol	1.2	€1,20
af	EUR	standard	decimal	symbol	0.00831765	€0,01
af	EUR	standard	decimal	symbol	1234565.0	€1 234 565,00
af	EUR	standard	decimal	symbol	-1230.05	-€1 230,05
af	EUR	standard	compact-short	symbol	0.0	€0
af	EUR	standard	compact-short	symbol	1.2	€1,2
af	EUR	standard	compact-short	symbol	0.00831765	€0,0083
af	EUR	standard	compact-short	symbol	1234565.0	€1,2 m
af	EUR	standard	compact-short	symbol	-1230.05	-€1,2 k
af	EUR	accounting	decimal	symbol	0.0	€0,00
af	EUR	accounting	decimal	symbol	1.2	€1,20
af	EUR	accounting	decimal	symbol	0.00831765	€0,01
af	EUR	accounting	decimal	symbol	1234565.0	€1 234 565,00
af	EUR	accounting	decimal	symbol	-1230.05	(€1 230,05)
af	EUR	accounting	compact-short	symbol	0.0	€0
af	EUR	accounting	compact-short	symbol	1.2	€1,2
af	EUR	accounting	compact-short	symbol	0.00831765	€0,0083
af	EUR	accounting	compact-short	symbol	1234565.0	€1,2 m
af	EUR	accounting	compact-short	symbol	-1230.05	-€1,2 k
af	JPY	standard	decimal	symbol	0.0	JP¥0
af	JPY	standard	decimal	symbol	1.2	JP¥1
af	JPY	standard	decimal	symbol	0.00831765	JP¥0
af	JPY	standard	decimal	symbol	1234565.0	JP¥1 234 565
af	JPY	standard	decimal	symbol	-1230.05	-JP¥1 230
af	JPY	standard	compact-short	symbol	0.0	JP¥0
af	JPY	standard	compact-short	symbol	1.2	JP¥1,2
af	JPY	standard	compact-short	symbol	0.00831765	JP¥0,0083
af	JPY	standard	compact-short	symbol	1234565.0	JP¥1,2 m
af	JPY	standard	compact-short	symbol	-1230.05	-JP¥1,2 k
af	JPY	accounting	decimal	symbol	0.0	JP¥0
af	JPY	accounting	decimal	symbol	1.2	JP¥1
af	JPY	accounting	decimal	symbol	0.00831765	JP¥0
af	JPY	accounting	decimal	symbol	1234565.0	JP¥1 234 565
af	JPY	accounting	decimal	symbol	-1230.05	(JP¥1 230)
af	JPY	accounting	compact-short	symbol	0.0	JP¥0
af	JPY	accounting	compact-short	symbol	1.2	JP¥1,2
