# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
ar	USD		standard	symbol	0.0	‏0.00 US$
ar	USD		standard	symbol	1.2	‏1.20 US$
ar	USD		standard	symbol	0.00831765	‏0.01 US$
ar	USD		standard	symbol	1234565.0	‏1,234,565.00 US$
ar	USD		standard	symbol	-1230.05	‏‎-1,230.05 US$
ar	USD		standard	symbolNarrow	0.0	‏0.00 US$
ar	USD		standard	symbolNarrow	1.2	‏1.20 US$
ar	USD		standard	symbolNarrow	0.00831765	‏0.01 US$
ar	USD		standard	symbolNarrow	1234565.0	‏1,234,565.00 US$
ar	USD		standard	symbolNarrow	-1230.05	‏‎-1,230.05 US$
ar	USD		standard	code	0.0	‏0.00 USD
ar	USD		standard	code	1.2	‏1.20 USD
ar	USD		standard	code	0.00831765	‏0.01 USD
ar	USD		standard	code	1234565.0	‏1,234,565.00 USD
ar	USD		standard	code	-1230.05	‏‎-1,230.05 USD
ar	USD		standard	name	0.0	0.00 دولار أمريكي
ar	USD		standard	name	1.2	1.20 دولار أمريكي
ar	USD		standard	name	0.00831765	0.01 دولار أمريكي
ar	USD		standard	name	1234565.0	1,234,565.00 دولار أمريكي
ar	USD		standard	name	-1230.05	‎-1,230.05 دولار أمريكي
ar	USD		standard	noCurrency	0.0	‏0.00 
ar	USD		standard	noCurrency	1.2	‏1.20 
ar	USD		standard	noCurrency	0.00831765	‏0.01 
ar	USD		standard	noCurrency	1234565.0	‏1,234,565.00 
ar	USD		standard	noCurrency	-1230.05	‏‎-1,230.05 
ar	USD		accounting	symbol	0.0	؜0.00 US$
ar	USD		accounting	symbol	1.2	؜1.20 US$
ar	USD		accounting	symbol	0.00831765	؜0.01 US$
ar	USD		accounting	symbol	1234565.0	؜1,234,565.00 US$
ar	USD		accounting	symbol	-1230.05	(؜1,230.05 US$)
ar	USD		accounting	symbolNarrow	0.0	؜0.00 US$
ar	USD		accounting	symbolNarrow	1.2	؜1.20 US$
ar	USD		accounting	symbolNarrow	0.00831765	؜0.01 US$
ar	USD		accounting	symbolNarrow	1234565.0	؜1,234,565.00 US$
ar	USD		accounting	symbolNarrow	-1230.05	(؜1,230.05 US$)
ar	USD		accounting	code	0.0	؜0.00 USD
ar	USD		accounting	code	1.2	؜1.20 USD
ar	USD		accounting	code	0.00831765	؜0.01 USD
ar	USD		accounting	code	1234565.0	؜1,234,565.00 USD
ar	USD		accounting	code	-1230.05	(؜1,230.05 USD)
ar	USD		accounting	noCurrency	0.0	؜0.00
