locale	currency	currency_format	value_format_length	currency_display	input	expected
af	USD	standard	decimal	name	0.0	0,00 VSA-dollar
af	USD	standard	decimal	name	1.2	1,20 VSA-dollar
af	USD	standard	decimal	name	0.00831765	0,01 VSA-dollar
af	USD	standard	decimal	name	1234565.0	1 234 565,00 VSA-dollar
af	USD	standard	decimal	name	-1230.05	-1 230,05 VSA-dollar
af	USD	standard	compact-short	name	0.0	0 VSA-dollar
af	USD	standard	compact-short	name	1.2	1,2 VSA-dollar
af	USD	standard	compact-short	name	0.00831765	0,0083 VSA-dollar
af	USD	standard	compact-short	name	1234565.0	1,2 m VSA-dollar
af	USD	standard	compact-short	name	-1230.05	-1,2 k VSA-dollar
af	USD	accounting	decimal	name	0.0	0,00 VSA-dollar
af	USD	accounting	decimal	name	1.2	1,20 VSA-dollar
af	USD	accounting	decimal	name	0.00831765	0,01 VSA-dollar
af	USD	accounting	decimal	name	1234565.0	1 234 565,00 VSA-dollar
af	USD	accounting	decimal	name	-1230.05	-1 230,05 VSA-dollar
af	USD	accounting	compact-short	name	0.0	0 VSA-dollar
af	USD	accounting	compact-short	name	1.2	1,2 VSA-dollar
af	USD	accounting	compact-short	name	0.00831765	0,0083 VSA-dollar
af	USD	accounting	compact-short	name	1234565.0	1,2 m VSA-dollar
af	USD	accounting	compact-short	name	-1230.05	-1,2 k VSA-dollar
af	EUR	standard	decimal	name	0.0	0,00 euro
af	EUR	standard	decimal	name	1.2	1,20 euro
af	EUR	standard	decimal	name	0.00831765	0,01 euro
af	EUR	standard	decimal	name	1234565.0	1 234 565,00 euro
af	EUR	standard	decimal	name	-1230.05	-1 230,05 euro
af	EUR	standard	compact-short	name	0.0	0 euro
af	EUR	standard	compact-short	name	1.2	1,2 euro
af	EUR	standard	compact-short	name	0.00831765	0,0083 euro
af	EUR	standard	compact-short	name	1234565.0	1,2 m euro
af	EUR	standard	compact-short	name	-1230.05	-1,2 k euro
af	EUR	accounting	decimal	name	0.0	0,00 euro
af	EUR	accounting	decimal	name	1.2	1,20 euro
