locale	currency	currency_format_type	number_format_length	currency_display	input	expected
af	USD	standard	short	name	0.0	0 VSA-dollar
af	USD	standard	short	name	1.2	1,2 VSA-dollar
af	USD	standard	short	name	0.00831765	0,0083 VSA-dollar
af	USD	standard	short	name	1234565.0	1,2 m VSA-dollar
af	USD	standard	short	name	-1230.05	-1,2 k VSA-dollar
af	EUR	standard	short	name	0.0	0 euro
af	EUR	standard	short	name	1.2	1,2 euro
af	EUR	standard	short	name	0.00831765	0,0083 euro
af	EUR	standard	short	name	1234565.0	1,2 m euro
af	EUR	standard	short	name	-1230.05	-1,2 k euro
af	JPY	standard	short	name	0.0	0 Japannese jen
af	JPY	standard	short	name	1.2	1,2 Japannese jen
af	JPY	standard	short	name	0.00831765	0,0083 Japannese jen
af	JPY	standard	short	name	1234565.0	1,2 m Japannese jen
af	JPY	standard	short	name	-1230.05	-1,2 k Japannese jen
af	RUB	standard	short	name	0.0	0 Russiese roebel
af	RUB	standard	short	name	1.2	1,2 Russiese roebel
af	RUB	standard	short	name	0.00831765	0,0083 Russiese roebel
af	RUB	standard	short	name	1234565.0	1,2 m Russiese roebel
af	RUB	standard	short	name	-1230.05	-1,2 k Russiese roebel
af	EGP	standard	short	name	0.0	0 Egiptiese pond
af	EGP	standard	short	name	1.2	1,2 Egiptiese pond
af	EGP	standard	short	name	0.00831765	0,0083 Egiptiese pond
af	EGP	standard	short	name	1234565.0	1,2 m Egiptiese pond
af	EGP	standard	short	name	-1230.05	-1,2 k Egiptiese pond
am	USD	standard	short	name	0.0	0 የአሜሪካን ዶላር
am	USD	standard	short	name	1.2	1.2 የአሜሪካን ዶላር
am	USD	standard	short	name	0.00831765	0.0083 የአሜሪካን ዶላር
am	USD	standard	short	name	1234565.0	1.2 ሚ የአሜሪካን ዶላር
am	USD	standard	short	name	-1230.05	-1.2 ሺ የአሜሪካን ዶላር
am	EUR	standard	short	name	0.0	0 ዩሮ
am	EUR	standard	short	name	1.2	1.2 ዩሮ
am	EUR	standard	short	name	0.00831765	0.0083 ዩሮ
am	EUR	standard	short	name	1234565.0	1.2 ሚ ዩሮ
am	EUR	standard	short	name	-1230.05	-1.2 ሺ ዩሮ
am	JPY	standard	short	name	0.0	0 የጃፓን የን
am	JPY	standard	short	name	1.2	1.2 የጃፓን የን
am	JPY	standard	short	name	0.00831765	0.0083 የጃፓን የን
am	JPY	standard	short	name	1234565.0	1.2 ሚ የጃፓን የን
am	JPY	standard	short	name	-1230.05	-1.2 ሺ የጃፓን የን
am	RUB	standard	short	name	0.0	0 የሩስያ ሩብል
am	RUB	standard	short	name	1.2	1.2 የሩስያ ሩብል
am	RUB	standard	short	name	0.00831765	0.0083 የሩስያ ሩብል
