# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
en	AED	standard	standard	narrowSymbol	1.2	AED 1.20
en	AED	standard	standard	narrowSymbol	-1230.05	-AED 1,230.05
en	AFN	standard	standard	narrowSymbol	1.2	؋1
en	AFN	standard	standard	narrowSymbol	-1230.05	-؋1,230
en	ALL	standard	standard	narrowSymbol	1.2	ALL 1
en	ALL	standard	standard	narrowSymbol	-1230.05	-ALL 1,230
en	AMD	standard	standard	narrowSymbol	1.2	֏1.20
en	AMD	standard	standard	narrowSymbol	-1230.05	-֏1,230.05
en	AOA	standard	standard	narrowSymbol	1.2	Kz 1.20
en	AOA	standard	standard	narrowSymbol	-1230.05	-Kz 1,230.05
en	ARS	standard	standard	narrowSymbol	1.2	$1.20
en	ARS	standard	standard	narrowSymbol	-1230.05	-$1,230.05
en	AUD	standard	standard	narrowSymbol	1.2	$1.20
en	AUD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
en	AWG	standard	standard	narrowSymbol	1.2	AWG 1.20
en	AWG	standard	standard	narrowSymbol	-1230.05	-AWG 1,230.05
en	AZN	standard	standard	narrowSymbol	1.2	₼1.20
en	AZN	standard	standard	narrowSymbol	-1230.05	-₼1,230.05
en	BAM	standard	standard	narrowSymbol	1.2	KM 1.20
en	BAM	standard	standard	narrowSymbol	-1230.05	-KM 1,230.05
en	BBD	standard	standard	narrowSymbol	1.2	$1.20
en	BBD	standard	standard	narrowSymbol	-1230.05	-$1,230.05
en	BDT	standard	standard	narrowSymbol	1.2	৳1.20
en	BDT	standard	standard	narrowSymbol	-1230.05	-৳1,230.05
en	BHD	standard	standard	narrowSymbol	1.2	BHD 1.200
en	BHD	standard	standard	narrowSymbol	-1230.05	-BHD 1,230.050
en	BIF	standard	standard	narrowSymbol	1.2	BIF 1
en	BIF	standard	standard	narrowSymbol	-1230.05	-BIF 1,230
en	BMD	standard	standard	narrowSymbol	1.2	$1.20
