# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
ar	AED	standard	accounting	code	0.0	؜0.00 AED
ar	AED	standard	accounting	code	1.2	؜1.20 AED
ar	AED	standard	accounting	code	0.00831765	؜0.01 AED
ar	AED	standard	accounting	code	1234565.0	؜1,234,565.00 AED
ar	AED	standard	accounting	code	-1230.05	(؜1,230.05 AED)
ar	AFN	standard	accounting	code	0.0	؜0 AFN
ar	AFN	standard	accounting	code	1.2	؜1 AFN
ar	AFN	standard	accounting	code	0.00831765	؜0 AFN
ar	AFN	standard	accounting	code	1234565.0	؜1,234,565 AFN
ar	AFN	standard	accounting	code	-1230.05	(؜1,230 AFN)
ar	ALL	standard	accounting	code	0.0	؜0 ALL
ar	ALL	standard	accounting	code	1.2	؜1 ALL
ar	ALL	standard	accounting	code	0.00831765	؜0 ALL
ar	ALL	standard	accounting	code	1234565.0	؜1,234,565 ALL
ar	ALL	standard	accounting	code	-1230.05	(؜1,230 ALL)
ar	AMD	standard	accounting	code	0.0	؜0.00 AMD
ar	AMD	standard	accounting	code	1.2	؜1.20 AMD
ar	AMD	standard	accounting	code	0.00831765	؜0.01 AMD
ar	AMD	standard	accounting	code	1234565.0	؜1,234,565.00 AMD
ar	AMD	standard	accounting	code	-1230.05	(؜1,230.05 AMD)
ar	AOA	standard	accounting	code	0.0	؜0.00 AOA
ar	AOA	standard	accounting	code	1.2	؜1.20 AOA
ar	AOA	standard	accounting	code	0.00831765	؜0.01 AOA
ar	AOA	standard	accounting	code	1234565.0	؜1,234,565.00 AOA
ar	AOA	standard	accounting	code	-1230.05	(؜1,230.05 AOA)
ar	ARS	standard	accounting	code	0.0	؜0.00 ARS
ar	ARS	standard	accounting	code	1.2	؜1.20 ARS
ar	ARS	standard	accounting	code	0.00831765	؜0.01 ARS
ar	ARS	standard	accounting	code	1234565.0	؜1,234,565.00 ARS
ar	ARS	standard	accounting	code	-1230.05	(؜1,230.05 ARS)
ar	AUD	standard	accounting	code	0.0	؜0.00 AUD
ar	AUD	standard	accounting	code	1.2	؜1.20 AUD
ar	AUD	standard	accounting	code	0.00831765	؜0.01 AUD
ar	AUD	standard	accounting	code	1234565.0	؜1,234,565.00 AUD
ar	AUD	standard	accounting	code	-1230.05	(؜1,230.05 AUD)
ar	AWG	standard	accounting	code	0.0	؜0.00 AWG
ar	AWG	standard	accounting	code	1.2	؜1.20 AWG
ar	AWG	standard	accounting	code	0.00831765	؜0.01 AWG
ar	AWG	standard	accounting	code	1234565.0	؜1,234,565.00 AWG
ar	AWG	standard	accounting	code	-1230.05	(؜1,230.05 AWG)
