# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
en	AED	standard	standard	noCurrency	1.2	1.20
en	AED	standard	standard	noCurrency	-1230.05	-1,230.05
en	AFN	standard	standard	noCurrency	1.2	1
en	AFN	standard	standard	noCurrency	-1230.05	-1,230
en	ALL	standard	standard	noCurrency	1.2	1
en	ALL	standard	standard	noCurrency	-1230.05	-1,230
en	AMD	standard	standard	noCurrency	1.2	1.20
en	AMD	standard	standard	noCurrency	-1230.05	-1,230.05
en	AOA	standard	standard	noCurrency	1.2	1.20
en	AOA	standard	standard	noCurrency	-1230.05	-1,230.05
en	ARS	standard	standard	noCurrency	1.2	1.20
en	ARS	standard	standard	noCurrency	-1230.05	-1,230.05
en	AUD	standard	standard	noCurrency	1.2	1.20
en	AUD	standard	standard	noCurrency	-1230.05	-1,230.05
en	AWG	standard	standard	noCurrency	1.2	1.20
en	AWG	standard	standard	noCurrency	-1230.05	-1,230.05
en	AZN	standard	standard	noCurrency	1.2	1.20
en	AZN	standard	standard	noCurrency	-1230.05	-1,230.05
en	BAM	standard	standard	noCurrency	1.2	1.20
en	BAM	standard	standard	noCurrency	-1230.05	-1,230.05
en	BBD	standard	standard	noCurrency	1.2	1.20
en	BBD	standard	standard	noCurrency	-1230.05	-1,230.05
en	BDT	standard	standard	noCurrency	1.2	1.20
en	BDT	standard	standard	noCurrency	-1230.05	-1,230.05
en	BHD	standard	standard	noCurrency	1.2	1.200
en	BHD	standard	standard	noCurrency	-1230.05	-1,230.050
en	BIF	standard	standard	noCurrency	1.2	1
en	BIF	standard	standard	noCurrency	-1230.05	-1,230
en	BMD	standard	standard	noCurrency	1.2	1.20
en	BMD	standard	standard	noCurrency	-1230.05	-1,230.05
en	BND	standard	standard	noCurrency	1.2	1.20
en	BND	standard	standard	noCurrency	-1230.05	-1,230.05
en	BOB	standard	standard	noCurrency	1.2	1.20
en	BOB	standard	standard	noCurrency	-1230.05	-1,230.05
en	BRL	standard	standard	noCurrency	1.2	1.20
en	BRL	standard	standard	noCurrency	-1230.05	-1,230.05
en	BSD	standard	standard	noCurrency	1.2	1.20
en	BSD	standard	standard	noCurrency	-1230.05	-1,230.05
en	BTN	standard	standard	noCurrency	1.2	1.20
en	BTN	standard	standard	noCurrency	-1230.05	-1,230.05
en	BWP	standard	standard	noCurrency	1.2	1.20
en	BWP	standard	standard	noCurrency	-1230.05	-1,230.05
en	BYN	standard	standard	noCurrency	1.2	1.20
en	BYN	standard	standard	noCurrency	-1230.05	-1,230.05
en	BZD	standard	standard	noCurrency	1.2	1.20
