locale	currency	currency_format_type	number_format_length	currency_display	input	expected
af	USD	accounting	long	symbol	0.0	USD 0
af	USD	accounting	long	symbol	1.2	USD 1,2
af	USD	accounting	long	symbol	0.00831765	USD 0,0083
af	USD	accounting	long	symbol	1234565.0	USD 1,2 m
af	USD	accounting	long	symbol	-1230.05	-USD 1,2 k
af	EUR	accounting	long	symbol	0.0	€0
af	EUR	accounting	long	symbol	1.2	€1,2
af	EUR	accounting	long	symbol	0.00831765	€0,0083
af	EUR	accounting	long	symbol	1234565.0	€1,2 m
af	EUR	accounting	long	symbol	-1230.05	-€1,2 k
af	JPY	accounting	long	symbol	0.0	JP¥0
af	JPY	accounting	long	symbol	1.2	JP¥1,2
af	JPY	accounting	long	symbol	0.00831765	JP¥0,0083
af	JPY	accounting	long	symbol	1234565.0	JP¥1,2 m
af	JPY	accounting	long	symbol	-1230.05	-JP¥1,2 k
af	RUB	accounting	long	symbol	0.0	RUB 0
af	RUB	accounting	long	symbol	1.2	RUB 1,2
af	RUB	accounting	long	symbol	0.00831765	RUB 0,0083
af	RUB	accounting	long	symbol	1234565.0	RUB 1,2 m
af	RUB	accounting	long	symbol	-1230.05	-RUB 1,2 k
af	EGP	accounting	long	symbol	0.0	EGP 0
af	EGP	accounting	long	symbol	1.2	EGP 1,2
af	EGP	accounting	long	symbol	0.00831765	EGP 0,0083
af	EGP	accounting	long	symbol	1234565.0	EGP 1,2 m
af	EGP	accounting	long	symbol	-1230.05	-EGP 1,2 k
am	USD	accounting	long	symbol	0.0	US$0
am	USD	accounting	long	symbol	1.2	US$1.2
am	USD	accounting	long	symbol	0.00831765	US$0.0083
am	USD	accounting	long	symbol	1234565.0	US$1.2 ሚ
am	USD	accounting	long	symbol	-1230.05	-US$1.2 ሺ
am	EUR	accounting	long	symbol	0.0	€0
am	EUR	accounting	long	symbol	1.2	€1.2
am	EUR	accounting	long	symbol	0.00831765	€0.0083
am	EUR	accounting	long	symbol	1234565.0	€1.2 ሚ
am	EUR	accounting	long	symbol	-1230.05	-€1.2 ሺ
am	JPY	accounting	long	symbol	0.0	JP¥0
am	JPY	accounting	long	symbol	1.2	JP¥1.2
am	JPY	accounting	long	symbol	0.00831765	JP¥0.0083
am	JPY	accounting	long	symbol	1234565.0	JP¥1.2 ሚ
am	JPY	accounting	long	symbol	-1230.05	-JP¥1.2 ሺ
am	RUB	accounting	long	symbol	0.0	RUB 0
am	RUB	accounting	long	symbol	1.2	RUB 1.2
am	RUB	accounting	long	symbol	0.00831765	RUB 0.0083
am	RUB	accounting	long	symbol	1234565.0	RUB 1.2 ሚ
am	RUB	accounting	long	symbol	-1230.05	-RUB 1.2 ሺ
am	EGP	accounting	long	symbol	0.0	EGP 0
am	EGP	accounting	long	symbol	1.2	EGP 1.2
am	EGP	accounting	long	symbol	0.00831765	EGP 0.0083
am	EGP	accounting	long	symbol	1234565.0	EGP 1.2 ሚ
am	EGP	accounting	long	symbol	-1230.05	-EGP 1.2 ሺ
as	USD	accounting	long	symbol	0.0	US$০
as	USD	accounting	long	symbol	1.2	US$১.২
as	USD	accounting	long	symbol	0.00831765	US$০.০০৮৩
as	USD	accounting	long	symbol	1234565.0	US$ ১.২ নিযুত
as	USD	accounting	long	symbol	-1230.05	-US$ ১.২ হাজাৰ
as	EUR	accounting	long	symbol	0.0	€০
as	EUR	accounting	long	symbol	1.2	€১.২
as	EUR	accounting	long	symbol	0.00831765	€০.০০৮৩
as	EUR	accounting	long	symbol	1234565.0	€ ১.২ নিযুত
as	EUR	accounting	long	symbol	-1230.05	-€ ১.২ হাজাৰ
as	JPY	accounting	long	symbol	0.0	JP¥০
as	JPY	accounting	long	symbol	1.2	JP¥১.২
as	JPY	accounting	long	symbol	0.00831765	JP¥০.০০৮৩
as	JPY	accounting	long	symbol	1234565.0	JP¥ ১.২ নিযুত
