locale	currency	currency_format_type	number_format_length	currency_display	input	expected
ar	AED	accounting	long	name	0.0	0 درهم إماراتي
ar	AED	accounting	long	name	1.2	1.2 درهم إماراتي
ar	AED	accounting	long	name	0.00831765	0.0083 درهم إماراتي
ar	AED	accounting	long	name	1234565.0	1.2 مليون درهم إماراتي
ar	AED	accounting	long	name	-1230.05	‎-1.2 ألف درهم إماراتي
ar	AFN	accounting	long	name	0.0	0 أفغاني أفغانستاني
ar	AFN	accounting	long	name	1.2	1.2 أفغاني أفغانستاني
ar	AFN	accounting	long	name	0.00831765	0.0083 أفغاني أفغانستاني
ar	AFN	accounting	long	name	1234565.0	1.2 مليون أفغاني أفغانستاني
ar	AFN	accounting	long	name	-1230.05	‎-1.2 ألف أفغاني أفغانستاني
ar	ALL	accounting	long	name	0.0	0 ليك ألباني
ar	ALL	accounting	long	name	1.2	1.2 ليك ألباني
ar	ALL	accounting	long	name	0.00831765	0.0083 ليك ألباني
ar	ALL	accounting	long	name	1234565.0	1.2 مليون ليك ألباني
ar	ALL	accounting	long	name	-1230.05	‎-1.2 ألف ليك ألباني
ar	AMD	accounting	long	name	0.0	0 درام أرميني
ar	AMD	accounting	long	name	1.2	1.2 درام أرميني
ar	AMD	accounting	long	name	0.00831765	0.0083 درام أرميني
ar	AMD	accounting	long	name	1234565.0	1.2 مليون درام أرميني
ar	AMD	accounting	long	name	-1230.05	‎-1.2 ألف درام أرميني
ar	AOA	accounting	long	name	0.0	0 كوانزا أنغولي
ar	AOA	accounting	long	name	1.2	1.2 كوانزا أنغولي
ar	AOA	accounting	long	name	0.00831765	0.0083 كوانزا أنغولي
ar	AOA	accounting	long	name	1234565.0	1.2 مليون كوانزا أنغولي
ar	AOA	accounting	long	name	-1230.05	‎-1.2 ألف كوانزا أنغولي
ar	ARS	accounting	long	name	0.0	0 بيزو أرجنتيني
ar	ARS	accounting	long	name	1.2	1.2 بيزو أرجنتيني
ar	ARS	accounting	long	name	0.00831765	0.0083 بيزو أرجنتيني
ar	ARS	accounting	long	name	1234565.0	1.2 مليون بيزو أرجنتيني
ar	ARS	accounting	long	name	-1230.05	‎-1.2 ألف بيزو أرجنتيني
ar	AUD	accounting	long	name	0.0	0 دولار أسترالي
ar	AUD	accounting	long	name	1.2	1.2 دولار أسترالي
ar	AUD	accounting	long	name	0.00831765	0.0083 دولار أسترالي
ar	AUD	accounting	long	name	1234565.0	1.2 مليون دولار أسترالي
ar	AUD	accounting	long	name	-1230.05	‎-1.2 ألف دولار أسترالي
ar	AWG	accounting	long	name	0.0	0 فلورن أروبي
ar	AWG	accounting	long	name	1.2	1.2 فلورن أروبي
ar	AWG	accounting	long	name	0.00831765	0.0083 فلورن أروبي
ar	AWG	accounting	long	name	1234565.0	1.2 مليون فلورن أروبي
ar	AWG	accounting	long	name	-1230.05	‎-1.2 ألف فلورن أروبي
ar	AZN	accounting	long	name	0.0	0 مانت أذربيجاني
ar	AZN	accounting	long	name	1.2	1.2 مانت أذربيجاني
ar	AZN	accounting	long	name	0.00831765	0.0083 مانت أذربيجاني
ar	AZN	accounting	long	name	1234565.0	1.2 مليون مانت أذربيجاني
ar	AZN	accounting	long	name	-1230.05	‎-1.2 ألف مانت أذربيجاني
ar	BAM	accounting	long	name	0.0	0 مارك البوسنة والهرسك قابل للتحويل
ar	BAM	accounting	long	name	1.2	1.2 مارك البوسنة والهرسك قابل للتحويل
ar	BAM	accounting	long	name	0.00831765	0.0083 مارك البوسنة والهرسك قابل للتحويل
ar	BAM	accounting	long	name	1234565.0	1.2 مليون مارك البوسنة والهرسك قابل للتحويل
ar	BAM	accounting	long	name	-1230.05	‎-1.2 ألف مارك البوسنة والهرسك قابل للتحويل
ar	BBD	accounting	long	name	0.0	0 دولار بربادوسي
ar	BBD	accounting	long	name	1.2	1.2 دولار بربادوسي
ar	BBD	accounting	long	name	0.00831765	0.0083 دولار بربادوسي
ar	BBD	accounting	long	name	1234565.0	1.2 مليون دولار بربادوسي
ar	BBD	accounting	long	name	-1230.05	‎-1.2 ألف دولار بربادوسي
ar	BDT	accounting	long	name	0.0	0 تاكا بنغلاديشي
ar	BDT	accounting	long	name	1.2	1.2 تاكا بنغلاديشي
ar	BDT	accounting	long	name	0.00831765	0.0083 تاكا بنغلاديشي
ar	BDT	accounting	long	name	1234565.0	1.2 مليون تاكا بنغلاديشي
ar	BDT	accounting	long	name	-1230.05	‎-1.2 ألف تاكا بنغلاديشي
ar	BHD	accounting	long	name	0.0	0 دينار بحريني
ar	BHD	accounting	long	name	1.2	1.2 دينار بحريني
ar	BHD	accounting	long	name	0.00831765	0.0083 دينار بحريني
ar	BHD	accounting	long	name	1234565.0	1.2 مليون دينار بحريني
ar	BHD	accounting	long	name	-1230.05	‎-1.2 ألف دينار بحريني
ar	BIF	accounting	long	name	0.0	0 فرنك بروندي
ar	BIF	accounting	long	name	1.2	1.2 فرنك بروندي
ar	BIF	accounting	long	name	0.00831765	0.0083 فرنك بروندي
ar	BIF	accounting	long	name	1234565.0	1.2 مليون فرنك بروندي
ar	BIF	accounting	long	name	-1230.05	‎-1.2 ألف فرنك بروندي
ar	BMD	accounting	long	name	0.0	0 دولار برمودي
ar	BMD	accounting	long	name	1.2	1.2 دولار برمودي
ar	BMD	accounting	long	name	0.00831765	0.0083 دولار برمودي
ar	BMD	accounting	long	name	1234565.0	1.2 مليون دولار برمودي
ar	BMD	accounting	long	name	-1230.05	‎-1.2 ألف دولار برمودي
ar	BND	accounting	long	name	0.0	0 دولار بروناي
ar	BND	accounting	long	name	1.2	1.2 دولار بروناي
ar	BND	accounting	long	name	0.00831765	0.0083 دولار بروناي
ar	BND	accounting	long	name	1234565.0	1.2 مليون دولار بروناي
ar	BND	accounting	long	name	-1230.05	‎-1.2 ألف دولار بروناي
ar	BOB	accounting	long	name	0.0	0 بوليفيانو بوليفي
ar	BOB	accounting	long	name	1.2	1.2 بوليفيانو بوليفي
ar	BOB	accounting	long	name	0.00831765	0.0083 بوليفيانو بوليفي
ar	BOB	accounting	long	name	1234565.0	1.2 مليون بوليفيانو بوليفي
ar	BOB	accounting	long	name	-1230.05	‎-1.2 ألف بوليفيانو بوليفي
ar	BRL	accounting	long	name	0.0	0 ريال برازيلي
ar	BRL	accounting	long	name	1.2	1.2 ريال برازيلي
ar	BRL	accounting	long	name	0.00831765	0.0083 ريال برازيلي
ar	BRL	accounting	long	name	1234565.0	1.2 مليون ريال برازيلي
ar	BRL	accounting	long	name	-1230.05	‎-1.2 ألف ريال برازيلي
ar	BSD	accounting	long	name	0.0	0 دولار باهامي
ar	BSD	accounting	long	name	1.2	1.2 دولار باهامي
ar	BSD	accounting	long	name	0.00831765	0.0083 دولار باهامي
ar	BSD	accounting	long	name	1234565.0	1.2 مليون دولار باهامي
ar	BSD	accounting	long	name	-1230.05	‎-1.2 ألف دولار باهامي
ar	BTN	accounting	long	name	0.0	0 نولتوم بوتاني
ar	BTN	accounting	long	name	1.2	1.2 نولتوم بوتاني
ar	BTN	accounting	long	name	0.00831765	0.0083 نولتوم بوتاني
ar	BTN	accounting	long	name	1234565.0	1.2 مليون نولتوم بوتاني
ar	BTN	accounting	long	name	-1230.05	‎-1.2 ألف نولتوم بوتاني
ar	BWP	accounting	long	name	0.0	0 بولا بتسواني
ar	BWP	accounting	long	name	1.2	1.2 بولا بتسواني
ar	BWP	accounting	long	name	0.00831765	0.0083 بولا بتسواني
ar	BWP	accounting	long	name	1234565.0	1.2 مليون بولا بتسواني
ar	BWP	accounting	long	name	-1230.05	‎-1.2 ألف بولا بتسواني
ar	BYN	accounting	long	name	0.0	0 روبل بيلاروسي
ar	BYN	accounting	long	name	1.2	1.2 روبل بيلاروسي
ar	BYN	accounting	long	name	0.00831765	0.0083 روبل بيلاروسي
ar	BYN	accounting	long	name	1234565.0	1.2 مليون روبل بيلاروسي
ar	BYN	accounting	long	name	-1230.05	‎-1.2 ألف روبل بيلاروسي
ar	BZD	accounting	long	name	0.0	0 دولار بليزي
ar	BZD	accounting	long	name	1.2	1.2 دولار بليزي
ar	BZD	accounting	long	name	0.00831765	0.0083 دولار بليزي
ar	BZD	accounting	long	name	1234565.0	1.2 مليون دولار بليزي
ar	BZD	accounting	long	name	-1230.05	‎-1.2 ألف دولار بليزي
ar	CAD	accounting	long	name	0.0	0 دولار كندي
ar	CAD	accounting	long	name	1.2	1.2 دولار كندي
ar	CAD	accounting	long	name	0.00831765	0.0083 دولار كندي
ar	CAD	accounting	long	name	1234565.0	1.2 مليون دولار كندي
ar	CAD	accounting	long	name	-1230.05	‎-1.2 ألف دولار كندي
ar	CDF	accounting	long	name	0.0	0 فرنك كونغولي
ar	CDF	accounting	long	name	1.2	1.2 فرنك كونغولي
ar	CDF	accounting	long	name	0.00831765	0.0083 فرنك كونغولي
ar	CDF	accounting	long	name	1234565.0	1.2 مليون فرنك كونغولي
ar	CDF	accounting	long	name	-1230.05	‎-1.2 ألف فرنك كونغولي
ar	CHF	accounting	long	name	0.0	0 فرنك سويسري
ar	CHF	accounting	long	name	1.2	1.2 فرنك سويسري
ar	CHF	accounting	long	name	0.00831765	0.0083 فرنك سويسري
ar	CHF	accounting	long	name	1234565.0	1.2 مليون فرنك سويسري
ar	CHF	accounting	long	name	-1230.05	‎-1.2 ألف فرنك سويسري
ar	CLP	accounting	long	name	0.0	0 بيزو تشيلي
ar	CLP	accounting	long	name	1.2	1.2 بيزو تشيلي
ar	CLP	accounting	long	name	0.00831765	0.0083 بيزو تشيلي
ar	CLP	accounting	long	name	1234565.0	1.2 مليون بيزو تشيلي
ar	CLP	accounting	long	name	-1230.05	‎-1.2 ألف بيزو تشيلي
ar	CNY	accounting	long	name	0.0	0 يوان صيني
ar	CNY	accounting	long	name	1.2	1.2 يوان صيني
ar	CNY	accounting	long	name	0.00831765	0.0083 يوان صيني
ar	CNY	accounting	long	name	1234565.0	1.2 مليون يوان صيني
ar	CNY	accounting	long	name	-1230.05	‎-1.2 ألف يوان صيني
ar	COP	accounting	long	name	0.0	0 بيزو كولومبي
ar	COP	accounting	long	name	1.2	1.2 بيزو كولومبي
