# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
en	AED	short	standard	noCurrency	1.2	1.2
en	AED	short	standard	noCurrency	-1230.05	-1.2K
en	AFN	short	standard	noCurrency	1.2	1.2
en	AFN	short	standard	noCurrency	-1230.05	-1.2K
en	ALL	short	standard	noCurrency	1.2	1.2
en	ALL	short	standard	noCurrency	-1230.05	-1.2K
en	AMD	short	standard	noCurrency	1.2	1.2
en	AMD	short	standard	noCurrency	-1230.05	-1.2K
en	AOA	short	standard	noCurrency	1.2	1.2
en	AOA	short	standard	noCurrency	-1230.05	-1.2K
en	ARS	short	standard	noCurrency	1.2	1.2
en	ARS	short	standard	noCurrency	-1230.05	-1.2K
en	AUD	short	standard	noCurrency	1.2	1.2
en	AUD	short	standard	noCurrency	-1230.05	-1.2K
en	AWG	short	standard	noCurrency	1.2	1.2
en	AWG	short	standard	noCurrency	-1230.05	-1.2K
en	AZN	short	standard	noCurrency	1.2	1.2
en	AZN	short	standard	noCurrency	-1230.05	-1.2K
en	BAM	short	standard	noCurrency	1.2	1.2
en	BAM	short	standard	noCurrency	-1230.05	-1.2K
en	BBD	short	standard	noCurrency	1.2	1.2
en	BBD	short	standard	noCurrency	-1230.05	-1.2K
en	BDT	short	standard	noCurrency	1.2	1.2
en	BDT	short	standard	noCurrency	-1230.05	-1.2K
en	BHD	short	standard	noCurrency	1.2	1.2
en	BHD	short	standard	noCurrency	-1230.05	-1.2K
en	BIF	short	standard	noCurrency	1.2	1.2
en	BIF	short	standard	noCurrency	-1230.05	-1.2K
en	BMD	short	standard	noCurrency	1.2	1.2
en	BMD	short	standard	noCurrency	-1230.05	-1.2K
en	BND	short	standard	noCurrency	1.2	1.2
en	BND	short	standard	noCurrency	-1230.05	-1.2K
en	BOB	short	standard	noCurrency	1.2	1.2
en	BOB	short	standard	noCurrency	-1230.05	-1.2K
en	BRL	short	standard	noCurrency	1.2	1.2
en	BRL	short	standard	noCurrency	-1230.05	-1.2K
en	BSD	short	standard	noCurrency	1.2	1.2
en	BSD	short	standard	noCurrency	-1230.05	-1.2K
en	BTN	short	standard	noCurrency	1.2	1.2
en	BTN	short	standard	noCurrency	-1230.05	-1.2K
en	BWP	short	standard	noCurrency	1.2	1.2
en	BWP	short	standard	noCurrency	-1230.05	-1.2K
en	BYN	short	standard	noCurrency	1.2	1.2
en	BYN	short	standard	noCurrency	-1230.05	-1.2K
en	BZD	short	standard	noCurrency	1.2	1.2
en	BZD	short	standard	noCurrency	-1230.05	-1.2K
en	CAD	short	standard	noCurrency	1.2	1.2
en	CAD	short	standard	noCurrency	-1230.05	-1.2K
en	CDF	short	standard	noCurrency	1.2	1.2
en	CDF	short	standard	noCurrency	-1230.05	-1.2K
en	CHF	short	standard	noCurrency	1.2	1.2
en	CHF	short	standard	noCurrency	-1230.05	-1.2K
en	CLP	short	standard	noCurrency	1.2	1.2
en	CLP	short	standard	noCurrency	-1230.05	-1.2K
en	CNY	short	standard	noCurrency	1.2	1.2
en	CNY	short	standard	noCurrency	-1230.05	-1.2K
en	COP	short	standard	noCurrency	1.2	1.2
en	COP	short	standard	noCurrency	-1230.05	-1.2K
en	CRC	short	standard	noCurrency	1.2	1.2
en	CRC	short	standard	noCurrency	-1230.05	-1.2K
en	CUP	short	standard	noCurrency	1.2	1.2
en	CUP	short	standard	noCurrency	-1230.05	-1.2K
en	CVE	short	standard	noCurrency	1.2	1.2
en	CVE	short	standard	noCurrency	-1230.05	-1.2K
en	CZK	short	standard	noCurrency	1.2	1.2
en	CZK	short	standard	noCurrency	-1230.05	-1.2K
en	DJF	short	standard	noCurrency	1.2	1.2
en	DJF	short	standard	noCurrency	-1230.05	-1.2K
en	DKK	short	standard	noCurrency	1.2	1.2
en	DKK	short	standard	noCurrency	-1230.05	-1.2K
en	DOP	short	standard	noCurrency	1.2	1.2
en	DOP	short	standard	noCurrency	-1230.05	-1.2K
en	DZD	short	standard	noCurrency	1.2	1.2
en	DZD	short	standard	noCurrency	-1230.05	-1.2K
en	ERN	short	standard	noCurrency	1.2	1.2
en	ERN	short	standard	noCurrency	-1230.05	-1.2K
en	ETB	short	standard	noCurrency	1.2	1.2
en	ETB	short	standard	noCurrency	-1230.05	-1.2K
en	FJD	short	standard	noCurrency	1.2	1.2
en	FJD	short	standard	noCurrency	-1230.05	-1.2K
en	FKP	short	standard	noCurrency	1.2	1.2
en	FKP	short	standard	noCurrency	-1230.05	-1.2K
en	GBP	short	standard	noCurrency	1.2	1.2
en	GBP	short	standard	noCurrency	-1230.05	-1.2K
en	GEL	short	standard	noCurrency	1.2	1.2
en	GEL	short	standard	noCurrency	-1230.05	-1.2K
en	GHS	short	standard	noCurrency	1.2	1.2
en	GHS	short	standard	noCurrency	-1230.05	-1.2K
en	GIP	short	standard	noCurrency	1.2	1.2
en	GIP	short	standard	noCurrency	-1230.05	-1.2K
en	GMD	short	standard	noCurrency	1.2	1.2
en	GMD	short	standard	noCurrency	-1230.05	-1.2K
en	GNF	short	standard	noCurrency	1.2	1.2
en	GNF	short	standard	noCurrency	-1230.05	-1.2K
en	GTQ	short	standard	noCurrency	1.2	1.2
en	GTQ	short	standard	noCurrency	-1230.05	-1.2K
en	GYD	short	standard	noCurrency	1.2	1.2
en	GYD	short	standard	noCurrency	-1230.05	-1.2K
en	HKD	short	standard	noCurrency	1.2	1.2
en	HKD	short	standard	noCurrency	-1230.05	-1.2K
en	HNL	short	standard	noCurrency	1.2	1.2
en	HNL	short	standard	noCurrency	-1230.05	-1.2K
en	HTG	short	standard	noCurrency	1.2	1.2
en	HTG	short	standard	noCurrency	-1230.05	-1.2K
en	HUF	short	standard	noCurrency	1.2	1.2
en	HUF	short	standard	noCurrency	-1230.05	-1.2K
en	IDR	short	standard	noCurrency	1.2	1.2
en	IDR	short	standard	noCurrency	-1230.05	-1.2K
en	ILS	short	standard	noCurrency	1.2	1.2
en	ILS	short	standard	noCurrency	-1230.05	-1.2K
en	INR	short	standard	noCurrency	1.2	1.2
en	INR	short	standard	noCurrency	-1230.05	-1.2K
en	IQD	short	standard	noCurrency	1.2	1.2
en	IQD	short	standard	noCurrency	-1230.05	-1.2K
en	IRR	short	standard	noCurrency	1.2	1.2
en	IRR	short	standard	noCurrency	-1230.05	-1.2K
en	ISK	short	standard	noCurrency	1.2	1.2
en	ISK	short	standard	noCurrency	-1230.05	-1.2K
en	JMD	short	standard	noCurrency	1.2	1.2
en	JMD	short	standard	noCurrency	-1230.05	-1.2K
en	JOD	short	standard	noCurrency	1.2	1.2
en	JOD	short	standard	noCurrency	-1230.05	-1.2K
en	KES	short	standard	noCurrency	1.2	1.2
en	KES	short	standard	noCurrency	-1230.05	-1.2K
en	KGS	short	standard	noCurrency	1.2	1.2
en	KGS	short	standard	noCurrency	-1230.05	-1.2K
en	KHR	short	standard	noCurrency	1.2	1.2
en	KHR	short	standard	noCurrency	-1230.05	-1.2K
en	KMF	short	standard	noCurrency	1.2	1.2
en	KMF	short	standard	noCurrency	-1230.05	-1.2K
en	KPW	short	standard	noCurrency	1.2	1.2
en	KPW	short	standard	noCurrency	-1230.05	-1.2K
en	KRW	short	standard	noCurrency	1.2	1.2
en	KRW	short	standard	noCurrency	-1230.05	-1.2K
en	KWD	short	standard	noCurrency	1.2	1.2
en	KWD	short	standard	noCurrency	-1230.05	-1.2K
en	KYD	short	standard	noCurrency	1.2	1.2
en	KYD	short	standard	noCurrency	-1230.05	-1.2K
en	KZT	short	standard	noCurrency	1.2	1.2
en	KZT	short	standard	noCurrency	-1230.05	-1.2K
