# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
af	USD	short	standard	symbol	1.2	USD 1,2
af	USD	short	standard	symbol	-1230.05	-USD 1,2 k
af	JPY	short	standard	symbol	1.2	JP¥1,2
af	JPY	short	standard	symbol	-1230.05	-JP¥1,2 k
am	USD	short	standard	symbol	1.2	US$1.2
am	USD	short	standard	symbol	-1230.05	-US$1.2 ሺ
am	JPY	short	standard	symbol	1.2	JP¥1.2
am	JPY	short	standard	symbol	-1230.05	-JP¥1.2 ሺ
as	USD	short	standard	symbol	1.2	US$ ১.২
as	USD	short	standard	symbol	-1230.05	-US$ ১.২ হাজাৰ
as	JPY	short	standard	symbol	1.2	JP¥ ১.২
as	JPY	short	standard	symbol	-1230.05	-JP¥ ১.২ হাজাৰ
az	USD	short	standard	symbol	1.2	1,2 US$
az	USD	short	standard	symbol	-1230.05	-1,2K US$
az	JPY	short	standard	symbol	1.2	1,2 JP¥
az	JPY	short	standard	symbol	-1230.05	-1,2K JP¥
be	USD	short	standard	symbol	1.2	1,2 $
be	USD	short	standard	symbol	-1230.05	-1,2 тыс. $
be	JPY	short	standard	symbol	1.2	1,2 ¥
be	JPY	short	standard	symbol	-1230.05	-1,2 тыс. ¥
bg	USD	short	standard	symbol	1.2	1,2 щ.д.
bg	USD	short	standard	symbol	-1230.05	-1,2 хил. щ.д.
bg	JPY	short	standard	symbol	1.2	1,2 JPY
bg	JPY	short	standard	symbol	-1230.05	-1,2 хил. JPY
bs	USD	short	standard	symbol	1.2	1,2 USD
bs	USD	short	standard	symbol	-1230.05	-1,2 hilj. USD
bs	JPY	short	standard	symbol	1.2	1,2 ¥
bs	JPY	short	standard	symbol	-1230.05	-1,2 hilj. ¥
ca	USD	short	standard	symbol	1.2	1,2 USD
ca	USD	short	standard	symbol	-1230.05	-1,2 k USD
ca	JPY	short	standard	symbol	1.2	1,2 ¥
ca	JPY	short	standard	symbol	-1230.05	-1,2 k ¥
cs	USD	short	standard	symbol	1.2	1,2 US$
cs	USD	short	standard	symbol	-1230.05	-1,2 tis. US$
cs	JPY	short	standard	symbol	1.2	1,2 JP¥
cs	JPY	short	standard	symbol	-1230.05	-1,2 tis. JP¥
cy	USD	short	standard	symbol	1.2	US$1.2
cy	USD	short	standard	symbol	-1230.05	-US$1.2K
cy	JPY	short	standard	symbol	1.2	JP¥1.2
cy	JPY	short	standard	symbol	-1230.05	-JP¥1.2K
da	USD	short	standard	symbol	1.2	1,2 US$
da	USD	short	standard	symbol	-1230.05	-1,2 t US$
da	JPY	short	standard	symbol	1.2	1,2 JP¥
da	JPY	short	standard	symbol	-1230.05	-1,2 t JP¥
el	USD	short	standard	symbol	1.2	1,2 $
el	USD	short	standard	symbol	-1230.05	-1,2 χιλ. $
el	JPY	short	standard	symbol	1.2	1,2 JP¥
el	JPY	short	standard	symbol	-1230.05	-1,2 χιλ. JP¥
en_AU	USD	short	standard	symbol	1.2	USD 1.2
en_AU	USD	short	standard	symbol	-1230.05	-USD 1.2K
en_AU	JPY	short	standard	symbol	1.2	JPY 1.2
en_AU	JPY	short	standard	symbol	-1230.05	-JPY 1.2K
en_CA	USD	short	standard	symbol	1.2	US$1.2
en_CA	USD	short	standard	symbol	-1230.05	-US$1.2K
en_CA	JPY	short	standard	symbol	1.2	JP¥1.2
en_CA	JPY	short	standard	symbol	-1230.05	-JP¥1.2K
en_GB	USD	short	standard	symbol	1.2	US$1.2
en_GB	USD	short	standard	symbol	-1230.05	-US$1.2k
en_GB	JPY	short	standard	symbol	1.2	JP¥1.2
en_GB	JPY	short	standard	symbol	-1230.05	-JP¥1.2k
en_IN	USD	short	standard	symbol	1.2	$1.2
en_IN	USD	short	standard	symbol	-1230.05	-$1.2K
en_IN	JPY	short	standard	symbol	1.2	JP¥1.2
en_IN	JPY	short	standard	symbol	-1230.05	-JP¥1.2K
es	USD	short	standard	symbol	1.2	1,2 US$
es	USD	short	standard	symbol	-1230.05	-1,2 mil US$
es	JPY	short	standard	symbol	1.2	1,2 JPY
es	JPY	short	standard	symbol	-1230.05	-1,2 mil JPY
es_419	USD	short	standard	symbol	1.2	USD 1.2
es_419	USD	short	standard	symbol	-1230.05	-USD 1.2 K
