locale	currency	currency_format_type	number_format_length	currency_display	input	expected
af	USD	standard	long	narrowSymbol	0.0	$0
af	USD	standard	long	narrowSymbol	1.2	$1,2
af	USD	standard	long	narrowSymbol	0.00831765	$0,0083
af	USD	standard	long	narrowSymbol	1234565.0	$1,2 m
af	USD	standard	long	narrowSymbol	-1230.05	-$1,2 k
af	EUR	standard	long	narrowSymbol	0.0	€0
af	EUR	standard	long	narrowSymbol	1.2	€1,2
af	EUR	standard	long	narrowSymbol	0.00831765	€0,0083
af	EUR	standard	long	narrowSymbol	1234565.0	€1,2 m
af	EUR	standard	long	narrowSymbol	-1230.05	-€1,2 k
af	JPY	standard	long	narrowSymbol	0.0	¥0
af	JPY	standard	long	narrowSymbol	1.2	¥1,2
af	JPY	standard	long	narrowSymbol	0.00831765	¥0,0083
af	JPY	standard	long	narrowSymbol	1234565.0	¥1,2 m
af	JPY	standard	long	narrowSymbol	-1230.05	-¥1,2 k
af	RUB	standard	long	narrowSymbol	0.0	₽0
af	RUB	standard	long	narrowSymbol	1.2	₽1,2
af	RUB	standard	long	narrowSymbol	0.00831765	₽0,0083
af	RUB	standard	long	narrowSymbol	1234565.0	₽1,2 m
af	RUB	standard	long	narrowSymbol	-1230.05	-₽1,2 k
af	EGP	standard	long	narrowSymbol	0.0	E£0
af	EGP	standard	long	narrowSymbol	1.2	E£1,2
af	EGP	standard	long	narrowSymbol	0.00831765	E£0,0083
af	EGP	standard	long	narrowSymbol	1234565.0	E£1,2 m
af	EGP	standard	long	narrowSymbol	-1230.05	-E£1,2 k
am	USD	standard	long	narrowSymbol	0.0	$0
am	USD	standard	long	narrowSymbol	1.2	$1.2
am	USD	standard	long	narrowSymbol	0.00831765	$0.0083
am	USD	standard	long	narrowSymbol	1234565.0	$1.2 ሚ
am	USD	standard	long	narrowSymbol	-1230.05	-$1.2 ሺ
am	EUR	standard	long	narrowSymbol	0.0	€0
am	EUR	standard	long	narrowSymbol	1.2	€1.2
am	EUR	standard	long	narrowSymbol	0.00831765	€0.0083
am	EUR	standard	long	narrowSymbol	1234565.0	€1.2 ሚ
am	EUR	standard	long	narrowSymbol	-1230.05	-€1.2 ሺ
am	JPY	standard	long	narrowSymbol	0.0	¥0
am	JPY	standard	long	narrowSymbol	1.2	¥1.2
am	JPY	standard	long	narrowSymbol	0.00831765	¥0.0083
am	JPY	standard	long	narrowSymbol	1234565.0	¥1.2 ሚ
am	JPY	standard	long	narrowSymbol	-1230.05	-¥1.2 ሺ
am	RUB	standard	long	narrowSymbol	0.0	₽0
am	RUB	standard	long	narrowSymbol	1.2	₽1.2
am	RUB	standard	long	narrowSymbol	0.00831765	₽0.0083
am	RUB	standard	long	narrowSymbol	1234565.0	₽1.2 ሚ
am	RUB	standard	long	narrowSymbol	-1230.05	-₽1.2 ሺ
am	EGP	standard	long	narrowSymbol	0.0	E£0
am	EGP	standard	long	narrowSymbol	1.2	E£1.2
am	EGP	standard	long	narrowSymbol	0.00831765	E£0.0083
am	EGP	standard	long	narrowSymbol	1234565.0	E£1.2 ሚ
am	EGP	standard	long	narrowSymbol	-1230.05	-E£1.2 ሺ
as	USD	standard	long	narrowSymbol	0.0	$ ০
as	USD	standard	long	narrowSymbol	1.2	$ ১.২
