locale	currency	currency_format	value_format_length	currency_display	input	expected
af	USD	standard	decimal	narrowSymbol	0.0	$0,00
af	USD	standard	decimal	narrowSymbol	1.2	$1,20
af	USD	standard	decimal	narrowSymbol	0.00831765	$0,01
af	USD	standard	decimal	narrowSymbol	1234565.0	$1 234 565,00
af	USD	standard	decimal	narrowSymbol	-1230.05	-$1 230,05
af	USD	standard	compact-short	narrowSymbol	0.0	$0
af	USD	standard	compact-short	narrowSymbol	1.2	$1,2
af	USD	standard	compact-short	narrowSymbol	0.00831765	$0,0083
af	USD	standard	compact-short	narrowSymbol	1234565.0	$1,2 m
af	USD	standard	compact-short	narrowSymbol	-1230.05	-$1,2 k
af	USD	accounting	decimal	narrowSymbol	0.0	$0,00
af	USD	accounting	decimal	narrowSymbol	1.2	$1,20
af	USD	accounting	decimal	narrowSymbol	0.00831765	$0,01
af	USD	accounting	decimal	narrowSymbol	1234565.0	$1 234 565,00
af	USD	accounting	decimal	narrowSymbol	-1230.05	($1 230,05)
af	USD	accounting	compact-short	narrowSymbol	0.0	$0
af	USD	accounting	compact-short	narrowSymbol	1.2	$1,2
af	USD	accounting	compact-short	narrowSymbol	0.00831765	$0,0083
af	USD	accounting	compact-short	narrowSymbol	1234565.0	$1,2 m
af	USD	accounting	compact-short	narrowSymbol	-1230.05	-$1,2 k
af	EUR	standard	decimal	narrowSymbol	0.0	€0,00
af	EUR	standard	decimal	narrowSymbol	1.2	€1,20
af	EUR	standard	decimal	narrowSymbol	0.00831765	€0,01
af	EUR	standard	decimal	narrowSymbol	1234565.0	€1 234 565,00
af	EUR	standard	decimal	narrowSymbol	-1230.05	-€1 230,05
af	EUR	standard	compact-short	narrowSymbol	0.0	€0
af	EUR	standard	compact-short	narrowSymbol	1.2	€1,2
af	EUR	standard	compact-short	narrowSymbol	0.00831765	€0,0083
af	EUR	standard	compact-short	narrowSymbol	1234565.0	€1,2 m
af	EUR	standard	compact-short	narrowSymbol	-1230.05	-€1,2 k
af	EUR	accounting	decimal	narrowSymbol	0.0	€0,00
af	EUR	accounting	decimal	narrowSymbol	1.2	€1,20
af	EUR	accounting	decimal	narrowSymbol	0.00831765	€0,01
af	EUR	accounting	decimal	narrowSymbol	1234565.0	€1 234 565,00
af	EUR	accounting	decimal	narrowSymbol	-1230.05	(€1 230,05)
af	EUR	accounting	compact-short	narrowSymbol	0.0	€0
af	EUR	accounting	compact-short	narrowSymbol	1.2	€1,2
af	EUR	accounting	compact-short	narrowSymbol	0.00831765	€0,0083
af	EUR	accounting	compact-short	narrowSymbol	1234565.0	€1,2 m
af	EUR	accounting	compact-short	narrowSymbol	-1230.05	-€1,2 k
af	JPY	standard	decimal	narrowSymbol	0.0	¥0
af	JPY	standard	decimal	narrowSymbol	1.2	¥1
af	JPY	standard	decimal	narrowSymbol	0.00831765	¥0
af	JPY	standard	decimal	narrowSymbol	1234565.0	¥1 234 565
af	JPY	standard	decimal	narrowSymbol	-1230.05	-¥1 230
af	JPY	standard	compact-short	narrowSymbol	0.0	¥0
af	JPY	standard	compact-short	narrowSymbol	1.2	¥1,2
af	JPY	standard	compact-short	narrowSymbol	0.00831765	¥0,0083
af	JPY	standard	compact-short	narrowSymbol	1234565.0	¥1,2 m
af	JPY	standard	compact-short	narrowSymbol	-1230.05	-¥1,2 k
af	JPY	accounting	decimal	narrowSymbol	0.0	¥0
af	JPY	accounting	decimal	narrowSymbol	1.2	¥1
af	JPY	accounting	decimal	narrowSymbol	0.00831765	¥0
af	JPY	accounting	decimal	narrowSymbol	1234565.0	¥1 234 565
af	JPY	accounting	decimal	narrowSymbol	-1230.05	(¥1 230)
af	JPY	accounting	compact-short	narrowSymbol	0.0	¥0
af	JPY	accounting	compact-short	narrowSymbol	1.2	¥1,2
af	JPY	accounting	compact-short	narrowSymbol	0.00831765	¥0,0083
af	JPY	accounting	compact-short	narrowSymbol	1234565.0	¥1,2 m
af	JPY	accounting	compact-short	narrowSymbol	-1230.05	-¥1,2 k
af	RUB	standard	decimal	narrowSymbol	0.0	₽0,00
af	RUB	standard	decimal	narrowSymbol	1.2	₽1,20
af	RUB	standard	decimal	narrowSymbol	0.00831765	₽0,01
af	RUB	standard	decimal	narrowSymbol	1234565.0	₽1 234 565,00
af	RUB	standard	decimal	narrowSymbol	-1230.05	-₽1 230,05
af	RUB	standard	compact-short	narrowSymbol	0.0	₽0
af	RUB	standard	compact-short	narrowSymbol	1.2	₽1,2
af	RUB	standard	compact-short	narrowSymbol	0.00831765	₽0,0083
af	RUB	standard	compact-short	narrowSymbol	1234565.0	₽1,2 m
af	RUB	standard	compact-short	narrowSymbol	-1230.05	-₽1,2 k
af	RUB	accounting	decimal	narrowSymbol	0.0	₽0,00
af	RUB	accounting	decimal	narrowSymbol	1.2	₽1,20
af	RUB	accounting	decimal	narrowSymbol	0.00831765	₽0,01
af	RUB	accounting	decimal	narrowSymbol	1234565.0	₽1 234 565,00
af	RUB	accounting	decimal	narrowSymbol	-1230.05	(₽1 230,05)
af	RUB	accounting	compact-short	narrowSymbol	0.0	₽0
af	RUB	accounting	compact-short	narrowSymbol	1.2	₽1,2
af	RUB	accounting	compact-short	narrowSymbol	0.00831765	₽0,0083
af	RUB	accounting	compact-short	narrowSymbol	1234565.0	₽1,2 m
af	RUB	accounting	compact-short	narrowSymbol	-1230.05	-₽1,2 k
af	EGP	standard	decimal	narrowSymbol	0.0	E£0,00
af	EGP	standard	decimal	narrowSymbol	1.2	E£1,20
af	EGP	standard	decimal	narrowSymbol	0.00831765	E£0,01
af	EGP	standard	decimal	narrowSymbol	1234565.0	E£1 234 565,00
af	EGP	standard	decimal	narrowSymbol	-1230.05	-E£1 230,05
af	EGP	standard	compact-short	narrowSymbol	0.0	E£0
af	EGP	standard	compact-short	narrowSymbol	1.2	E£1,2
af	EGP	standard	compact-short	narrowSymbol	0.00831765	E£0,0083
af	EGP	standard	compact-short	narrowSymbol	1234565.0	E£1,2 m
af	EGP	standard	compact-short	narrowSymbol	-1230.05	-E£1,2 k
af	EGP	accounting	decimal	narrowSymbol	0.0	E£0,00
af	EGP	accounting	decimal	narrowSymbol	1.2	E£1,20
af	EGP	accounting	decimal	narrowSymbol	0.00831765	E£0,01
af	EGP	accounting	decimal	narrowSymbol	1234565.0	E£1 234 565,00
af	EGP	accounting	decimal	narrowSymbol	-1230.05	(E£1 230,05)
af	EGP	accounting	compact-short	narrowSymbol	0.0	E£0
af	EGP	accounting	compact-short	narrowSymbol	1.2	E£1,2
af	EGP	accounting	compact-short	narrowSymbol	0.00831765	E£0,0083
af	EGP	accounting	compact-short	narrowSymbol	1234565.0	E£1,2 m
af	EGP	accounting	compact-short	narrowSymbol	-1230.05	-E£1,2 k
am	USD	standard	decimal	narrowSymbol	0.0	$0.00
am	USD	standard	decimal	narrowSymbol	1.2	$1.20
am	USD	standard	decimal	narrowSymbol	0.00831765	$0.01
am	USD	standard	decimal	narrowSymbol	1234565.0	$1,234,565.00
am	USD	standard	decimal	narrowSymbol	-1230.05	-$1,230.05
am	USD	standard	compact-short	narrowSymbol	0.0	$0
am	USD	standard	compact-short	narrowSymbol	1.2	$1.2
am	USD	standard	compact-short	narrowSymbol	0.00831765	$0.0083
am	USD	standard	compact-short	narrowSymbol	1234565.0	$1.2 ሚ
am	USD	standard	compact-short	narrowSymbol	-1230.05	-$1.2 ሺ
am	USD	accounting	decimal	narrowSymbol	0.0	$0.00
am	USD	accounting	decimal	narrowSymbol	1.2	$1.20
am	USD	accounting	decimal	narrowSymbol	0.00831765	$0.01
am	USD	accounting	decimal	narrowSymbol	1234565.0	$1,234,565.00
am	USD	accounting	decimal	narrowSymbol	-1230.05	($1,230.05)
am	USD	accounting	compact-short	narrowSymbol	0.0	$0
am	USD	accounting	compact-short	narrowSymbol	1.2	$1.2
am	USD	accounting	compact-short	narrowSymbol	0.00831765	$0.0083
am	USD	accounting	compact-short	narrowSymbol	1234565.0	$1.2 ሚ
am	USD	accounting	compact-short	narrowSymbol	-1230.05	-$1.2 ሺ
am	EUR	standard	decimal	narrowSymbol	0.0	€0.00
am	EUR	standard	decimal	narrowSymbol	1.2	€1.20
am	EUR	standard	decimal	narrowSymbol	0.00831765	€0.01
am	EUR	standard	decimal	narrowSymbol	1234565.0	€1,234,565.00
am	EUR	standard	decimal	narrowSymbol	-1230.05	-€1,230.05
am	EUR	standard	compact-short	narrowSymbol	0.0	€0
am	EUR	standard	compact-short	narrowSymbol	1.2	€1.2
am	EUR	standard	compact-short	narrowSymbol	0.00831765	€0.0083
am	EUR	standard	compact-short	narrowSymbol	1234565.0	€1.2 ሚ
am	EUR	standard	compact-short	narrowSymbol	-1230.05	-€1.2 ሺ
am	EUR	accounting	decimal	narrowSymbol	0.0	€0.00
am	EUR	accounting	decimal	narrowSymbol	1.2	€1.20
am	EUR	accounting	decimal	narrowSymbol	0.00831765	€0.01
am	EUR	accounting	decimal	narrowSymbol	1234565.0	€1,234,565.00
am	EUR	accounting	decimal	narrowSymbol	-1230.05	(€1,230.05)
am	EUR	accounting	compact-short	narrowSymbol	0.0	€0
am	EUR	accounting	compact-short	narrowSymbol	1.2	€1.2
am	EUR	accounting	compact-short	narrowSymbol	0.00831765	€0.0083
am	EUR	accounting	compact-short	narrowSymbol	1234565.0	€1.2 ሚ
am	EUR	accounting	compact-short	narrowSymbol	-1230.05	-€1.2 ሺ
am	JPY	standard	decimal	narrowSymbol	0.0	¥0
am	JPY	standard	decimal	narrowSymbol	1.2	¥1
am	JPY	standard	decimal	narrowSymbol	0.00831765	¥0
am	JPY	standard	decimal	narrowSymbol	1234565.0	¥1,234,565
am	JPY	standard	decimal	narrowSymbol	-1230.05	-¥1,230
am	JPY	standard	compact-short	narrowSymbol	0.0	¥0
am	JPY	standard	compact-short	narrowSymbol	1.2	¥1.2
am	JPY	standard	compact-short	narrowSymbol	0.00831765	¥0.0083
am	JPY	standard	compact-short	narrowSymbol	1234565.0	¥1.2 ሚ
am	JPY	standard	compact-short	narrowSymbol	-1230.05	-¥1.2 ሺ
am	JPY	accounting	decimal	narrowSymbol	0.0	¥0
am	JPY	accounting	decimal	narrowSymbol	1.2	¥1
am	JPY	accounting	decimal	narrowSymbol	0.00831765	¥0
am	JPY	accounting	decimal	narrowSymbol	1234565.0	¥1,234,565
am	JPY	accounting	decimal	narrowSymbol	-1230.05	(¥1,230)
am	JPY	accounting	compact-short	narrowSymbol	0.0	¥0
am	JPY	accounting	compact-short	narrowSymbol	1.2	¥1.2
am	JPY	accounting	compact-short	narrowSymbol	0.00831765	¥0.0083
am	JPY	accounting	compact-short	narrowSymbol	1234565.0	¥1.2 ሚ
am	JPY	accounting	compact-short	narrowSymbol	-1230.05	-¥1.2 ሺ
am	RUB	standard	decimal	narrowSymbol	0.0	₽0.00
am	RUB	standard	decimal	narrowSymbol	1.2	₽1.20
am	RUB	standard	decimal	narrowSymbol	0.00831765	₽0.01
am	RUB	standard	decimal	narrowSymbol	1234565.0	₽1,234,565.00
am	RUB	standard	decimal	narrowSymbol	-1230.05	-₽1,230.05
am	RUB	standard	compact-short	narrowSymbol	0.0	₽0
am	RUB	standard	compact-short	narrowSymbol	1.2	₽1.2
am	RUB	standard	compact-short	narrowSymbol	0.00831765	₽0.0083
am	RUB	standard	compact-short	narrowSymbol	1234565.0	₽1.2 ሚ
am	RUB	standard	compact-short	narrowSymbol	-1230.05	-₽1.2 ሺ
am	RUB	accounting	decimal	narrowSymbol	0.0	₽0.00
am	RUB	accounting	decimal	narrowSymbol	1.2	₽1.20
am	RUB	accounting	decimal	narrowSymbol	0.00831765	₽0.01
am	RUB	accounting	decimal	narrowSymbol	1234565.0	₽1,234,565.00
am	RUB	accounting	decimal	narrowSymbol	-1230.05	(₽1,230.05)
am	RUB	accounting	compact-short	narrowSymbol	0.0	₽0
am	RUB	accounting	compact-short	narrowSymbol	1.2	₽1.2
am	RUB	accounting	compact-short	narrowSymbol	0.00831765	₽0.0083
am	RUB	accounting	compact-short	narrowSymbol	1234565.0	₽1.2 ሚ
am	RUB	accounting	compact-short	narrowSymbol	-1230.05	-₽1.2 ሺ
am	EGP	standard	decimal	narrowSymbol	0.0	E£0.00
am	EGP	standard	decimal	narrowSymbol	1.2	E£1.20
am	EGP	standard	decimal	narrowSymbol	0.00831765	E£0.01
am	EGP	standard	decimal	narrowSymbol	1234565.0	E£1,234,565.00
am	EGP	standard	decimal	narrowSymbol	-1230.05	-E£1,230.05
am	EGP	standard	compact-short	narrowSymbol	0.0	E£0
am	EGP	standard	compact-short	narrowSymbol	1.2	E£1.2
am	EGP	standard	compact-short	narrowSymbol	0.00831765	E£0.0083
am	EGP	standard	compact-short	narrowSymbol	1234565.0	E£1.2 ሚ
am	EGP	standard	compact-short	narrowSymbol	-1230.05	-E£1.2 ሺ
am	EGP	accounting	decimal	narrowSymbol	0.0	E£0.00
am	EGP	accounting	decimal	narrowSymbol	1.2	E£1.20
am	EGP	accounting	decimal	narrowSymbol	0.00831765	E£0.01
am	EGP	accounting	decimal	narrowSymbol	1234565.0	E£1,234,565.00
am	EGP	accounting	decimal	narrowSymbol	-1230.05	(E£1,230.05)
am	EGP	accounting	compact-short	narrowSymbol	0.0	E£0
am	EGP	accounting	compact-short	narrowSymbol	1.2	E£1.2
am	EGP	accounting	compact-short	narrowSymbol	0.00831765	E£0.0083
am	EGP	accounting	compact-short	narrowSymbol	1234565.0	E£1.2 ሚ
am	EGP	accounting	compact-short	narrowSymbol	-1230.05	-E£1.2 ሺ
as	USD	standard	decimal	narrowSymbol	0.0	$ ০.০০
as	USD	standard	decimal	narrowSymbol	1.2	$ ১.২০
as	USD	standard	decimal	narrowSymbol	0.00831765	$ ০.০১
as	USD	standard	decimal	narrowSymbol	1234565.0	$ ১২,৩৪,৫৬৫.০০
as	USD	standard	decimal	narrowSymbol	-1230.05	-$ ১,২৩০.০৫
as	USD	standard	compact-short	narrowSymbol	0.0	$ ০
as	USD	standard	compact-short	narrowSymbol	1.2	$ ১.২
as	USD	standard	compact-short	narrowSymbol	0.00831765	$ ০.০০৮৩
as	USD	standard	compact-short	narrowSymbol	1234565.0	$ ১.২ নিযুত
as	USD	standard	compact-short	narrowSymbol	-1230.05	-$ ১.২ হাজাৰ
as	USD	accounting	decimal	narrowSymbol	0.0	$০.০০
as	USD	accounting	decimal	narrowSymbol	1.2	$১.২০
as	USD	accounting	decimal	narrowSymbol	0.00831765	$০.০১
as	USD	accounting	decimal	narrowSymbol	1234565.0	$১,২৩৪,৫৬৫.০০
as	USD	accounting	decimal	narrowSymbol	-1230.05	($১,২৩০.০৫)
as	USD	accounting	compact-short	narrowSymbol	0.0	$০
as	USD	accounting	compact-short	narrowSymbol	1.2	$১.২
as	USD	accounting	compact-short	narrowSymbol	0.00831765	$০.০০৮৩
as	USD	accounting	compact-short	narrowSymbol	1234565.0	$ ১.২ নিযুত
as	USD	accounting	compact-short	narrowSymbol	-1230.05	-$ ১.২ হাজাৰ
as	EUR	standard	decimal	narrowSymbol	0.0	€ ০.০০
as	EUR	standard	decimal	narrowSymbol	1.2	€ ১.২০
as	EUR	standard	decimal	narrowSymbol	0.00831765	€ ০.০১
as	EUR	standard	decimal	narrowSymbol	1234565.0	€ ১২,৩৪,৫৬৫.০০
as	EUR	standard	decimal	narrowSymbol	-1230.05	-€ ১,২৩০.০৫
as	EUR	standard	compact-short	narrowSymbol	0.0	€ ০
as	EUR	standard	compact-short	narrowSymbol	1.2	€ ১.২
as	EUR	standard	compact-short	narrowSymbol	0.00831765	€ ০.০০৮৩
as	EUR	standard	compact-short	narrowSymbol	1234565.0	€ ১.২ নিযুত
as	EUR	standard	compact-short	narrowSymbol	-1230.05	-€ ১.২ হাজাৰ
as	EUR	accounting	decimal	narrowSymbol	0.0	€০.০০
as	EUR	accounting	decimal	narrowSymbol	1.2	€১.২০
as	EUR	accounting	decimal	narrowSymbol	0.00831765	€০.০১
as	EUR	accounting	decimal	narrowSymbol	1234565.0	€১,২৩৪,৫৬৫.০০
as	EUR	accounting	decimal	narrowSymbol	-1230.05	(€১,২৩০.০৫)
as	EUR	accounting	compact-short	narrowSymbol	0.0	€০
as	EUR	accounting	compact-short	narrowSymbol	1.2	€১.২
as	EUR	accounting	compact-short	narrowSymbol	0.00831765	€০.০০৮৩
as	EUR	accounting	compact-short	narrowSymbol	1234565.0	€ ১.২ নিযুত
as	EUR	accounting	compact-short	narrowSymbol	-1230.05	-€ ১.২ হাজাৰ
as	JPY	standard	decimal	narrowSymbol	0.0	¥ ০
as	JPY	standard	decimal	narrowSymbol	1.2	¥ ১
as	JPY	standard	decimal	narrowSymbol	0.00831765	¥ ০
as	JPY	standard	decimal	narrowSymbol	1234565.0	¥ ১২,৩৪,৫৬৫
as	JPY	standard	decimal	narrowSymbol	-1230.05	-¥ ১,২৩০
as	JPY	standard	compact-short	narrowSymbol	0.0	¥ ০
as	JPY	standard	compact-short	narrowSymbol	1.2	¥ ১.২
as	JPY	standard	compact-short	narrowSymbol	0.00831765	¥ ০.০০৮৩
as	JPY	standard	compact-short	narrowSymbol	1234565.0	¥ ১.২ নিযুত
as	JPY	standard	compact-short	narrowSymbol	-1230.05	-¥ ১.২ হাজাৰ
