# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
ar	AED		standard	name	1.2	1.20 درهم إماراتي
ar	AED		standard	name	-1230.05	‎-1,230.05 درهم إماراتي
de	AED		standard	name	1.2	1,20 VAE-Dirham
de	AED		standard	name	-1230.05	-1.230,05 VAE-Dirham
en	AED		standard	name	1.2	1.20 UAE dirhams
en	AED		standard	name	-1230.05	-1,230.05 UAE dirhams
en_CA	AED		standard	name	1.2	1.20 UAE dirhams
en_CA	AED		standard	name	-1230.05	-1,230.05 UAE dirhams
ar	AFN		standard	name	1.2	1 أفغاني أفغانستاني
ar	AFN		standard	name	-1230.05	‎-1,230 أفغاني أفغانستاني
de	AFN		standard	name	1.2	1 Afghanischer Afghani
de	AFN		standard	name	-1230.05	-1.230 Afghanische Afghani
en	AFN		standard	name	1.2	1 Afghan Afghani
en	AFN		standard	name	-1230.05	-1,230 Afghan Afghanis
ps	AFN		standard	name	1.2	۱ افغانۍ
ps	AFN		standard	name	-1230.05	‎-‎۱٬۲۳۰ افغانۍ
tk	AFN		standard	name	1.2	1 owgan afganisi
tk	AFN		standard	name	-1230.05	-1 230 owgan afganisi
ar	ALL		standard	name	1.2	1 ليك ألباني
ar	ALL		standard	name	-1230.05	‎-1,230 ليك ألباني
de	ALL		standard	name	1.2	1 Albanischer Lek
de	ALL		standard	name	-1230.05	-1.230 Albanische Lek
en	ALL		standard	name	1.2	1 Albanian lek
en	ALL		standard	name	-1230.05	-1,230 Albanian lekë
gl	ALL		standard	name	1.2	1 lek albanés
gl	ALL		standard	name	-1230.05	-1.230 lekë albaneses
sq	ALL		standard	name	1.2	1 lek shqiptar
sq	ALL		standard	name	-1230.05	-1230 lekë shqiptar
ar	AMD		standard	name	1.2	1.20 درام أرميني
ar	AMD		standard	name	-1230.05	‎-1,230.05 درام أرميني
de	AMD		standard	name	1.2	1,20 Armenische Dram
de	AMD		standard	name	-1230.05	-1.230,05 Armenische Dram
en	AMD		standard	name	1.2	1.20 Armenian drams
en	AMD		standard	name	-1230.05	-1,230.05 Armenian drams
hy	AMD		standard	name	1.2	1,20 հայկական դրամ
hy	AMD		standard	name	-1230.05	-1230,05 հայկական դրամ
ky	AMD		standard	name	1.2	1,20 Армения драмы
ky	AMD		standard	name	-1230.05	-1 230,05 Армения драмы
ar	AOA		standard	name	1.2	1.20 كوانزا أنغولي
