# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
en	AED	standard	standard	name	1.2	1.20 UAE dirhams
en	AED	standard	standard	name	-1230.05	-1,230.05 UAE dirhams
en	AFN	standard	standard	name	1.2	1 Afghan Afghani
en	AFN	standard	standard	name	-1230.05	-1,230 Afghan Afghanis
en	ALL	standard	standard	name	1.2	1 Albanian lek
en	ALL	standard	standard	name	-1230.05	-1,230 Albanian lekë
en	AMD	standard	standard	name	1.2	1.20 Armenian drams
en	AMD	standard	standard	name	-1230.05	-1,230.05 Armenian drams
en	AOA	standard	standard	name	1.2	1.20 Angolan kwanzas
en	AOA	standard	standard	name	-1230.05	-1,230.05 Angolan kwanzas
en	ARS	standard	standard	name	1.2	1.20 Argentine pesos
en	ARS	standard	standard	name	-1230.05	-1,230.05 Argentine pesos
en	AUD	standard	standard	name	1.2	1.20 Australian dollars
en	AUD	standard	standard	name	-1230.05	-1,230.05 Australian dollars
en	AWG	standard	standard	name	1.2	1.20 Aruban florin
en	AWG	standard	standard	name	-1230.05	-1,230.05 Aruban florin
en	AZN	standard	standard	name	1.2	1.20 Azerbaijani manats
en	AZN	standard	standard	name	-1230.05	-1,230.05 Azerbaijani manats
en	BAM	standard	standard	name	1.2	1.20 Bosnia-Herzegovina convertible marks
en	BAM	standard	standard	name	-1230.05	-1,230.05 Bosnia-Herzegovina convertible marks
en	BBD	standard	standard	name	1.2	1.20 Barbadian dollars
en	BBD	standard	standard	name	-1230.05	-1,230.05 Barbadian dollars
en	BDT	standard	standard	name	1.2	1.20 Bangladeshi takas
en	BDT	standard	standard	name	-1230.05	-1,230.05 Bangladeshi takas
en	BHD	standard	standard	name	1.2	1.200 Bahraini dinars
en	BHD	standard	standard	name	-1230.05	-1,230.050 Bahraini dinars
en	BIF	standard	standard	name	1.2	1 Burundian franc
en	BIF	standard	standard	name	-1230.05	-1,230 Burundian francs
en	BMD	standard	standard	name	1.2	1.20 Bermudan dollars
en	BMD	standard	standard	name	-1230.05	-1,230.05 Bermudan dollars
en	BND	standard	standard	name	1.2	1.20 Brunei dollars
en	BND	standard	standard	name	-1230.05	-1,230.05 Brunei dollars
en	BOB	standard	standard	name	1.2	1.20 Bolivian bolivianos
en	BOB	standard	standard	name	-1230.05	-1,230.05 Bolivian bolivianos
en	BRL	standard	standard	name	1.2	1.20 Brazilian reals
en	BRL	standard	standard	name	-1230.05	-1,230.05 Brazilian reals
en	BSD	standard	standard	name	1.2	1.20 Bahamian dollars
en	BSD	standard	standard	name	-1230.05	-1,230.05 Bahamian dollars
en	BTN	standard	standard	name	1.2	1.20 Bhutanese ngultrums
en	BTN	standard	standard	name	-1230.05	-1,230.05 Bhutanese ngultrums
en	BWP	standard	standard	name	1.2	1.20 Botswanan pulas
en	BWP	standard	standard	name	-1230.05	-1,230.05 Botswanan pulas
en	BYN	standard	standard	name	1.2	1.20 Belarusian rubles
en	BYN	standard	standard	name	-1230.05	-1,230.05 Belarusian rubles
en	BZD	standard	standard	name	1.2	1.20 Belize dollars
en	BZD	standard	standard	name	-1230.05	-1,230.05 Belize dollars
en	CAD	standard	standard	name	1.2	1.20 Canadian dollars
en	CAD	standard	standard	name	-1230.05	-1,230.05 Canadian dollars
en	CDF	standard	standard	name	1.2	1.20 Congolese francs
en	CDF	standard	standard	name	-1230.05	-1,230.05 Congolese francs
en	CHF	standard	standard	name	1.2	1.20 Swiss francs
en	CHF	standard	standard	name	-1230.05	-1,230.05 Swiss francs
en	CLP	standard	standard	name	1.2	1 Chilean peso
en	CLP	standard	standard	name	-1230.05	-1,230 Chilean pesos
en	CNY	standard	standard	name	1.2	1.20 Chinese yuan
en	CNY	standard	standard	name	-1230.05	-1,230.05 Chinese yuan
en	COP	standard	standard	name	1.2	1 Colombian peso
en	COP	standard	standard	name	-1230.05	-1,230 Colombian pesos
en	CRC	standard	standard	name	1.2	1.20 Costa Rican colóns
en	CRC	standard	standard	name	-1230.05	-1,230.05 Costa Rican colóns
en	CUP	standard	standard	name	1.2	1.20 Cuban pesos
en	CUP	standard	standard	name	-1230.05	-1,230.05 Cuban pesos
en	CVE	standard	standard	name	1.2	1.20 Cape Verdean escudos
en	CVE	standard	standard	name	-1230.05	-1,230.05 Cape Verdean escudos
en	CZK	standard	standard	name	1.2	1.20 Czech korunas
en	CZK	standard	standard	name	-1230.05	-1,230.05 Czech korunas
en	DJF	standard	standard	name	1.2	1 Djiboutian franc
