# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
af	USD	short	standard	noCurrency	1.2	1,2
af	USD	short	standard	noCurrency	-1230.05	-1,2 k
af	JPY	short	standard	noCurrency	1.2	1,2
af	JPY	short	standard	noCurrency	-1230.05	-1,2 k
am	USD	short	standard	noCurrency	1.2	1.2
am	USD	short	standard	noCurrency	-1230.05	-1.2 ሺ
am	JPY	short	standard	noCurrency	1.2	1.2
am	JPY	short	standard	noCurrency	-1230.05	-1.2 ሺ
as	USD	short	standard	noCurrency	1.2	 ১.২
as	USD	short	standard	noCurrency	-1230.05	- ১.২ হাজাৰ
as	JPY	short	standard	noCurrency	1.2	 ১.২
as	JPY	short	standard	noCurrency	-1230.05	- ১.২ হাজাৰ
az	USD	short	standard	noCurrency	1.2	1,2 
az	USD	short	standard	noCurrency	-1230.05	-1,2K 
az	JPY	short	standard	noCurrency	1.2	1,2 
az	JPY	short	standard	noCurrency	-1230.05	-1,2K 
be	USD	short	standard	noCurrency	1.2	1,2 
be	USD	short	standard	noCurrency	-1230.05	-1,2 тыс. 
be	JPY	short	standard	noCurrency	1.2	1,2 
be	JPY	short	standard	noCurrency	-1230.05	-1,2 тыс. 
bg	USD	short	standard	noCurrency	1.2	1,2 
bg	USD	short	standard	noCurrency	-1230.05	-1,2 хил. 
bg	JPY	short	standard	noCurrency	1.2	1,2 
bg	JPY	short	standard	noCurrency	-1230.05	-1,2 хил. 
bs	USD	short	standard	noCurrency	1.2	1,2 
bs	USD	short	standard	noCurrency	-1230.05	-1,2 hilj. 
bs	JPY	short	standard	noCurrency	1.2	1,2 
bs	JPY	short	standard	noCurrency	-1230.05	-1,2 hilj. 
ca	USD	short	standard	noCurrency	1.2	1,2 
ca	USD	short	standard	noCurrency	-1230.05	-1,2 k 
ca	JPY	short	standard	noCurrency	1.2	1,2 
ca	JPY	short	standard	noCurrency	-1230.05	-1,2 k 
cs	USD	short	standard	noCurrency	1.2	1,2 
cs	USD	short	standard	noCurrency	-1230.05	-1,2 tis. 
cs	JPY	short	standard	noCurrency	1.2	1,2 
cs	JPY	short	standard	noCurrency	-1230.05	-1,2 tis. 
cy	USD	short	standard	noCurrency	1.2	1.2
cy	USD	short	standard	noCurrency	-1230.05	-1.2K
cy	JPY	short	standard	noCurrency	1.2	1.2
cy	JPY	short	standard	noCurrency	-1230.05	-1.2K
da	USD	short	standard	noCurrency	1.2	1,2 
da	USD	short	standard	noCurrency	-1230.05	-1,2 t 
da	JPY	short	standard	noCurrency	1.2	1,2 
da	JPY	short	standard	noCurrency	-1230.05	-1,2 t 
el	USD	short	standard	noCurrency	1.2	1,2 
el	USD	short	standard	noCurrency	-1230.05	-1,2 χιλ. 
el	JPY	short	standard	noCurrency	1.2	1,2 
el	JPY	short	standard	noCurrency	-1230.05	-1,2 χιλ. 
en_AU	USD	short	standard	noCurrency	1.2	1.2
en_AU	USD	short	standard	noCurrency	-1230.05	-1.2K
en_AU	JPY	short	standard	noCurrency	1.2	1.2
en_AU	JPY	short	standard	noCurrency	-1230.05	-1.2K
en_CA	USD	short	standard	noCurrency	1.2	1.2
en_CA	USD	short	standard	noCurrency	-1230.05	-1.2K
en_CA	JPY	short	standard	noCurrency	1.2	1.2
en_CA	JPY	short	standard	noCurrency	-1230.05	-1.2K
en_GB	USD	short	standard	noCurrency	1.2	1.2
en_GB	USD	short	standard	noCurrency	-1230.05	-1.2k
en_GB	JPY	short	standard	noCurrency	1.2	1.2
en_GB	JPY	short	standard	noCurrency	-1230.05	-1.2k
en_IN	USD	short	standard	noCurrency	1.2	1.2
en_IN	USD	short	standard	noCurrency	-1230.05	-1.2K
en_IN	JPY	short	standard	noCurrency	1.2	1.2
en_IN	JPY	short	standard	noCurrency	-1230.05	-1.2K
es	USD	short	standard	noCurrency	1.2	1,2 
es	USD	short	standard	noCurrency	-1230.05	-1,2 mil 
es	JPY	short	standard	noCurrency	1.2	1,2 
es	JPY	short	standard	noCurrency	-1230.05	-1,2 mil 
es_419	USD	short	standard	noCurrency	1.2	1.2
es_419	USD	short	standard	noCurrency	-1230.05	-1.2 K
es_419	JPY	short	standard	noCurrency	1.2	1.2
es_419	JPY	short	standard	noCurrency	-1230.05	-1.2 K
es_MX	USD	short	standard	noCurrency	1.2	1.2
es_MX	USD	short	standard	noCurrency	-1230.05	-1.2 k
es_MX	JPY	short	standard	noCurrency	1.2	1.2
es_MX	JPY	short	standard	noCurrency	-1230.05	-1.2 k
es_US	USD	short	standard	noCurrency	1.2	1.2
es_US	USD	short	standard	noCurrency	-1230.05	-1.2 K
es_US	JPY	short	standard	noCurrency	1.2	1.2
es_US	JPY	short	standard	noCurrency	-1230.05	-1.2 K
et	USD	short	standard	noCurrency	1.2	1,2 
et	USD	short	standard	noCurrency	-1230.05	−1,2 tuh 
et	JPY	short	standard	noCurrency	1.2	1,2 
et	JPY	short	standard	noCurrency	-1230.05	−1,2 tuh 
eu	USD	short	standard	noCurrency	1.2	1,2 
eu	USD	short	standard	noCurrency	-1230.05	−1230 
eu	JPY	short	standard	noCurrency	1.2	1,2 
eu	JPY	short	standard	noCurrency	-1230.05	−1230 
fa	USD	short	standard	noCurrency	1.2	‎۱٫۲
fa	USD	short	standard	noCurrency	-1230.05	‎−‎ ۱٫۲ هزار
fa	JPY	short	standard	noCurrency	1.2	‎۱٫۲
fa	JPY	short	standard	noCurrency	-1230.05	‎−‎ ۱٫۲ هزار
fi	USD	short	standard	noCurrency	1.2	1,2 
fi	USD	short	standard	noCurrency	-1230.05	−1,2 t. 
fi	JPY	short	standard	noCurrency	1.2	1,2 
fi	JPY	short	standard	noCurrency	-1230.05	−1,2 t. 
fil	USD	short	standard	noCurrency	1.2	1.2
fil	USD	short	standard	noCurrency	-1230.05	-1.2K
fil	JPY	short	standard	noCurrency	1.2	1.2
fil	JPY	short	standard	noCurrency	-1230.05	-1.2K
fr	USD	short	standard	noCurrency	1.2	1,2 
fr	USD	short	standard	noCurrency	-1230.05	-1,2 k 
fr	JPY	short	standard	noCurrency	1.2	1,2 
fr	JPY	short	standard	noCurrency	-1230.05	-1,2 k 
fr_CA	USD	short	standard	noCurrency	1.2	1,2 
fr_CA	USD	short	standard	noCurrency	-1230.05	-1,2 k 
fr_CA	JPY	short	standard	noCurrency	1.2	1,2 
fr_CA	JPY	short	standard	noCurrency	-1230.05	-1,2 k 
ga	USD	short	standard	noCurrency	1.2	1.2
ga	USD	short	standard	noCurrency	-1230.05	-1.2k
ga	JPY	short	standard	noCurrency	1.2	1.2
ga	JPY	short	standard	noCurrency	-1230.05	-1.2k
gd	USD	short	standard	noCurrency	1.2	1.2
gd	USD	short	standard	noCurrency	-1230.05	-1.2K
gd	JPY	short	standard	noCurrency	1.2	1.2
gd	JPY	short	standard	noCurrency	-1230.05	-1.2K
gl	USD	short	standard	noCurrency	1.2	1,2 
gl	USD	short	standard	noCurrency	-1230.05	-1230 
gl	JPY	short	standard	noCurrency	1.2	1,2 
gl	JPY	short	standard	noCurrency	-1230.05	-1230 
gu	USD	short	standard	noCurrency	1.2	1.2
gu	USD	short	standard	noCurrency	-1230.05	-1.2 હજાર
gu	JPY	short	standard	noCurrency	1.2	1.2
gu	JPY	short	standard	noCurrency	-1230.05	-1.2 હજાર
ha	USD	short	standard	noCurrency	1.2	 1.2
ha	USD	short	standard	noCurrency	-1230.05	- 1.2K
ha	JPY	short	standard	noCurrency	1.2	 1.2
ha	JPY	short	standard	noCurrency	-1230.05	- 1.2K
he	USD	short	standard	noCurrency	1.2	‏1.2 ‏
he	USD	short	standard	noCurrency	-1230.05	‎-‏1.2K‏ ‏
he	JPY	short	standard	noCurrency	1.2	‏1.2 ‏
he	JPY	short	standard	noCurrency	-1230.05	‎-‏1.2K‏ ‏
hi	USD	short	standard	noCurrency	1.2	1.2
hi	USD	short	standard	noCurrency	-1230.05	-1.2 हज़ार
hi	JPY	short	standard	noCurrency	1.2	1.2
hi	JPY	short	standard	noCurrency	-1230.05	-1.2 हज़ार
hi_Latn	USD	short	standard	noCurrency	1.2	1.2
hi_Latn	USD	short	standard	noCurrency	-1230.05	-1.2K
hi_Latn	JPY	short	standard	noCurrency	1.2	1.2
hi_Latn	JPY	short	standard	noCurrency	-1230.05	-1.2K
hr	USD	short	standard	noCurrency	1.2	1,2 
hr	USD	short	standard	noCurrency	-1230.05	−1,2 tis. 
hr	JPY	short	standard	noCurrency	1.2	1,2 
hr	JPY	short	standard	noCurrency	-1230.05	−1,2 tis. 
hu	USD	short	standard	noCurrency	1.2	1,2 
hu	USD	short	standard	noCurrency	-1230.05	-1,2 E 
hu	JPY	short	standard	noCurrency	1.2	1,2 
hu	JPY	short	standard	noCurrency	-1230.05	-1,2 E 
hy	USD	short	standard	noCurrency	1.2	1,2 
hy	USD	short	standard	noCurrency	-1230.05	-1,2 հզր 
hy	JPY	short	standard	noCurrency	1.2	1,2 
hy	JPY	short	standard	noCurrency	-1230.05	-1,2 հզր 
id	USD	short	standard	noCurrency	1.2	1,2
id	USD	short	standard	noCurrency	-1230.05	-1,2 rb
id	JPY	short	standard	noCurrency	1.2	1,2
id	JPY	short	standard	noCurrency	-1230.05	-1,2 rb
ig	USD	short	standard	noCurrency	1.2	1.2
ig	USD	short	standard	noCurrency	-1230.05	-1.2K
ig	JPY	short	standard	noCurrency	1.2	1.2
ig	JPY	short	standard	noCurrency	-1230.05	-1.2K
is	USD	short	standard	noCurrency	1.2	1,2 
is	USD	short	standard	noCurrency	-1230.05	-1,2 þ. 
is	JPY	short	standard	noCurrency	1.2	1,2 
is	JPY	short	standard	noCurrency	-1230.05	-1,2 þ. 
