# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
en	AED	standard	standard	symbol	1.2	AED 1.20
en	AED	standard	standard	symbol	-1230.05	-AED 1,230.05
en	AED	standard	standard	narrowSymbol	1.2	AED 1.20
en	AED	standard	standard	narrowSymbol	-1230.05	-AED 1,230.05
en	AED	standard	standard	code	1.2	AED 1.20
en	AED	standard	standard	code	-1230.05	-AED 1,230.05
en	AED	standard	standard	name	1.2	1.20 UAE dirhams
en	AED	standard	standard	name	-1230.05	-1,230.05 UAE dirhams
en	AED	standard	standard	noCurrency	1.2	1.20
en	AED	standard	standard	noCurrency	-1230.05	-1,230.05
en	AED	standard	accounting	symbol	1.2	AED 1.20
en	AED	standard	accounting	symbol	-1230.05	(AED 1,230.05)
en	AED	standard	accounting	narrowSymbol	1.2	AED 1.20
en	AED	standard	accounting	narrowSymbol	-1230.05	(AED 1,230.05)
en	AED	standard	accounting	code	1.2	AED 1.20
en	AED	standard	accounting	code	-1230.05	(AED 1,230.05)
en	AED	standard	accounting	name	1.2	1.20 UAE dirhams
en	AED	standard	accounting	name	-1230.05	-1,230.05 UAE dirhams
en	AED	standard	accounting	noCurrency	1.2	1.20
en	AED	standard	accounting	noCurrency	-1230.05	(1,230.05)
en	AED	short	standard	symbol	1.2	AED 1.2
en	AED	short	standard	symbol	-1230.05	-AED 1.2K
en	AED	short	standard	narrowSymbol	1.2	AED 1.2
en	AED	short	standard	narrowSymbol	-1230.05	-AED 1.2K
en	AED	short	standard	code	1.2	AED 1.2
en	AED	short	standard	code	-1230.05	-AED 1.2K
en	AED	short	standard	name	1.2	1.2 UAE dirhams
en	AED	short	standard	name	-1230.05	-1.2K UAE dirhams
en	AED	short	standard	noCurrency	1.2	1.2
en	AED	short	standard	noCurrency	-1230.05	-1.2K
en	AFN	standard	standard	symbol	1.2	AFN 1
en	AFN	standard	standard	symbol	-1230.05	-AFN 1,230
en	AFN	standard	standard	narrowSymbol	1.2	؋1
en	AFN	standard	standard	narrowSymbol	-1230.05	-؋1,230
en	AFN	standard	standard	code	1.2	AFN 1
en	AFN	standard	standard	code	-1230.05	-AFN 1,230
en	AFN	standard	standard	name	1.2	1 Afghan Afghani
en	AFN	standard	standard	name	-1230.05	-1,230 Afghan Afghanis
en	AFN	standard	standard	noCurrency	1.2	1
en	AFN	standard	standard	noCurrency	-1230.05	-1,230
en	AFN	standard	accounting	symbol	1.2	AFN 1
en	AFN	standard	accounting	symbol	-1230.05	(AFN 1,230)
en	AFN	standard	accounting	narrowSymbol	1.2	؋1
en	AFN	standard	accounting	narrowSymbol	-1230.05	(؋1,230)
en	AFN	standard	accounting	code	1.2	AFN 1
en	AFN	standard	accounting	code	-1230.05	(AFN 1,230)
en	AFN	standard	accounting	name	1.2	1 Afghan Afghani
en	AFN	standard	accounting	name	-1230.05	-1,230 Afghan Afghanis
en	AFN	standard	accounting	noCurrency	1.2	1
en	AFN	standard	accounting	noCurrency	-1230.05	(1,230)
en	AFN	short	standard	symbol	1.2	AFN 1.2
en	AFN	short	standard	symbol	-1230.05	-AFN 1.2K
en	AFN	short	standard	narrowSymbol	1.2	؋1.2
en	AFN	short	standard	narrowSymbol	-1230.05	-؋1.2K
en	AFN	short	standard	code	1.2	AFN 1.2
en	AFN	short	standard	code	-1230.05	-AFN 1.2K
en	AFN	short	standard	name	1.2	1.2 Afghan Afghanis
en	AFN	short	standard	name	-1230.05	-1.2K Afghan Afghanis
en	AFN	short	standard	noCurrency	1.2	1.2
