locale	currency	currency_format_type	number_format_length	currency_display	input	expected
ar	AED	standard	long	symbol	0.0	‏0 د.إ.‏
ar	AED	standard	long	symbol	1.2	‏1.2 د.إ.‏
ar	AED	standard	long	symbol	0.00831765	‏0.0083 د.إ.‏
ar	AED	standard	long	symbol	1234565.0	‏1.2 مليون د.إ.‏
ar	AED	standard	long	symbol	-1230.05	‎-‏1.2 ألف د.إ.‏
ar	AFN	standard	long	symbol	0.0	‏0 AFN
ar	AFN	standard	long	symbol	1.2	‏1.2 AFN
ar	AFN	standard	long	symbol	0.00831765	‏0.0083 AFN
ar	AFN	standard	long	symbol	1234565.0	‏1.2 مليون AFN
ar	AFN	standard	long	symbol	-1230.05	‎-‏1.2 ألف AFN
ar	ALL	standard	long	symbol	0.0	‏0 ALL
ar	ALL	standard	long	symbol	1.2	‏1.2 ALL
ar	ALL	standard	long	symbol	0.00831765	‏0.0083 ALL
ar	ALL	standard	long	symbol	1234565.0	‏1.2 مليون ALL
ar	ALL	standard	long	symbol	-1230.05	‎-‏1.2 ألف ALL
ar	AMD	standard	long	symbol	0.0	‏0 AMD
ar	AMD	standard	long	symbol	1.2	‏1.2 AMD
ar	AMD	standard	long	symbol	0.00831765	‏0.0083 AMD
ar	AMD	standard	long	symbol	1234565.0	‏1.2 مليون AMD
ar	AMD	standard	long	symbol	-1230.05	‎-‏1.2 ألف AMD
ar	AOA	standard	long	symbol	0.0	‏0 AOA
ar	AOA	standard	long	symbol	1.2	‏1.2 AOA
ar	AOA	standard	long	symbol	0.00831765	‏0.0083 AOA
ar	AOA	standard	long	symbol	1234565.0	‏1.2 مليون AOA
ar	AOA	standard	long	symbol	-1230.05	‎-‏1.2 ألف AOA
ar	ARS	standard	long	symbol	0.0	‏0 ARS
ar	ARS	standard	long	symbol	1.2	‏1.2 ARS
ar	ARS	standard	long	symbol	0.00831765	‏0.0083 ARS
ar	ARS	standard	long	symbol	1234565.0	‏1.2 مليون ARS
ar	ARS	standard	long	symbol	-1230.05	‎-‏1.2 ألف ARS
ar	AUD	standard	long	symbol	0.0	‏0 AU$
ar	AUD	standard	long	symbol	1.2	‏1.2 AU$
ar	AUD	standard	long	symbol	0.00831765	‏0.0083 AU$
ar	AUD	standard	long	symbol	1234565.0	‏1.2 مليون AU$
ar	AUD	standard	long	symbol	-1230.05	‎-‏1.2 ألف AU$
ar	AWG	standard	long	symbol	0.0	‏0 AWG
ar	AWG	standard	long	symbol	1.2	‏1.2 AWG
ar	AWG	standard	long	symbol	0.00831765	‏0.0083 AWG
ar	AWG	standard	long	symbol	1234565.0	‏1.2 مليون AWG
ar	AWG	standard	long	symbol	-1230.05	‎-‏1.2 ألف AWG
ar	AZN	standard	long	symbol	0.0	‏0 AZN
ar	AZN	standard	long	symbol	1.2	‏1.2 AZN
ar	AZN	standard	long	symbol	0.00831765	‏0.0083 AZN
ar	AZN	standard	long	symbol	1234565.0	‏1.2 مليون AZN
ar	AZN	standard	long	symbol	-1230.05	‎-‏1.2 ألف AZN
ar	BAM	standard	long	symbol	0.0	‏0 BAM
ar	BAM	standard	long	symbol	1.2	‏1.2 BAM
ar	BAM	standard	long	symbol	0.00831765	‏0.0083 BAM
ar	BAM	standard	long	symbol	1234565.0	‏1.2 مليون BAM
ar	BAM	standard	long	symbol	-1230.05	‎-‏1.2 ألف BAM
ar	BBD	standard	long	symbol	0.0	‏0 BBD
ar	BBD	standard	long	symbol	1.2	‏1.2 BBD
ar	BBD	standard	long	symbol	0.00831765	‏0.0083 BBD
ar	BBD	standard	long	symbol	1234565.0	‏1.2 مليون BBD
ar	BBD	standard	long	symbol	-1230.05	‎-‏1.2 ألف BBD
ar	BDT	standard	long	symbol	0.0	‏0 BDT
ar	BDT	standard	long	symbol	1.2	‏1.2 BDT
ar	BDT	standard	long	symbol	0.00831765	‏0.0083 BDT
ar	BDT	standard	long	symbol	1234565.0	‏1.2 مليون BDT
ar	BDT	standard	long	symbol	-1230.05	‎-‏1.2 ألف BDT
ar	BHD	standard	long	symbol	0.0	‏0 د.ب.‏
ar	BHD	standard	long	symbol	1.2	‏1.2 د.ب.‏
ar	BHD	standard	long	symbol	0.00831765	‏0.0083 د.ب.‏
ar	BHD	standard	long	symbol	1234565.0	‏1.2 مليون د.ب.‏
ar	BHD	standard	long	symbol	-1230.05	‎-‏1.2 ألف د.ب.‏
ar	BIF	standard	long	symbol	0.0	‏0 BIF
ar	BIF	standard	long	symbol	1.2	‏1.2 BIF
ar	BIF	standard	long	symbol	0.00831765	‏0.0083 BIF
ar	BIF	standard	long	symbol	1234565.0	‏1.2 مليون BIF
ar	BIF	standard	long	symbol	-1230.05	‎-‏1.2 ألف BIF
ar	BMD	standard	long	symbol	0.0	‏0 BMD
ar	BMD	standard	long	symbol	1.2	‏1.2 BMD
ar	BMD	standard	long	symbol	0.00831765	‏0.0083 BMD
ar	BMD	standard	long	symbol	1234565.0	‏1.2 مليون BMD
ar	BMD	standard	long	symbol	-1230.05	‎-‏1.2 ألف BMD
ar	BND	standard	long	symbol	0.0	‏0 BND
ar	BND	standard	long	symbol	1.2	‏1.2 BND
ar	BND	standard	long	symbol	0.00831765	‏0.0083 BND
ar	BND	standard	long	symbol	1234565.0	‏1.2 مليون BND
ar	BND	standard	long	symbol	-1230.05	‎-‏1.2 ألف BND
ar	BOB	standard	long	symbol	0.0	‏0 BOB
ar	BOB	standard	long	symbol	1.2	‏1.2 BOB
ar	BOB	standard	long	symbol	0.00831765	‏0.0083 BOB
ar	BOB	standard	long	symbol	1234565.0	‏1.2 مليون BOB
