locale	currency	currency_format_length	currency_display	input	expected
ar	AED	accounting	narrowSymbol	0.0	؜0.00 د.إ.‏
ar	AED	accounting	narrowSymbol	1.2	؜1.20 د.إ.‏
ar	AED	accounting	narrowSymbol	0.00831765	؜0.01 د.إ.‏
ar	AED	accounting	narrowSymbol	1234565.0	؜1,234,565.00 د.إ.‏
ar	AED	accounting	narrowSymbol	-1230.05	(؜1,230.05 د.إ.‏)
ar	AFN	accounting	narrowSymbol	0.0	؜0؋
ar	AFN	accounting	narrowSymbol	1.2	؜1؋
ar	AFN	accounting	narrowSymbol	0.00831765	؜0؋
ar	AFN	accounting	narrowSymbol	1234565.0	؜1,234,565؋
ar	AFN	accounting	narrowSymbol	-1230.05	(؜1,230؋)
ar	ALL	accounting	narrowSymbol	0.0	؜0 ALL
ar	ALL	accounting	narrowSymbol	1.2	؜1 ALL
ar	ALL	accounting	narrowSymbol	0.00831765	؜0 ALL
ar	ALL	accounting	narrowSymbol	1234565.0	؜1,234,565 ALL
ar	ALL	accounting	narrowSymbol	-1230.05	(؜1,230 ALL)
ar	AMD	accounting	narrowSymbol	0.0	؜0.00֏
ar	AMD	accounting	narrowSymbol	1.2	؜1.20֏
ar	AMD	accounting	narrowSymbol	0.00831765	؜0.01֏
ar	AMD	accounting	narrowSymbol	1234565.0	؜1,234,565.00֏
ar	AMD	accounting	narrowSymbol	-1230.05	(؜1,230.05֏)
ar	AOA	accounting	narrowSymbol	0.0	؜0.00 Kz
ar	AOA	accounting	narrowSymbol	1.2	؜1.20 Kz
ar	AOA	accounting	narrowSymbol	0.00831765	؜0.01 Kz
ar	AOA	accounting	narrowSymbol	1234565.0	؜1,234,565.00 Kz
ar	AOA	accounting	narrowSymbol	-1230.05	(؜1,230.05 Kz)
ar	ARS	accounting	narrowSymbol	0.0	؜0.00 AR$
ar	ARS	accounting	narrowSymbol	1.2	؜1.20 AR$
ar	ARS	accounting	narrowSymbol	0.00831765	؜0.01 AR$
ar	ARS	accounting	narrowSymbol	1234565.0	؜1,234,565.00 AR$
ar	ARS	accounting	narrowSymbol	-1230.05	(؜1,230.05 AR$)
ar	AUD	accounting	narrowSymbol	0.0	؜0.00 AU$
ar	AUD	accounting	narrowSymbol	1.2	؜1.20 AU$
ar	AUD	accounting	narrowSymbol	0.00831765	؜0.01 AU$
ar	AUD	accounting	narrowSymbol	1234565.0	؜1,234,565.00 AU$
ar	AUD	accounting	narrowSymbol	-1230.05	(؜1,230.05 AU$)
ar	AWG	accounting	narrowSymbol	0.0	؜0.00 AWG
ar	AWG	accounting	narrowSymbol	1.2	؜1.20 AWG
ar	AWG	accounting	narrowSymbol	0.00831765	؜0.01 AWG
ar	AWG	accounting	narrowSymbol	1234565.0	؜1,234,565.00 AWG
ar	AWG	accounting	narrowSymbol	-1230.05	(؜1,230.05 AWG)
ar	AZN	accounting	narrowSymbol	0.0	؜0.00₼
ar	AZN	accounting	narrowSymbol	1.2	؜1.20₼
ar	AZN	accounting	narrowSymbol	0.00831765	؜0.01₼
ar	AZN	accounting	narrowSymbol	1234565.0	؜1,234,565.00₼
ar	AZN	accounting	narrowSymbol	-1230.05	(؜1,230.05₼)
ar	BAM	accounting	narrowSymbol	0.0	؜0.00 KM
ar	BAM	accounting	narrowSymbol	1.2	؜1.20 KM
ar	BAM	accounting	narrowSymbol	0.00831765	؜0.01 KM
ar	BAM	accounting	narrowSymbol	1234565.0	؜1,234,565.00 KM
ar	BAM	accounting	narrowSymbol	-1230.05	(؜1,230.05 KM)
ar	BBD	accounting	narrowSymbol	0.0	؜0.00 BB$
ar	BBD	accounting	narrowSymbol	1.2	؜1.20 BB$
ar	BBD	accounting	narrowSymbol	0.00831765	؜0.01 BB$
ar	BBD	accounting	narrowSymbol	1234565.0	؜1,234,565.00 BB$
ar	BBD	accounting	narrowSymbol	-1230.05	(؜1,230.05 BB$)
ar	BDT	accounting	narrowSymbol	0.0	؜0.00৳
ar	BDT	accounting	narrowSymbol	1.2	؜1.20৳
ar	BDT	accounting	narrowSymbol	0.00831765	؜0.01৳
ar	BDT	accounting	narrowSymbol	1234565.0	؜1,234,565.00৳
ar	BDT	accounting	narrowSymbol	-1230.05	(؜1,230.05৳)
ar	BHD	accounting	narrowSymbol	0.0	؜0.000 د.ب.‏
ar	BHD	accounting	narrowSymbol	1.2	؜1.200 د.ب.‏
ar	BHD	accounting	narrowSymbol	0.00831765	؜0.008 د.ب.‏
ar	BHD	accounting	narrowSymbol	1234565.0	؜1,234,565.000 د.ب.‏
ar	BHD	accounting	narrowSymbol	-1230.05	(؜1,230.050 د.ب.‏)
ar	BIF	accounting	narrowSymbol	0.0	؜0 BIF
ar	BIF	accounting	narrowSymbol	1.2	؜1 BIF
ar	BIF	accounting	narrowSymbol	0.00831765	؜0 BIF
ar	BIF	accounting	narrowSymbol	1234565.0	؜1,234,565 BIF
ar	BIF	accounting	narrowSymbol	-1230.05	(؜1,230 BIF)
ar	BMD	accounting	narrowSymbol	0.0	؜0.00 BM$
ar	BMD	accounting	narrowSymbol	1.2	؜1.20 BM$
ar	BMD	accounting	narrowSymbol	0.00831765	؜0.01 BM$
ar	BMD	accounting	narrowSymbol	1234565.0	؜1,234,565.00 BM$
ar	BMD	accounting	narrowSymbol	-1230.05	(؜1,230.05 BM$)
ar	BND	accounting	narrowSymbol	0.0	؜0.00 BN$
ar	BND	accounting	narrowSymbol	1.2	؜1.20 BN$
ar	BND	accounting	narrowSymbol	0.00831765	؜0.01 BN$
ar	BND	accounting	narrowSymbol	1234565.0	؜1,234,565.00 BN$
ar	BND	accounting	narrowSymbol	-1230.05	(؜1,230.05 BN$)
ar	BOB	accounting	narrowSymbol	0.0	؜0.00 Bs
ar	BOB	accounting	narrowSymbol	1.2	؜1.20 Bs
ar	BOB	accounting	narrowSymbol	0.00831765	؜0.01 Bs
ar	BOB	accounting	narrowSymbol	1234565.0	؜1,234,565.00 Bs
ar	BOB	accounting	narrowSymbol	-1230.05	(؜1,230.05 Bs)
ar	BRL	accounting	narrowSymbol	0.0	؜0.00 R$
ar	BRL	accounting	narrowSymbol	1.2	؜1.20 R$
ar	BRL	accounting	narrowSymbol	0.00831765	؜0.01 R$
ar	BRL	accounting	narrowSymbol	1234565.0	؜1,234,565.00 R$
ar	BRL	accounting	narrowSymbol	-1230.05	(؜1,230.05 R$)
ar	BSD	accounting	narrowSymbol	0.0	؜0.00 BS$
ar	BSD	accounting	narrowSymbol	1.2	؜1.20 BS$
ar	BSD	accounting	narrowSymbol	0.00831765	؜0.01 BS$
ar	BSD	accounting	narrowSymbol	1234565.0	؜1,234,565.00 BS$
ar	BSD	accounting	narrowSymbol	-1230.05	(؜1,230.05 BS$)
ar	BTN	accounting	narrowSymbol	0.0	؜0.00 BTN
ar	BTN	accounting	narrowSymbol	1.2	؜1.20 BTN
ar	BTN	accounting	narrowSymbol	0.00831765	؜0.01 BTN
ar	BTN	accounting	narrowSymbol	1234565.0	؜1,234,565.00 BTN
ar	BTN	accounting	narrowSymbol	-1230.05	(؜1,230.05 BTN)
ar	BWP	accounting	narrowSymbol	0.0	؜0.00 P
ar	BWP	accounting	narrowSymbol	1.2	؜1.20 P
ar	BWP	accounting	narrowSymbol	0.00831765	؜0.01 P
ar	BWP	accounting	narrowSymbol	1234565.0	؜1,234,565.00 P
ar	BWP	accounting	narrowSymbol	-1230.05	(؜1,230.05 P)
ar	BYN	accounting	narrowSymbol	0.0	؜0.00 р.
ar	BYN	accounting	narrowSymbol	1.2	؜1.20 р.
