# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
ar	AED	standard	accounting	narrowSymbol	0.0	؜0.00 د.إ.‏
ar	AED	standard	accounting	narrowSymbol	1.2	؜1.20 د.إ.‏
ar	AED	standard	accounting	narrowSymbol	0.00831765	؜0.01 د.إ.‏
ar	AED	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 د.إ.‏
ar	AED	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 د.إ.‏)
ar	AFN	standard	accounting	narrowSymbol	0.0	؜0؋
ar	AFN	standard	accounting	narrowSymbol	1.2	؜1؋
ar	AFN	standard	accounting	narrowSymbol	0.00831765	؜0؋
ar	AFN	standard	accounting	narrowSymbol	1234565.0	؜1,234,565؋
ar	AFN	standard	accounting	narrowSymbol	-1230.05	(؜1,230؋)
ar	ALL	standard	accounting	narrowSymbol	0.0	؜0 ALL
ar	ALL	standard	accounting	narrowSymbol	1.2	؜1 ALL
ar	ALL	standard	accounting	narrowSymbol	0.00831765	؜0 ALL
ar	ALL	standard	accounting	narrowSymbol	1234565.0	؜1,234,565 ALL
ar	ALL	standard	accounting	narrowSymbol	-1230.05	(؜1,230 ALL)
ar	AMD	standard	accounting	narrowSymbol	0.0	؜0.00֏
ar	AMD	standard	accounting	narrowSymbol	1.2	؜1.20֏
ar	AMD	standard	accounting	narrowSymbol	0.00831765	؜0.01֏
ar	AMD	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00֏
ar	AMD	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05֏)
ar	AOA	standard	accounting	narrowSymbol	0.0	؜0.00 Kz
ar	AOA	standard	accounting	narrowSymbol	1.2	؜1.20 Kz
ar	AOA	standard	accounting	narrowSymbol	0.00831765	؜0.01 Kz
ar	AOA	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 Kz
ar	AOA	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 Kz)
ar	ARS	standard	accounting	narrowSymbol	0.0	؜0.00 AR$
ar	ARS	standard	accounting	narrowSymbol	1.2	؜1.20 AR$
ar	ARS	standard	accounting	narrowSymbol	0.00831765	؜0.01 AR$
ar	ARS	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 AR$
ar	ARS	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 AR$)
ar	AUD	standard	accounting	narrowSymbol	0.0	؜0.00 AU$
ar	AUD	standard	accounting	narrowSymbol	1.2	؜1.20 AU$
ar	AUD	standard	accounting	narrowSymbol	0.00831765	؜0.01 AU$
ar	AUD	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 AU$
ar	AUD	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 AU$)
ar	AWG	standard	accounting	narrowSymbol	0.0	؜0.00 AWG
ar	AWG	standard	accounting	narrowSymbol	1.2	؜1.20 AWG
ar	AWG	standard	accounting	narrowSymbol	0.00831765	؜0.01 AWG
ar	AWG	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 AWG
ar	AWG	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 AWG)
ar	AZN	standard	accounting	narrowSymbol	0.0	؜0.00₼
ar	AZN	standard	accounting	narrowSymbol	1.2	؜1.20₼
ar	AZN	standard	accounting	narrowSymbol	0.00831765	؜0.01₼
ar	AZN	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00₼
ar	AZN	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05₼)
ar	BAM	standard	accounting	narrowSymbol	0.0	؜0.00 KM
ar	BAM	standard	accounting	narrowSymbol	1.2	؜1.20 KM
ar	BAM	standard	accounting	narrowSymbol	0.00831765	؜0.01 KM
ar	BAM	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 KM
ar	BAM	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 KM)
ar	BBD	standard	accounting	narrowSymbol	0.0	؜0.00 BB$
ar	BBD	standard	accounting	narrowSymbol	1.2	؜1.20 BB$
ar	BBD	standard	accounting	narrowSymbol	0.00831765	؜0.01 BB$
ar	BBD	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 BB$
ar	BBD	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 BB$)
ar	BDT	standard	accounting	narrowSymbol	0.0	؜0.00৳
ar	BDT	standard	accounting	narrowSymbol	1.2	؜1.20৳
ar	BDT	standard	accounting	narrowSymbol	0.00831765	؜0.01৳
ar	BDT	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00৳
ar	BDT	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05৳)
ar	BHD	standard	accounting	narrowSymbol	0.0	؜0.000 د.ب.‏
ar	BHD	standard	accounting	narrowSymbol	1.2	؜1.200 د.ب.‏
ar	BHD	standard	accounting	narrowSymbol	0.00831765	؜0.008 د.ب.‏
ar	BHD	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.000 د.ب.‏
ar	BHD	standard	accounting	narrowSymbol	-1230.05	(؜1,230.050 د.ب.‏)
ar	BIF	standard	accounting	narrowSymbol	0.0	؜0 BIF
ar	BIF	standard	accounting	narrowSymbol	1.2	؜1 BIF
ar	BIF	standard	accounting	narrowSymbol	0.00831765	؜0 BIF
ar	BIF	standard	accounting	narrowSymbol	1234565.0	؜1,234,565 BIF
ar	BIF	standard	accounting	narrowSymbol	-1230.05	(؜1,230 BIF)
ar	BMD	standard	accounting	narrowSymbol	0.0	؜0.00 BM$
ar	BMD	standard	accounting	narrowSymbol	1.2	؜1.20 BM$
ar	BMD	standard	accounting	narrowSymbol	0.00831765	؜0.01 BM$
ar	BMD	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 BM$
ar	BMD	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 BM$)
ar	BND	standard	accounting	narrowSymbol	0.0	؜0.00 BN$
ar	BND	standard	accounting	narrowSymbol	1.2	؜1.20 BN$
ar	BND	standard	accounting	narrowSymbol	0.00831765	؜0.01 BN$
ar	BND	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 BN$
ar	BND	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 BN$)
ar	BOB	standard	accounting	narrowSymbol	0.0	؜0.00 Bs
ar	BOB	standard	accounting	narrowSymbol	1.2	؜1.20 Bs
ar	BOB	standard	accounting	narrowSymbol	0.00831765	؜0.01 Bs
ar	BOB	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 Bs
ar	BOB	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 Bs)
ar	BRL	standard	accounting	narrowSymbol	0.0	؜0.00 R$
ar	BRL	standard	accounting	narrowSymbol	1.2	؜1.20 R$
ar	BRL	standard	accounting	narrowSymbol	0.00831765	؜0.01 R$
ar	BRL	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 R$
ar	BRL	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 R$)
ar	BSD	standard	accounting	narrowSymbol	0.0	؜0.00 BS$
ar	BSD	standard	accounting	narrowSymbol	1.2	؜1.20 BS$
ar	BSD	standard	accounting	narrowSymbol	0.00831765	؜0.01 BS$
ar	BSD	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 BS$
ar	BSD	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 BS$)
ar	BTN	standard	accounting	narrowSymbol	0.0	؜0.00 BTN
ar	BTN	standard	accounting	narrowSymbol	1.2	؜1.20 BTN
ar	BTN	standard	accounting	narrowSymbol	0.00831765	؜0.01 BTN
ar	BTN	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 BTN
ar	BTN	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 BTN)
ar	BWP	standard	accounting	narrowSymbol	0.0	؜0.00 P
ar	BWP	standard	accounting	narrowSymbol	1.2	؜1.20 P
ar	BWP	standard	accounting	narrowSymbol	0.00831765	؜0.01 P
ar	BWP	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 P
ar	BWP	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 P)
ar	BYN	standard	accounting	narrowSymbol	0.0	؜0.00 р.
ar	BYN	standard	accounting	narrowSymbol	1.2	؜1.20 р.
ar	BYN	standard	accounting	narrowSymbol	0.00831765	؜0.01 р.
ar	BYN	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 р.
ar	BYN	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 р.)
ar	BZD	standard	accounting	narrowSymbol	0.0	؜0.00 BZ$
ar	BZD	standard	accounting	narrowSymbol	1.2	؜1.20 BZ$
ar	BZD	standard	accounting	narrowSymbol	0.00831765	؜0.01 BZ$
ar	BZD	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 BZ$
ar	BZD	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 BZ$)
ar	CAD	standard	accounting	narrowSymbol	0.0	؜0.00 CA$
ar	CAD	standard	accounting	narrowSymbol	1.2	؜1.20 CA$
ar	CAD	standard	accounting	narrowSymbol	0.00831765	؜0.01 CA$
ar	CAD	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 CA$
ar	CAD	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 CA$)
ar	CDF	standard	accounting	narrowSymbol	0.0	؜0.00 CDF
ar	CDF	standard	accounting	narrowSymbol	1.2	؜1.20 CDF
ar	CDF	standard	accounting	narrowSymbol	0.00831765	؜0.01 CDF
ar	CDF	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 CDF
ar	CDF	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 CDF)
ar	CHF	standard	accounting	narrowSymbol	0.0	؜0.00 CHF
ar	CHF	standard	accounting	narrowSymbol	1.2	؜1.20 CHF
ar	CHF	standard	accounting	narrowSymbol	0.00831765	؜0.01 CHF
ar	CHF	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 CHF
ar	CHF	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 CHF)
ar	CLP	standard	accounting	narrowSymbol	0.0	؜0 CL$
ar	CLP	standard	accounting	narrowSymbol	1.2	؜1 CL$
ar	CLP	standard	accounting	narrowSymbol	0.00831765	؜0 CL$
ar	CLP	standard	accounting	narrowSymbol	1234565.0	؜1,234,565 CL$
ar	CLP	standard	accounting	narrowSymbol	-1230.05	(؜1,230 CL$)
ar	CNY	standard	accounting	narrowSymbol	0.0	؜0.00 CN¥
ar	CNY	standard	accounting	narrowSymbol	1.2	؜1.20 CN¥
ar	CNY	standard	accounting	narrowSymbol	0.00831765	؜0.01 CN¥
ar	CNY	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 CN¥
ar	CNY	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 CN¥)
ar	COP	standard	accounting	narrowSymbol	0.0	؜0 CO$
ar	COP	standard	accounting	narrowSymbol	1.2	؜1 CO$
ar	COP	standard	accounting	narrowSymbol	0.00831765	؜0 CO$
ar	COP	standard	accounting	narrowSymbol	1234565.0	؜1,234,565 CO$
ar	COP	standard	accounting	narrowSymbol	-1230.05	(؜1,230 CO$)
ar	CRC	standard	accounting	narrowSymbol	0.0	؜0.00₡
ar	CRC	standard	accounting	narrowSymbol	1.2	؜1.20₡
ar	CRC	standard	accounting	narrowSymbol	0.00831765	؜0.01₡
ar	CRC	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00₡
ar	CRC	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05₡)
ar	CUP	standard	accounting	narrowSymbol	0.0	؜0.00 CU$
ar	CUP	standard	accounting	narrowSymbol	1.2	؜1.20 CU$
ar	CUP	standard	accounting	narrowSymbol	0.00831765	؜0.01 CU$
ar	CUP	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 CU$
ar	CUP	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 CU$)
ar	CVE	standard	accounting	narrowSymbol	0.0	؜0.00 CVE
ar	CVE	standard	accounting	narrowSymbol	1.2	؜1.20 CVE
ar	CVE	standard	accounting	narrowSymbol	0.00831765	؜0.01 CVE
ar	CVE	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 CVE
ar	CVE	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 CVE)
ar	CZK	standard	accounting	narrowSymbol	0.0	؜0.00 Kč
ar	CZK	standard	accounting	narrowSymbol	1.2	؜1.20 Kč
ar	CZK	standard	accounting	narrowSymbol	0.00831765	؜0.01 Kč
ar	CZK	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 Kč
ar	CZK	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 Kč)
ar	DJF	standard	accounting	narrowSymbol	0.0	؜0 DJF
ar	DJF	standard	accounting	narrowSymbol	1.2	؜1 DJF
ar	DJF	standard	accounting	narrowSymbol	0.00831765	؜0 DJF
ar	DJF	standard	accounting	narrowSymbol	1234565.0	؜1,234,565 DJF
ar	DJF	standard	accounting	narrowSymbol	-1230.05	(؜1,230 DJF)
ar	DKK	standard	accounting	narrowSymbol	0.0	؜0.00 kr
ar	DKK	standard	accounting	narrowSymbol	1.2	؜1.20 kr
ar	DKK	standard	accounting	narrowSymbol	0.00831765	؜0.01 kr
ar	DKK	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 kr
ar	DKK	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 kr)
ar	DOP	standard	accounting	narrowSymbol	0.0	؜0.00 DO$
ar	DOP	standard	accounting	narrowSymbol	1.2	؜1.20 DO$
ar	DOP	standard	accounting	narrowSymbol	0.00831765	؜0.01 DO$
ar	DOP	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 DO$
ar	DOP	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 DO$)
ar	DZD	standard	accounting	narrowSymbol	0.0	؜0.00 د.ج.‏
ar	DZD	standard	accounting	narrowSymbol	1.2	؜1.20 د.ج.‏
ar	DZD	standard	accounting	narrowSymbol	0.00831765	؜0.01 د.ج.‏
ar	DZD	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 د.ج.‏
ar	DZD	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 د.ج.‏)
ar	ERN	standard	accounting	narrowSymbol	0.0	؜0.00 ERN
ar	ERN	standard	accounting	narrowSymbol	1.2	؜1.20 ERN
ar	ERN	standard	accounting	narrowSymbol	0.00831765	؜0.01 ERN
ar	ERN	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 ERN
ar	ERN	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 ERN)
ar	ETB	standard	accounting	narrowSymbol	0.0	؜0.00 ETB
ar	ETB	standard	accounting	narrowSymbol	1.2	؜1.20 ETB
ar	ETB	standard	accounting	narrowSymbol	0.00831765	؜0.01 ETB
ar	ETB	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 ETB
ar	ETB	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 ETB)
ar	FJD	standard	accounting	narrowSymbol	0.0	؜0.00 FJ$
ar	FJD	standard	accounting	narrowSymbol	1.2	؜1.20 FJ$
ar	FJD	standard	accounting	narrowSymbol	0.00831765	؜0.01 FJ$
ar	FJD	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 FJ$
ar	FJD	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 FJ$)
ar	FKP	standard	accounting	narrowSymbol	0.0	؜0.00£
ar	FKP	standard	accounting	narrowSymbol	1.2	؜1.20£
ar	FKP	standard	accounting	narrowSymbol	0.00831765	؜0.01£
ar	FKP	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00£
ar	FKP	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05£)
ar	GBP	standard	accounting	narrowSymbol	0.0	؜0.00 UK£
ar	GBP	standard	accounting	narrowSymbol	1.2	؜1.20 UK£
ar	GBP	standard	accounting	narrowSymbol	0.00831765	؜0.01 UK£
ar	GBP	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 UK£
ar	GBP	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 UK£)
ar	GEL	standard	accounting	narrowSymbol	0.0	؜0.00₾
ar	GEL	standard	accounting	narrowSymbol	1.2	؜1.20₾
ar	GEL	standard	accounting	narrowSymbol	0.00831765	؜0.01₾
ar	GEL	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00₾
ar	GEL	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05₾)
ar	GHS	standard	accounting	narrowSymbol	0.0	؜0.00 GH₵
ar	GHS	standard	accounting	narrowSymbol	1.2	؜1.20 GH₵
ar	GHS	standard	accounting	narrowSymbol	0.00831765	؜0.01 GH₵
ar	GHS	standard	accounting	narrowSymbol	1234565.0	؜1,234,565.00 GH₵
ar	GHS	standard	accounting	narrowSymbol	-1230.05	(؜1,230.05 GH₵)
ar	GIP	standard	accounting	narrowSymbol	0.0	؜0.00£
