locale	currency	currency_format_type	number_format_length	currency_display	input	expected
ar	AED	accounting		name	0.0	0.00 درهم إماراتي
ar	AED	accounting		name	1.2	1.20 درهم إماراتي
ar	AED	accounting		name	0.00831765	0.01 درهم إماراتي
ar	AED	accounting		name	1234565.0	1,234,565.00 درهم إماراتي
ar	AED	accounting		name	-1230.05	‎-1,230.05 درهم إماراتي
ar	AFN	accounting		name	0.0	0 أفغاني أفغانستاني
ar	AFN	accounting		name	1.2	1 أفغاني أفغانستاني
ar	AFN	accounting		name	0.00831765	0 أفغاني أفغانستاني
ar	AFN	accounting		name	1234565.0	1,234,565 أفغاني أفغانستاني
ar	AFN	accounting		name	-1230.05	‎-1,230 أفغاني أفغانستاني
ar	ALL	accounting		name	0.0	0 ليك ألباني
ar	ALL	accounting		name	1.2	1 ليك ألباني
ar	ALL	accounting		name	0.00831765	0 ليك ألباني
ar	ALL	accounting		name	1234565.0	1,234,565 ليك ألباني
ar	ALL	accounting		name	-1230.05	‎-1,230 ليك ألباني
ar	AMD	accounting		name	0.0	0.00 درام أرميني
ar	AMD	accounting		name	1.2	1.20 درام أرميني
ar	AMD	accounting		name	0.00831765	0.01 درام أرميني
ar	AMD	accounting		name	1234565.0	1,234,565.00 درام أرميني
ar	AMD	accounting		name	-1230.05	‎-1,230.05 درام أرميني
ar	AOA	accounting		name	0.0	0.00 كوانزا أنغولي
ar	AOA	accounting		name	1.2	1.20 كوانزا أنغولي
ar	AOA	accounting		name	0.00831765	0.01 كوانزا أنغولي
ar	AOA	accounting		name	1234565.0	1,234,565.00 كوانزا أنغولي
ar	AOA	accounting		name	-1230.05	‎-1,230.05 كوانزا أنغولي
ar	ARS	accounting		name	0.0	0.00 بيزو أرجنتيني
ar	ARS	accounting		name	1.2	1.20 بيزو أرجنتيني
ar	ARS	accounting		name	0.00831765	0.01 بيزو أرجنتيني
ar	ARS	accounting		name	1234565.0	1,234,565.00 بيزو أرجنتيني
ar	ARS	accounting		name	-1230.05	‎-1,230.05 بيزو أرجنتيني
ar	AUD	accounting		name	0.0	0.00 دولار أسترالي
ar	AUD	accounting		name	1.2	1.20 دولار أسترالي
ar	AUD	accounting		name	0.00831765	0.01 دولار أسترالي
ar	AUD	accounting		name	1234565.0	1,234,565.00 دولار أسترالي
ar	AUD	accounting		name	-1230.05	‎-1,230.05 دولار أسترالي
ar	AWG	accounting		name	0.0	0.00 فلورن أروبي
ar	AWG	accounting		name	1.2	1.20 فلورن أروبي
ar	AWG	accounting		name	0.00831765	0.01 فلورن أروبي
ar	AWG	accounting		name	1234565.0	1,234,565.00 فلورن أروبي
ar	AWG	accounting		name	-1230.05	‎-1,230.05 فلورن أروبي
ar	AZN	accounting		name	0.0	0.00 مانت أذربيجاني
ar	AZN	accounting		name	1.2	1.20 مانت أذربيجاني
ar	AZN	accounting		name	0.00831765	0.01 مانت أذربيجاني
ar	AZN	accounting		name	1234565.0	1,234,565.00 مانت أذربيجاني
ar	AZN	accounting		name	-1230.05	‎-1,230.05 مانت أذربيجاني
ar	BAM	accounting		name	0.0	0.00 مارك البوسنة والهرسك قابل للتحويل
ar	BAM	accounting		name	1.2	1.20 مارك البوسنة والهرسك قابل للتحويل
ar	BAM	accounting		name	0.00831765	0.01 مارك البوسنة والهرسك قابل للتحويل
ar	BAM	accounting		name	1234565.0	1,234,565.00 مارك البوسنة والهرسك قابل للتحويل
ar	BAM	accounting		name	-1230.05	‎-1,230.05 مارك البوسنة والهرسك قابل للتحويل
ar	BBD	accounting		name	0.0	0.00 دولار بربادوسي
ar	BBD	accounting		name	1.2	1.20 دولار بربادوسي
ar	BBD	accounting		name	0.00831765	0.01 دولار بربادوسي
ar	BBD	accounting		name	1234565.0	1,234,565.00 دولار بربادوسي
ar	BBD	accounting		name	-1230.05	‎-1,230.05 دولار بربادوسي
ar	BDT	accounting		name	0.0	0.00 تاكا بنغلاديشي
ar	BDT	accounting		name	1.2	1.20 تاكا بنغلاديشي
ar	BDT	accounting		name	0.00831765	0.01 تاكا بنغلاديشي
