# locale	currency	currency_format_length	currency_format_type	currency_display	input	expected
en	AED	standard	accounting	name	1.2	1.20 UAE dirhams
en	AED	standard	accounting	name	-1230.05	-1,230.05 UAE dirhams
en	AFN	standard	accounting	name	1.2	1 Afghan Afghani
en	AFN	standard	accounting	name	-1230.05	-1,230 Afghan Afghanis
en	ALL	standard	accounting	name	1.2	1 Albanian lek
en	ALL	standard	accounting	name	-1230.05	-1,230 Albanian lekë
en	AMD	standard	accounting	name	1.2	1.20 Armenian drams
en	AMD	standard	accounting	name	-1230.05	-1,230.05 Armenian drams
en	AOA	standard	accounting	name	1.2	1.20 Angolan kwanzas
en	AOA	standard	accounting	name	-1230.05	-1,230.05 Angolan kwanzas
en	ARS	standard	accounting	name	1.2	1.20 Argentine pesos
en	ARS	standard	accounting	name	-1230.05	-1,230.05 Argentine pesos
en	AUD	standard	accounting	name	1.2	1.20 Australian dollars
en	AUD	standard	accounting	name	-1230.05	-1,230.05 Australian dollars
en	AWG	standard	accounting	name	1.2	1.20 Aruban florin
en	AWG	standard	accounting	name	-1230.05	-1,230.05 Aruban florin
en	AZN	standard	accounting	name	1.2	1.20 Azerbaijani manats
en	AZN	standard	accounting	name	-1230.05	-1,230.05 Azerbaijani manats
en	BAM	standard	accounting	name	1.2	1.20 Bosnia-Herzegovina convertible marks
en	BAM	standard	accounting	name	-1230.05	-1,230.05 Bosnia-Herzegovina convertible marks
en	BBD	standard	accounting	name	1.2	1.20 Barbadian dollars
en	BBD	standard	accounting	name	-1230.05	-1,230.05 Barbadian dollars
en	BDT	standard	accounting	name	1.2	1.20 Bangladeshi takas
en	BDT	standard	accounting	name	-1230.05	-1,230.05 Bangladeshi takas
en	BHD	standard	accounting	name	1.2	1.200 Bahraini dinars
en	BHD	standard	accounting	name	-1230.05	-1,230.050 Bahraini dinars
en	BIF	standard	accounting	name	1.2	1 Burundian franc
en	BIF	standard	accounting	name	-1230.05	-1,230 Burundian francs
en	BMD	standard	accounting	name	1.2	1.20 Bermudan dollars
en	BMD	standard	accounting	name	-1230.05	-1,230.05 Bermudan dollars
en	BND	standard	accounting	name	1.2	1.20 Brunei dollars
en	BND	standard	accounting	name	-1230.05	-1,230.05 Brunei dollars
en	BOB	standard	accounting	name	1.2	1.20 Bolivian bolivianos
en	BOB	standard	accounting	name	-1230.05	-1,230.05 Bolivian bolivianos
en	BRL	standard	accounting	name	1.2	1.20 Brazilian reals
en	BRL	standard	accounting	name	-1230.05	-1,230.05 Brazilian reals
en	BSD	standard	accounting	name	1.2	1.20 Bahamian dollars
en	BSD	standard	accounting	name	-1230.05	-1,230.05 Bahamian dollars
en	BTN	standard	accounting	name	1.2	1.20 Bhutanese ngultrums
en	BTN	standard	accounting	name	-1230.05	-1,230.05 Bhutanese ngultrums
en	BWP	standard	accounting	name	1.2	1.20 Botswanan pulas
en	BWP	standard	accounting	name	-1230.05	-1,230.05 Botswanan pulas
en	BYN	standard	accounting	name	1.2	1.20 Belarusian rubles
en	BYN	standard	accounting	name	-1230.05	-1,230.05 Belarusian rubles
en	BZD	standard	accounting	name	1.2	1.20 Belize dollars
en	BZD	standard	accounting	name	-1230.05	-1,230.05 Belize dollars
en	CAD	standard	accounting	name	1.2	1.20 Canadian dollars
en	CAD	standard	accounting	name	-1230.05	-1,230.05 Canadian dollars
en	CDF	standard	accounting	name	1.2	1.20 Congolese francs
en	CDF	standard	accounting	name	-1230.05	-1,230.05 Congolese francs
en	CHF	standard	accounting	name	1.2	1.20 Swiss francs
en	CHF	standard	accounting	name	-1230.05	-1,230.05 Swiss francs
en	CLP	standard	accounting	name	1.2	1 Chilean peso
en	CLP	standard	accounting	name	-1230.05	-1,230 Chilean pesos
en	CNY	standard	accounting	name	1.2	1.20 Chinese yuan
en	CNY	standard	accounting	name	-1230.05	-1,230.05 Chinese yuan
en	COP	standard	accounting	name	1.2	1 Colombian peso
en	COP	standard	accounting	name	-1230.05	-1,230 Colombian pesos
en	CRC	standard	accounting	name	1.2	1.20 Costa Rican colóns
en	CRC	standard	accounting	name	-1230.05	-1,230.05 Costa Rican colóns
en	CUP	standard	accounting	name	1.2	1.20 Cuban pesos
en	CUP	standard	accounting	name	-1230.05	-1,230.05 Cuban pesos
en	CVE	standard	accounting	name	1.2	1.20 Cape Verdean escudos
en	CVE	standard	accounting	name	-1230.05	-1,230.05 Cape Verdean escudos
en	CZK	standard	accounting	name	1.2	1.20 Czech korunas
en	CZK	standard	accounting	name	-1230.05	-1,230.05 Czech korunas
en	DJF	standard	accounting	name	1.2	1 Djiboutian franc
en	DJF	standard	accounting	name	-1230.05	-1,230 Djiboutian francs
en	DKK	standard	accounting	name	1.2	1.20 Danish kroner
en	DKK	standard	accounting	name	-1230.05	-1,230.05 Danish kroner
en	DOP	standard	accounting	name	1.2	1.20 Dominican pesos
en	DOP	standard	accounting	name	-1230.05	-1,230.05 Dominican pesos
en	DZD	standard	accounting	name	1.2	1.20 Algerian dinars
en	DZD	standard	accounting	name	-1230.05	-1,230.05 Algerian dinars
en	ERN	standard	accounting	name	1.2	1.20 Eritrean nakfas
en	ERN	standard	accounting	name	-1230.05	-1,230.05 Eritrean nakfas
en	ETB	standard	accounting	name	1.2	1.20 Ethiopian birrs
en	ETB	standard	accounting	name	-1230.05	-1,230.05 Ethiopian birrs
en	FJD	standard	accounting	name	1.2	1.20 Fijian dollars
en	FJD	standard	accounting	name	-1230.05	-1,230.05 Fijian dollars
en	FKP	standard	accounting	name	1.2	1.20 Falkland Islands pounds
en	FKP	standard	accounting	name	-1230.05	-1,230.05 Falkland Islands pounds
