locale	currency	currency_format_type	number_format_length	currency_display	input	expected
af	USD	accounting		name	0.0	0,00 VSA-dollar
af	USD	accounting		name	1.2	1,20 VSA-dollar
af	USD	accounting		name	0.00831765	0,01 VSA-dollar
af	USD	accounting		name	1234565.0	1 234 565,00 VSA-dollar
af	USD	accounting		name	-1230.05	-1 230,05 VSA-dollar
af	EUR	accounting		name	0.0	0,00 euro
af	EUR	accounting		name	1.2	1,20 euro
af	EUR	accounting		name	0.00831765	0,01 euro
af	EUR	accounting		name	1234565.0	1 234 565,00 euro
af	EUR	accounting		name	-1230.05	-1 230,05 euro
af	JPY	accounting		name	0.0	0 Japannese jen
af	JPY	accounting		name	1.2	1 Japannese jen
af	JPY	accounting		name	0.00831765	0 Japannese jen
af	JPY	accounting		name	1234565.0	1 234 565 Japannese jen
af	JPY	accounting		name	-1230.05	-1 230 Japannese jen
af	RUB	accounting		name	0.0	0,00 Russiese roebel
af	RUB	accounting		name	1.2	1,20 Russiese roebel
af	RUB	accounting		name	0.00831765	0,01 Russiese roebel
af	RUB	accounting		name	1234565.0	1 234 565,00 Russiese roebel
af	RUB	accounting		name	-1230.05	-1 230,05 Russiese roebel
af	EGP	accounting		name	0.0	0,00 Egiptiese pond
af	EGP	accounting		name	1.2	1,20 Egiptiese pond
af	EGP	accounting		name	0.00831765	0,01 Egiptiese pond
af	EGP	accounting		name	1234565.0	1 234 565,00 Egiptiese pond
af	EGP	accounting		name	-1230.05	-1 230,05 Egiptiese pond
am	USD	accounting		name	0.0	0.00 የአሜሪካን ዶላር
am	USD	accounting		name	1.2	1.20 የአሜሪካን ዶላር
am	USD	accounting		name	0.00831765	0.01 የአሜሪካን ዶላር
am	USD	accounting		name	1234565.0	1,234,565.00 የአሜሪካን ዶላር
am	USD	accounting		name	-1230.05	-1,230.05 የአሜሪካን ዶላር
am	EUR	accounting		name	0.0	0.00 ዩሮ
am	EUR	accounting		name	1.2	1.20 ዩሮ
am	EUR	accounting		name	0.00831765	0.01 ዩሮ
am	EUR	accounting		name	1234565.0	1,234,565.00 ዩሮ
am	EUR	accounting		name	-1230.05	-1,230.05 ዩሮ
am	JPY	accounting		name	0.0	0 የጃፓን የን
am	JPY	accounting		name	1.2	1 የጃፓን የን
am	JPY	accounting		name	0.00831765	0 የጃፓን የን
am	JPY	accounting		name	1234565.0	1,234,565 የጃፓን የን
am	JPY	accounting		name	-1230.05	-1,230 የጃፓን የን
