locale	currency	currency_format	value_format_length	currency_display	input	expected
ar	AED	standard	decimal	name	0.0	0.00 درهم إماراتي
ar	AED	standard	decimal	name	1.2	1.20 درهم إماراتي
ar	AED	standard	decimal	name	0.00831765	0.01 درهم إماراتي
ar	AED	standard	decimal	name	1234565.0	1,234,565.00 درهم إماراتي
ar	AED	standard	decimal	name	-1230.05	‎-1,230.05 درهم إماراتي
ar	AED	standard	compact-short	name	0.0	0 درهم إماراتي
ar	AED	standard	compact-short	name	1.2	1.2 درهم إماراتي
ar	AED	standard	compact-short	name	0.00831765	0.0083 درهم إماراتي
ar	AED	standard	compact-short	name	1234565.0	1.2 مليون درهم إماراتي
ar	AED	standard	compact-short	name	-1230.05	‎-1.2 ألف درهم إماراتي
ar	AED	accounting	decimal	name	0.0	0.00 درهم إماراتي
ar	AED	accounting	decimal	name	1.2	1.20 درهم إماراتي
ar	AED	accounting	decimal	name	0.00831765	0.01 درهم إماراتي
ar	AED	accounting	decimal	name	1234565.0	1,234,565.00 درهم إماراتي
ar	AED	accounting	decimal	name	-1230.05	‎-1,230.05 درهم إماراتي
ar	AED	accounting	compact-short	name	0.0	0 درهم إماراتي
ar	AED	accounting	compact-short	name	1.2	1.2 درهم إماراتي
ar	AED	accounting	compact-short	name	0.00831765	0.0083 درهم إماراتي
ar	AED	accounting	compact-short	name	1234565.0	1.2 مليون درهم إماراتي
ar	AED	accounting	compact-short	name	-1230.05	‎-1.2 ألف درهم إماراتي
ar	AFN	standard	decimal	name	0.0	0 أفغاني أفغانستاني
ar	AFN	standard	decimal	name	1.2	1 أفغاني أفغانستاني
ar	AFN	standard	decimal	name	0.00831765	0 أفغاني أفغانستاني
ar	AFN	standard	decimal	name	1234565.0	1,234,565 أفغاني أفغانستاني
ar	AFN	standard	decimal	name	-1230.05	‎-1,230 أفغاني أفغانستاني
ar	AFN	standard	compact-short	name	0.0	0 أفغاني أفغانستاني
ar	AFN	standard	compact-short	name	1.2	1.2 أفغاني أفغانستاني
ar	AFN	standard	compact-short	name	0.00831765	0.0083 أفغاني أفغانستاني
ar	AFN	standard	compact-short	name	1234565.0	1.2 مليون أفغاني أفغانستاني
ar	AFN	standard	compact-short	name	-1230.05	‎-1.2 ألف أفغاني أفغانستاني
ar	AFN	accounting	decimal	name	0.0	0 أفغاني أفغانستاني
ar	AFN	accounting	decimal	name	1.2	1 أفغاني أفغانستاني
ar	AFN	accounting	decimal	name	0.00831765	0 أفغاني أفغانستاني
ar	AFN	accounting	decimal	name	1234565.0	1,234,565 أفغاني أفغانستاني
ar	AFN	accounting	decimal	name	-1230.05	‎-1,230 أفغاني أفغانستاني
ar	AFN	accounting	compact-short	name	0.0	0 أفغاني أفغانستاني
ar	AFN	accounting	compact-short	name	1.2	1.2 أفغاني أفغانستاني
ar	AFN	accounting	compact-short	name	0.00831765	0.0083 أفغاني أفغانستاني
ar	AFN	accounting	compact-short	name	1234565.0	1.2 مليون أفغاني أفغانستاني
ar	AFN	accounting	compact-short	name	-1230.05	‎-1.2 ألف أفغاني أفغانستاني
ar	ALL	standard	decimal	name	0.0	0 ليك ألباني
ar	ALL	standard	decimal	name	1.2	1 ليك ألباني
ar	ALL	standard	decimal	name	0.00831765	0 ليك ألباني
ar	ALL	standard	decimal	name	1234565.0	1,234,565 ليك ألباني
ar	ALL	standard	decimal	name	-1230.05	‎-1,230 ليك ألباني
ar	ALL	standard	compact-short	name	0.0	0 ليك ألباني
ar	ALL	standard	compact-short	name	1.2	1.2 ليك ألباني
ar	ALL	standard	compact-short	name	0.00831765	0.0083 ليك ألباني
ar	ALL	standard	compact-short	name	1234565.0	1.2 مليون ليك ألباني
ar	ALL	standard	compact-short	name	-1230.05	‎-1.2 ألف ليك ألباني
ar	ALL	accounting	decimal	name	0.0	0 ليك ألباني
ar	ALL	accounting	decimal	name	1.2	1 ليك ألباني
ar	ALL	accounting	decimal	name	0.00831765	0 ليك ألباني
ar	ALL	accounting	decimal	name	1234565.0	1,234,565 ليك ألباني
ar	ALL	accounting	decimal	name	-1230.05	‎-1,230 ليك ألباني
ar	ALL	accounting	compact-short	name	0.0	0 ليك ألباني
ar	ALL	accounting	compact-short	name	1.2	1.2 ليك ألباني
ar	ALL	accounting	compact-short	name	0.00831765	0.0083 ليك ألباني
ar	ALL	accounting	compact-short	name	1234565.0	1.2 مليون ليك ألباني
ar	ALL	accounting	compact-short	name	-1230.05	‎-1.2 ألف ليك ألباني
ar	AMD	standard	decimal	name	0.0	0.00 درام أرميني
ar	AMD	standard	decimal	name	1.2	1.20 درام أرميني
ar	AMD	standard	decimal	name	0.00831765	0.01 درام أرميني
ar	AMD	standard	decimal	name	1234565.0	1,234,565.00 درام أرميني
ar	AMD	standard	decimal	name	-1230.05	‎-1,230.05 درام أرميني
ar	AMD	standard	compact-short	name	0.0	0 درام أرميني
ar	AMD	standard	compact-short	name	1.2	1.2 درام أرميني
ar	AMD	standard	compact-short	name	0.00831765	0.0083 درام أرميني
ar	AMD	standard	compact-short	name	1234565.0	1.2 مليون درام أرميني
ar	AMD	standard	compact-short	name	-1230.05	‎-1.2 ألف درام أرميني
ar	AMD	accounting	decimal	name	0.0	0.00 درام أرميني
ar	AMD	accounting	decimal	name	1.2	1.20 درام أرميني
ar	AMD	accounting	decimal	name	0.00831765	0.01 درام أرميني
ar	AMD	accounting	decimal	name	1234565.0	1,234,565.00 درام أرميني
ar	AMD	accounting	decimal	name	-1230.05	‎-1,230.05 درام أرميني
ar	AMD	accounting	compact-short	name	0.0	0 درام أرميني
ar	AMD	accounting	compact-short	name	1.2	1.2 درام أرميني
ar	AMD	accounting	compact-short	name	0.00831765	0.0083 درام أرميني
ar	AMD	accounting	compact-short	name	1234565.0	1.2 مليون درام أرميني
ar	AMD	accounting	compact-short	name	-1230.05	‎-1.2 ألف درام أرميني
ar	AOA	standard	decimal	name	0.0	0.00 كوانزا أنغولي
ar	AOA	standard	decimal	name	1.2	1.20 كوانزا أنغولي
ar	AOA	standard	decimal	name	0.00831765	0.01 كوانزا أنغولي
ar	AOA	standard	decimal	name	1234565.0	1,234,565.00 كوانزا أنغولي
ar	AOA	standard	decimal	name	-1230.05	‎-1,230.05 كوانزا أنغولي
ar	AOA	standard	compact-short	name	0.0	0 كوانزا أنغولي
ar	AOA	standard	compact-short	name	1.2	1.2 كوانزا أنغولي
ar	AOA	standard	compact-short	name	0.00831765	0.0083 كوانزا أنغولي
ar	AOA	standard	compact-short	name	1234565.0	1.2 مليون كوانزا أنغولي
ar	AOA	standard	compact-short	name	-1230.05	‎-1.2 ألف كوانزا أنغولي
ar	AOA	accounting	decimal	name	0.0	0.00 كوانزا أنغولي
ar	AOA	accounting	decimal	name	1.2	1.20 كوانزا أنغولي
ar	AOA	accounting	decimal	name	0.00831765	0.01 كوانزا أنغولي
ar	AOA	accounting	decimal	name	1234565.0	1,234,565.00 كوانزا أنغولي
ar	AOA	accounting	decimal	name	-1230.05	‎-1,230.05 كوانزا أنغولي
ar	AOA	accounting	compact-short	name	0.0	0 كوانزا أنغولي
ar	AOA	accounting	compact-short	name	1.2	1.2 كوانزا أنغولي
ar	AOA	accounting	compact-short	name	0.00831765	0.0083 كوانزا أنغولي
ar	AOA	accounting	compact-short	name	1234565.0	1.2 مليون كوانزا أنغولي
ar	AOA	accounting	compact-short	name	-1230.05	‎-1.2 ألف كوانزا أنغولي
ar	ARS	standard	decimal	name	0.0	0.00 بيزو أرجنتيني
ar	ARS	standard	decimal	name	1.2	1.20 بيزو أرجنتيني
