locale	currency	currency_format_type	number_format_length	currency_display	input	expected
af	USD	standard	long	symbol	0.0	USD 0
af	USD	standard	long	symbol	1.2	USD 1,2
af	USD	standard	long	symbol	0.00831765	USD 0,0083
af	USD	standard	long	symbol	1234565.0	USD 1,2 m
af	USD	standard	long	symbol	-1230.05	-USD 1,2 k
af	EUR	standard	long	symbol	0.0	€0
af	EUR	standard	long	symbol	1.2	€1,2
af	EUR	standard	long	symbol	0.00831765	€0,0083
af	EUR	standard	long	symbol	1234565.0	€1,2 m
af	EUR	standard	long	symbol	-1230.05	-€1,2 k
af	JPY	standard	long	symbol	0.0	JP¥0
af	JPY	standard	long	symbol	1.2	JP¥1,2
af	JPY	standard	long	symbol	0.00831765	JP¥0,0083
af	JPY	standard	long	symbol	1234565.0	JP¥1,2 m
af	JPY	standard	long	symbol	-1230.05	-JP¥1,2 k
af	RUB	standard	long	symbol	0.0	RUB 0
af	RUB	standard	long	symbol	1.2	RUB 1,2
af	RUB	standard	long	symbol	0.00831765	RUB 0,0083
af	RUB	standard	long	symbol	1234565.0	RUB 1,2 m
af	RUB	standard	long	symbol	-1230.05	-RUB 1,2 k
af	EGP	standard	long	symbol	0.0	EGP 0
af	EGP	standard	long	symbol	1.2	EGP 1,2
af	EGP	standard	long	symbol	0.00831765	EGP 0,0083
af	EGP	standard	long	symbol	1234565.0	EGP 1,2 m
af	EGP	standard	long	symbol	-1230.05	-EGP 1,2 k
am	USD	standard	long	symbol	0.0	US$0
am	USD	standard	long	symbol	1.2	US$1.2
am	USD	standard	long	symbol	0.00831765	US$0.0083
am	USD	standard	long	symbol	1234565.0	US$1.2 ሚ
am	USD	standard	long	symbol	-1230.05	-US$1.2 ሺ
am	EUR	standard	long	symbol	0.0	€0
am	EUR	standard	long	symbol	1.2	€1.2
am	EUR	standard	long	symbol	0.00831765	€0.0083
am	EUR	standard	long	symbol	1234565.0	€1.2 ሚ
am	EUR	standard	long	symbol	-1230.05	-€1.2 ሺ
am	JPY	standard	long	symbol	0.0	JP¥0
am	JPY	standard	long	symbol	1.2	JP¥1.2
am	JPY	standard	long	symbol	0.00831765	JP¥0.0083
am	JPY	standard	long	symbol	1234565.0	JP¥1.2 ሚ
am	JPY	standard	long	symbol	-1230.05	-JP¥1.2 ሺ
am	RUB	standard	long	symbol	0.0	RUB 0
am	RUB	standard	long	symbol	1.2	RUB 1.2
am	RUB	standard	long	symbol	0.00831765	RUB 0.0083
am	RUB	standard	long	symbol	1234565.0	RUB 1.2 ሚ
am	RUB	standard	long	symbol	-1230.05	-RUB 1.2 ሺ
am	EGP	standard	long	symbol	0.0	EGP 0
am	EGP	standard	long	symbol	1.2	EGP 1.2
am	EGP	standard	long	symbol	0.00831765	EGP 0.0083
am	EGP	standard	long	symbol	1234565.0	EGP 1.2 ሚ
am	EGP	standard	long	symbol	-1230.05	-EGP 1.2 ሺ
as	USD	standard	long	symbol	0.0	US$ ০
as	USD	standard	long	symbol	1.2	US$ ১.২
as	USD	standard	long	symbol	0.00831765	US$ ০.০০৮৩
as	USD	standard	long	symbol	1234565.0	US$ ১.২ নিযুত
as	USD	standard	long	symbol	-1230.05	-US$ ১.২ হাজাৰ
as	EUR	standard	long	symbol	0.0	€ ০
as	EUR	standard	long	symbol	1.2	€ ১.২
as	EUR	standard	long	symbol	0.00831765	€ ০.০০৮৩
as	EUR	standard	long	symbol	1234565.0	€ ১.২ নিযুত
as	EUR	standard	long	symbol	-1230.05	-€ ১.২ হাজাৰ
as	JPY	standard	long	symbol	0.0	JP¥ ০
as	JPY	standard	long	symbol	1.2	JP¥ ১.২
as	JPY	standard	long	symbol	0.00831765	JP¥ ০.০০৮৩
as	JPY	standard	long	symbol	1234565.0	JP¥ ১.২ নিযুত
as	JPY	standard	long	symbol	-1230.05	-JP¥ ১.২ হাজাৰ
as	RUB	standard	long	symbol	0.0	RUB ০
as	RUB	standard	long	symbol	1.2	RUB ১.২
as	RUB	standard	long	symbol	0.00831765	RUB ০.০০৮৩
as	RUB	standard	long	symbol	1234565.0	RUB ১.২ নিযুত
as	RUB	standard	long	symbol	-1230.05	-RUB ১.২ হাজাৰ
as	EGP	standard	long	symbol	0.0	EGP ০
as	EGP	standard	long	symbol	1.2	EGP ১.২
as	EGP	standard	long	symbol	0.00831765	EGP ০.০০৮৩
as	EGP	standard	long	symbol	1234565.0	EGP ১.২ নিযুত
as	EGP	standard	long	symbol	-1230.05	-EGP ১.২ হাজাৰ
az	USD	standard	long	symbol	0.0	0 US$
az	USD	standard	long	symbol	1.2	1,2 US$
az	USD	standard	long	symbol	0.00831765	0,0083 US$
az	USD	standard	long	symbol	1234565.0	1,2 mln US$
az	USD	standard	long	symbol	-1230.05	-1,2K US$
az	EUR	standard	long	symbol	0.0	0 €
az	EUR	standard	long	symbol	1.2	1,2 €
az	EUR	standard	long	symbol	0.00831765	0,0083 €
az	EUR	standard	long	symbol	1234565.0	1,2 mln €
az	EUR	standard	long	symbol	-1230.05	-1,2K €
az	JPY	standard	long	symbol	0.0	0 JP¥
az	JPY	standard	long	symbol	1.2	1,2 JP¥
az	JPY	standard	long	symbol	0.00831765	0,0083 JP¥
az	JPY	standard	long	symbol	1234565.0	1,2 mln JP¥
az	JPY	standard	long	symbol	-1230.05	-1,2K JP¥
az	RUB	standard	long	symbol	0.0	0 RUB
az	RUB	standard	long	symbol	1.2	1,2 RUB
az	RUB	standard	long	symbol	0.00831765	0,0083 RUB
az	RUB	standard	long	symbol	1234565.0	1,2 mln RUB
az	RUB	standard	long	symbol	-1230.05	-1,2K RUB
az	EGP	standard	long	symbol	0.0	0 EGP
az	EGP	standard	long	symbol	1.2	1,2 EGP
az	EGP	standard	long	symbol	0.00831765	0,0083 EGP
az	EGP	standard	long	symbol	1234565.0	1,2 mln EGP
az	EGP	standard	long	symbol	-1230.05	-1,2K EGP
be	USD	standard	long	symbol	0.0	0 $
be	USD	standard	long	symbol	1.2	1,2 $
be	USD	standard	long	symbol	0.00831765	0,0083 $
be	USD	standard	long	symbol	1234565.0	1,2 млн $
be	USD	standard	long	symbol	-1230.05	-1,2 тыс. $
be	EUR	standard	long	symbol	0.0	0 €
be	EUR	standard	long	symbol	1.2	1,2 €
be	EUR	standard	long	symbol	0.00831765	0,0083 €
be	EUR	standard	long	symbol	1234565.0	1,2 млн €
be	EUR	standard	long	symbol	-1230.05	-1,2 тыс. €
be	JPY	standard	long	symbol	0.0	0 ¥
be	JPY	standard	long	symbol	1.2	1,2 ¥
be	JPY	standard	long	symbol	0.00831765	0,0083 ¥
be	JPY	standard	long	symbol	1234565.0	1,2 млн ¥
be	JPY	standard	long	symbol	-1230.05	-1,2 тыс. ¥
be	RUB	standard	long	symbol	0.0	0 ₽
be	RUB	standard	long	symbol	1.2	1,2 ₽
be	RUB	standard	long	symbol	0.00831765	0,0083 ₽
be	RUB	standard	long	symbol	1234565.0	1,2 млн ₽
be	RUB	standard	long	symbol	-1230.05	-1,2 тыс. ₽
be	EGP	standard	long	symbol	0.0	0 EGP
be	EGP	standard	long	symbol	1.2	1,2 EGP
be	EGP	standard	long	symbol	0.00831765	0,0083 EGP
be	EGP	standard	long	symbol	1234565.0	1,2 млн EGP
be	EGP	standard	long	symbol	-1230.05	-1,2 тыс. EGP
bg	USD	standard	long	symbol	0.0	0 щ.д.
bg	USD	standard	long	symbol	1.2	1,2 щ.д.
bg	USD	standard	long	symbol	0.00831765	0,0083 щ.д.
bg	USD	standard	long	symbol	1234565.0	1,2 млн. щ.д.
bg	USD	standard	long	symbol	-1230.05	-1,2 хил. щ.д.
bg	EUR	standard	long	symbol	0.0	0 €
bg	EUR	standard	long	symbol	1.2	1,2 €
bg	EUR	standard	long	symbol	0.00831765	0,0083 €
bg	EUR	standard	long	symbol	1234565.0	1,2 млн. €
bg	EUR	standard	long	symbol	-1230.05	-1,2 хил. €
bg	JPY	standard	long	symbol	0.0	0 JPY
bg	JPY	standard	long	symbol	1.2	1,2 JPY
bg	JPY	standard	long	symbol	0.00831765	0,0083 JPY
bg	JPY	standard	long	symbol	1234565.0	1,2 млн. JPY
bg	JPY	standard	long	symbol	-1230.05	-1,2 хил. JPY
bg	RUB	standard	long	symbol	0.0	0 RUB
bg	RUB	standard	long	symbol	1.2	1,2 RUB
bg	RUB	standard	long	symbol	0.00831765	0,0083 RUB
bg	RUB	standard	long	symbol	1234565.0	1,2 млн. RUB
bg	RUB	standard	long	symbol	-1230.05	-1,2 хил. RUB
bg	EGP	standard	long	symbol	0.0	0 EGP
bg	EGP	standard	long	symbol	1.2	1,2 EGP
bg	EGP	standard	long	symbol	0.00831765	0,0083 EGP
bg	EGP	standard	long	symbol	1234565.0	1,2 млн. EGP
bg	EGP	standard	long	symbol	-1230.05	-1,2 хил. EGP
bs	USD	standard	long	symbol	0.0	0 USD
bs	USD	standard	long	symbol	1.2	1,2 USD
bs	USD	standard	long	symbol	0.00831765	0,0083 USD
bs	USD	standard	long	symbol	1234565.0	1,2 mil. USD
bs	USD	standard	long	symbol	-1230.05	-1,2 hilj. USD
bs	EUR	standard	long	symbol	0.0	0 €
bs	EUR	standard	long	symbol	1.2	1,2 €
bs	EUR	standard	long	symbol	0.00831765	0,0083 €
bs	EUR	standard	long	symbol	1234565.0	1,2 mil. €
bs	EUR	standard	long	symbol	-1230.05	-1,2 hilj. €
bs	JPY	standard	long	symbol	0.0	0 ¥
bs	JPY	standard	long	symbol	1.2	1,2 ¥
bs	JPY	standard	long	symbol	0.00831765	0,0083 ¥
bs	JPY	standard	long	symbol	1234565.0	1,2 mil. ¥
bs	JPY	standard	long	symbol	-1230.05	-1,2 hilj. ¥
bs	RUB	standard	long	symbol	0.0	0 RUB
bs	RUB	standard	long	symbol	1.2	1,2 RUB
bs	RUB	standard	long	symbol	0.00831765	0,0083 RUB
bs	RUB	standard	long	symbol	1234565.0	1,2 mil. RUB
bs	RUB	standard	long	symbol	-1230.05	-1,2 hilj. RUB
bs	EGP	standard	long	symbol	0.0	0 EGP
bs	EGP	standard	long	symbol	1.2	1,2 EGP
bs	EGP	standard	long	symbol	0.00831765	0,0083 EGP
bs	EGP	standard	long	symbol	1234565.0	1,2 mil. EGP
bs	EGP	standard	long	symbol	-1230.05	-1,2 hilj. EGP
ca	USD	standard	long	symbol	0.0	0 USD
ca	USD	standard	long	symbol	1.2	1,2 USD
ca	USD	standard	long	symbol	0.00831765	0,0083 USD
ca	USD	standard	long	symbol	1234565.0	1,2 M USD
ca	USD	standard	long	symbol	-1230.05	-1,2 k USD
ca	EUR	standard	long	symbol	0.0	0 €
ca	EUR	standard	long	symbol	1.2	1,2 €
ca	EUR	standard	long	symbol	0.00831765	0,0083 €
ca	EUR	standard	long	symbol	1234565.0	1,2 M €
ca	EUR	standard	long	symbol	-1230.05	-1,2 k €
ca	JPY	standard	long	symbol	0.0	0 ¥
ca	JPY	standard	long	symbol	1.2	1,2 ¥
ca	JPY	standard	long	symbol	0.00831765	0,0083 ¥
ca	JPY	standard	long	symbol	1234565.0	1,2 M ¥
ca	JPY	standard	long	symbol	-1230.05	-1,2 k ¥
ca	RUB	standard	long	symbol	0.0	0 RUB
ca	RUB	standard	long	symbol	1.2	1,2 RUB
ca	RUB	standard	long	symbol	0.00831765	0,0083 RUB
ca	RUB	standard	long	symbol	1234565.0	1,2 M RUB
ca	RUB	standard	long	symbol	-1230.05	-1,2 k RUB
ca	EGP	standard	long	symbol	0.0	0 EGP
ca	EGP	standard	long	symbol	1.2	1,2 EGP
ca	EGP	standard	long	symbol	0.00831765	0,0083 EGP
ca	EGP	standard	long	symbol	1234565.0	1,2 M EGP
ca	EGP	standard	long	symbol	-1230.05	-1,2 k EGP
cs	USD	standard	long	symbol	0.0	0 US$
cs	USD	standard	long	symbol	1.2	1,2 US$
cs	USD	standard	long	symbol	0.00831765	0,0083 US$
cs	USD	standard	long	symbol	1234565.0	1,2 mil. US$
cs	USD	standard	long	symbol	-1230.05	-1,2 tis. US$
cs	EUR	standard	long	symbol	0.0	0 €
cs	EUR	standard	long	symbol	1.2	1,2 €
cs	EUR	standard	long	symbol	0.00831765	0,0083 €
cs	EUR	standard	long	symbol	1234565.0	1,2 mil. €
cs	EUR	standard	long	symbol	-1230.05	-1,2 tis. €
cs	JPY	standard	long	symbol	0.0	0 JP¥
cs	JPY	standard	long	symbol	1.2	1,2 JP¥
cs	JPY	standard	long	symbol	0.00831765	0,0083 JP¥
cs	JPY	standard	long	symbol	1234565.0	1,2 mil. JP¥
cs	JPY	standard	long	symbol	-1230.05	-1,2 tis. JP¥
cs	RUB	standard	long	symbol	0.0	0 RUB
cs	RUB	standard	long	symbol	1.2	1,2 RUB
cs	RUB	standard	long	symbol	0.00831765	0,0083 RUB
cs	RUB	standard	long	symbol	1234565.0	1,2 mil. RUB
cs	RUB	standard	long	symbol	-1230.05	-1,2 tis. RUB
cs	EGP	standard	long	symbol	0.0	0 EGP
cs	EGP	standard	long	symbol	1.2	1,2 EGP
cs	EGP	standard	long	symbol	0.00831765	0,0083 EGP
cs	EGP	standard	long	symbol	1234565.0	1,2 mil. EGP
cs	EGP	standard	long	symbol	-1230.05	-1,2 tis. EGP
cy	USD	standard	long	symbol	0.0	US$0
cy	USD	standard	long	symbol	1.2	US$1.2
cy	USD	standard	long	symbol	0.00831765	US$0.0083
cy	USD	standard	long	symbol	1234565.0	US$1.2M
cy	USD	standard	long	symbol	-1230.05	-US$1.2K
cy	EUR	standard	long	symbol	0.0	€0
cy	EUR	standard	long	symbol	1.2	€1.2
cy	EUR	standard	long	symbol	0.00831765	€0.0083
cy	EUR	standard	long	symbol	1234565.0	€1.2M
cy	EUR	standard	long	symbol	-1230.05	-€1.2K
cy	JPY	standard	long	symbol	0.0	JP¥0
cy	JPY	standard	long	symbol	1.2	JP¥1.2
cy	JPY	standard	long	symbol	0.00831765	JP¥0.0083
cy	JPY	standard	long	symbol	1234565.0	JP¥1.2M
cy	JPY	standard	long	symbol	-1230.05	-JP¥1.2K
cy	RUB	standard	long	symbol	0.0	RUB 0
cy	RUB	standard	long	symbol	1.2	RUB 1.2
cy	RUB	standard	long	symbol	0.00831765	RUB 0.0083
cy	RUB	standard	long	symbol	1234565.0	RUB 1.2M
cy	RUB	standard	long	symbol	-1230.05	-RUB 1.2K
cy	EGP	standard	long	symbol	0.0	EGP 0
cy	EGP	standard	long	symbol	1.2	EGP 1.2
cy	EGP	standard	long	symbol	0.00831765	EGP 0.0083
cy	EGP	standard	long	symbol	1234565.0	EGP 1.2M
cy	EGP	standard	long	symbol	-1230.05	-EGP 1.2K
da	USD	standard	long	symbol	0.0	0 US$
da	USD	standard	long	symbol	1.2	1,2 US$
da	USD	standard	long	symbol	0.00831765	0,0083 US$
da	USD	standard	long	symbol	1234565.0	1,2 mio. US$
