locale	currency	currency_format	value_format_length	currency_display	input	expected
ar	USD	standard	decimal	narrowSymbol	-5.0E12	‏‎-5,000,000,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1.5E12	‏‎-1,500,000,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1.0E12	‏‎-1,000,000,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-5.0E11	‏‎-500,000,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1.5E11	‏‎-150,000,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1.0E11	‏‎-100,000,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-5.0E10	‏‎-50,000,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1.5E10	‏‎-15,000,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1.0E10	‏‎-10,000,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-5.0E9	‏‎-5,000,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1.5E9	‏‎-1,500,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1.0E9	‏‎-1,000,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-5.0E8	‏‎-500,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1.5E8	‏‎-150,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1.0E8	‏‎-100,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-5.0E7	‏‎-50,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1.5E7	‏‎-15,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1.0E7	‏‎-10,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-5000000.0	‏‎-5,000,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1500000.0	‏‎-1,500,000.00 US$
ar	USD	standard	decimal	narrowSymbol	-1234567.0	‏‎-1,234,567.00 US$
ar	USD	standard	decimal	narrowSymbol	-1234565.0	‏‎-1,234,565.00 US$
ar	USD	standard	decimal	narrowSymbol	-1000000.0	‏‎-1,000,000.00 US$
