7214	//ldml/units/unitLength[@type]/unit[@type]/unitPattern[@count][@case]
5929	//ldml/numbers/currencyFormats[@numberSystem]/currencyFormatLength[@type]/currencyFormat[@type]/pattern[@type][@count][@alt]
228	//ldml/dates/calendars/calendar[@type]/dayPeriods/dayPeriodContext[@type]/dayPeriodWidth[@type]/dayPeriod[@type][@alt]
208	//ldml/units/unitLength[@type]/compoundUnit[@type]/compoundUnitPattern1[@count][@gender][@case]
203	//ldml/dates/calendars/calendar[@type]/dateTimeFormats/availableFormats/dateFormatItem[@id][@alt]
180	//ldml/dates/calendars/calendar[@type]/dateTimeFormats/intervalFormats/intervalFormatItem[@id]/greatestDifference[@id][@alt]
161	//ldml/units/unitLength[@type]/unit[@type]/gender
144	//ldml/dates/calendars/calendar[@type]/timeFormats/timeFormatLength[@type]/timeFormat[@type]/pattern[@type][@alt]
90	//ldml/units/unitLength[@type]/compoundUnit[@type]/compoundUnitPattern1[@count][@case]
76	//ldml/numbers/symbols[@numberSystem]/timeSeparator[@alt]
72	//ldml/dates/calendars/calendar[@type]/timeFormats/timeFormatLength[@type]/timeFormat[@type]/datetimeSkeleton[@alt]
34	//ldml/units/unitLength[@type]/compoundUnit[@type]/compoundUnitPattern1[@count][@gender]
28	//ldml/contextTransforms/contextTransformUsage[@type]/contextTransform[@type]
23	//ldml/typographicNames/styleName[@type][@subtype][@alt]
18	//ldml/dates/calendars/calendar[@type]/dateFormats/dateFormatLength[@type]/dateFormat[@type]/pattern[@type][@alt]
17	//ldml/numbers/minimalPairs/caseMinimalPairs[@case]
12	//ldml/personNames/personName[@order][@length][@usage][@formality]/namePattern[@alt]
5	//ldml/numbers/minimalPairs/genderMinimalPairs[@gender]
5	//ldml/numbers/currencies/currency[@type]/decimal
5	//ldml/numbers/currencies/currency[@type]/group
4	//ldml/numbers/currencies/currency[@type]/pattern[@type]
4	//ldml/dates/timeZoneNames/zone[@type]/exemplarCity[@alt]
3	//ldml/localeDisplayNames/subdivisions/subdivision[@type]
3	//ldml/dates/fields/field[@type]/displayName[@alt]
3	//ldml/localeDisplayNames/types/type[@key][@type][@alt]
3	//ldml/units/durationUnit[@type]/durationUnitPattern[@alt]
2	//ldml/dates/timeZoneNames/zone[@type]/short/daylight
1	//ldml/numbers/otherNumberingSystems/traditional
1	//ldml/numbers/defaultNumberingSystem[@alt]
1	//ldml/typographicNames/featureName[@type][@alt]
1	//ldml/localeDisplayNames/variants/variant[@type][@alt]
1	//ldml/numbers/otherNumberingSystems/finance
