locale	number_format	compact_length	currency_length	currency	input	expected
ar	compact-currency	short	long	AED	0.0	0 درهم إماراتي
ar	compact-currency	short	long	AED	1.2	1.2 درهم إماراتي
ar	compact-currency	short	long	AED	0.00831765	0.0083 درهم إماراتي
ar	compact-currency	short	long	AED	1234565.0	1.2 مليون درهم إماراتي
ar	compact-currency	short	long	AED	-1230.05	‎-1.2 ألف درهم إماراتي
ar	compact-currency	short	long	AFN	0.0	0 أفغاني أفغانستاني
ar	compact-currency	short	long	AFN	1.2	1.2 أفغاني أفغانستاني
ar	compact-currency	short	long	AFN	0.00831765	0.0083 أفغاني أفغانستاني
ar	compact-currency	short	long	AFN	1234565.0	1.2 مليون أفغاني أفغانستاني
ar	compact-currency	short	long	AFN	-1230.05	‎-1.2 ألف أفغاني أفغانستاني
ar	compact-currency	short	long	ALL	0.0	0 ليك ألباني
ar	compact-currency	short	long	ALL	1.2	1.2 ليك ألباني
ar	compact-currency	short	long	ALL	0.00831765	0.0083 ليك ألباني
ar	compact-currency	short	long	ALL	1234565.0	1.2 مليون ليك ألباني
ar	compact-currency	short	long	ALL	-1230.05	‎-1.2 ألف ليك ألباني
ar	compact-currency	short	long	AMD	0.0	0 درام أرميني
ar	compact-currency	short	long	AMD	1.2	1.2 درام أرميني
ar	compact-currency	short	long	AMD	0.00831765	0.0083 درام أرميني
ar	compact-currency	short	long	AMD	1234565.0	1.2 مليون درام أرميني
ar	compact-currency	short	long	AMD	-1230.05	‎-1.2 ألف درام أرميني
ar	compact-currency	short	long	AOA	0.0	0 كوانزا أنغولي
ar	compact-currency	short	long	AOA	1.2	1.2 كوانزا أنغولي
ar	compact-currency	short	long	AOA	0.00831765	0.0083 كوانزا أنغولي
ar	compact-currency	short	long	AOA	1234565.0	1.2 مليون كوانزا أنغولي
ar	compact-currency	short	long	AOA	-1230.05	‎-1.2 ألف كوانزا أنغولي
ar	compact-currency	short	long	ARS	0.0	0 بيزو أرجنتيني
ar	compact-currency	short	long	ARS	1.2	1.2 بيزو أرجنتيني
ar	compact-currency	short	long	ARS	0.00831765	0.0083 بيزو أرجنتيني
ar	compact-currency	short	long	ARS	1234565.0	1.2 مليون بيزو أرجنتيني
ar	compact-currency	short	long	ARS	-1230.05	‎-1.2 ألف بيزو أرجنتيني
ar	compact-currency	short	long	AUD	0.0	0 دولار أسترالي
ar	compact-currency	short	long	AUD	1.2	1.2 دولار أسترالي
ar	compact-currency	short	long	AUD	0.00831765	0.0083 دولار أسترالي
