locale	number_format	compact_length	currency_length	currency	input	expected
ar	compact-currency	short	short	AED	0.0	‏0 د.إ.‏
ar	compact-currency	short	short	AED	1.2	‏1.2 د.إ.‏
ar	compact-currency	short	short	AED	0.00831765	‏0.0083 د.إ.‏
ar	compact-currency	short	short	AED	1234565.0	‏1.2 مليون د.إ.‏
ar	compact-currency	short	short	AED	-1230.05	‎-‏1.2 ألف د.إ.‏
ar	compact-currency	short	short	AFN	0.0	‏0 AFN
ar	compact-currency	short	short	AFN	1.2	‏1.2 AFN
ar	compact-currency	short	short	AFN	0.00831765	‏0.0083 AFN
ar	compact-currency	short	short	AFN	1234565.0	‏1.2 مليون AFN
ar	compact-currency	short	short	AFN	-1230.05	‎-‏1.2 ألف AFN
ar	compact-currency	short	short	ALL	0.0	‏0 ALL
ar	compact-currency	short	short	ALL	1.2	‏1.2 ALL
ar	compact-currency	short	short	ALL	0.00831765	‏0.0083 ALL
ar	compact-currency	short	short	ALL	1234565.0	‏1.2 مليون ALL
ar	compact-currency	short	short	ALL	-1230.05	‎-‏1.2 ألف ALL
ar	compact-currency	short	short	AMD	0.0	‏0 AMD
ar	compact-currency	short	short	AMD	1.2	‏1.2 AMD
ar	compact-currency	short	short	AMD	0.00831765	‏0.0083 AMD
ar	compact-currency	short	short	AMD	1234565.0	‏1.2 مليون AMD
ar	compact-currency	short	short	AMD	-1230.05	‎-‏1.2 ألف AMD
ar	compact-currency	short	short	AOA	0.0	‏0 AOA
ar	compact-currency	short	short	AOA	1.2	‏1.2 AOA
ar	compact-currency	short	short	AOA	0.00831765	‏0.0083 AOA
ar	compact-currency	short	short	AOA	1234565.0	‏1.2 مليون AOA
ar	compact-currency	short	short	AOA	-1230.05	‎-‏1.2 ألف AOA
ar	compact-currency	short	short	ARS	0.0	‏0 ARS
ar	compact-currency	short	short	ARS	1.2	‏1.2 ARS
ar	compact-currency	short	short	ARS	0.00831765	‏0.0083 ARS
ar	compact-currency	short	short	ARS	1234565.0	‏1.2 مليون ARS
ar	compact-currency	short	short	ARS	-1230.05	‎-‏1.2 ألف ARS
ar	compact-currency	short	short	AUD	0.0	‏0 AU$
ar	compact-currency	short	short	AUD	1.2	‏1.2 AU$
ar	compact-currency	short	short	AUD	0.00831765	‏0.0083 AU$
ar	compact-currency	short	short	AUD	1234565.0	‏1.2 مليون AU$
ar	compact-currency	short	short	AUD	-1230.05	‎-‏1.2 ألف AU$
ar	compact-currency	short	short	AWG	0.0	‏0 AWG
ar	compact-currency	short	short	AWG	1.2	‏1.2 AWG
ar	compact-currency	short	short	AWG	0.00831765	‏0.0083 AWG
ar	compact-currency	short	short	AWG	1234565.0	‏1.2 مليون AWG
ar	compact-currency	short	short	AWG	-1230.05	‎-‏1.2 ألف AWG
ar	compact-currency	short	short	AZN	0.0	‏0 AZN
ar	compact-currency	short	short	AZN	1.2	‏1.2 AZN
ar	compact-currency	short	short	AZN	0.00831765	‏0.0083 AZN
ar	compact-currency	short	short	AZN	1234565.0	‏1.2 مليون AZN
ar	compact-currency	short	short	AZN	-1230.05	‎-‏1.2 ألف AZN
ar	compact-currency	short	short	BAM	0.0	‏0 BAM
ar	compact-currency	short	short	BAM	1.2	‏1.2 BAM
ar	compact-currency	short	short	BAM	0.00831765	‏0.0083 BAM
ar	compact-currency	short	short	BAM	1234565.0	‏1.2 مليون BAM
ar	compact-currency	short	short	BAM	-1230.05	‎-‏1.2 ألف BAM
ar	compact-currency	short	short	BBD	0.0	‏0 BBD
ar	compact-currency	short	short	BBD	1.2	‏1.2 BBD
ar	compact-currency	short	short	BBD	0.00831765	‏0.0083 BBD
ar	compact-currency	short	short	BBD	1234565.0	‏1.2 مليون BBD
ar	compact-currency	short	short	BBD	-1230.05	‎-‏1.2 ألف BBD
ar	compact-currency	short	short	BDT	0.0	‏0 BDT
ar	compact-currency	short	short	BDT	1.2	‏1.2 BDT
ar	compact-currency	short	short	BDT	0.00831765	‏0.0083 BDT
ar	compact-currency	short	short	BDT	1234565.0	‏1.2 مليون BDT
ar	compact-currency	short	short	BDT	-1230.05	‎-‏1.2 ألف BDT
ar	compact-currency	short	short	BHD	0.0	‏0 د.ب.‏
ar	compact-currency	short	short	BHD	1.2	‏1.2 د.ب.‏
ar	compact-currency	short	short	BHD	0.00831765	‏0.0083 د.ب.‏
ar	compact-currency	short	short	BHD	1234565.0	‏1.2 مليون د.ب.‏
ar	compact-currency	short	short	BHD	-1230.05	‎-‏1.2 ألف د.ب.‏
ar	compact-currency	short	short	BIF	0.0	‏0 BIF
ar	compact-currency	short	short	BIF	1.2	‏1.2 BIF
ar	compact-currency	short	short	BIF	0.00831765	‏0.0083 BIF
ar	compact-currency	short	short	BIF	1234565.0	‏1.2 مليون BIF
ar	compact-currency	short	short	BIF	-1230.05	‎-‏1.2 ألف BIF
ar	compact-currency	short	short	BMD	0.0	‏0 BMD
ar	compact-currency	short	short	BMD	1.2	‏1.2 BMD
ar	compact-currency	short	short	BMD	0.00831765	‏0.0083 BMD
ar	compact-currency	short	short	BMD	1234565.0	‏1.2 مليون BMD
ar	compact-currency	short	short	BMD	-1230.05	‎-‏1.2 ألف BMD
ar	compact-currency	short	short	BND	0.0	‏0 BND
ar	compact-currency	short	short	BND	1.2	‏1.2 BND
ar	compact-currency	short	short	BND	0.00831765	‏0.0083 BND
ar	compact-currency	short	short	BND	1234565.0	‏1.2 مليون BND
ar	compact-currency	short	short	BND	-1230.05	‎-‏1.2 ألف BND
ar	compact-currency	short	short	BOB	0.0	‏0 BOB
ar	compact-currency	short	short	BOB	1.2	‏1.2 BOB
ar	compact-currency	short	short	BOB	0.00831765	‏0.0083 BOB
ar	compact-currency	short	short	BOB	1234565.0	‏1.2 مليون BOB
ar	compact-currency	short	short	BOB	-1230.05	‎-‏1.2 ألف BOB
ar	compact-currency	short	short	BRL	0.0	‏0 R$
ar	compact-currency	short	short	BRL	1.2	‏1.2 R$
ar	compact-currency	short	short	BRL	0.00831765	‏0.0083 R$
ar	compact-currency	short	short	BRL	1234565.0	‏1.2 مليون R$
ar	compact-currency	short	short	BRL	-1230.05	‎-‏1.2 ألف R$
ar	compact-currency	short	short	BSD	0.0	‏0 BSD
ar	compact-currency	short	short	BSD	1.2	‏1.2 BSD
ar	compact-currency	short	short	BSD	0.00831765	‏0.0083 BSD
ar	compact-currency	short	short	BSD	1234565.0	‏1.2 مليون BSD
ar	compact-currency	short	short	BSD	-1230.05	‎-‏1.2 ألف BSD
ar	compact-currency	short	short	BTN	0.0	‏0 BTN
ar	compact-currency	short	short	BTN	1.2	‏1.2 BTN
ar	compact-currency	short	short	BTN	0.00831765	‏0.0083 BTN
ar	compact-currency	short	short	BTN	1234565.0	‏1.2 مليون BTN
ar	compact-currency	short	short	BTN	-1230.05	‎-‏1.2 ألف BTN
ar	compact-currency	short	short	BWP	0.0	‏0 BWP
ar	compact-currency	short	short	BWP	1.2	‏1.2 BWP
ar	compact-currency	short	short	BWP	0.00831765	‏0.0083 BWP
ar	compact-currency	short	short	BWP	1234565.0	‏1.2 مليون BWP
ar	compact-currency	short	short	BWP	-1230.05	‎-‏1.2 ألف BWP
ar	compact-currency	short	short	BYN	0.0	‏0 BYN
ar	compact-currency	short	short	BYN	1.2	‏1.2 BYN
ar	compact-currency	short	short	BYN	0.00831765	‏0.0083 BYN
ar	compact-currency	short	short	BYN	1234565.0	‏1.2 مليون BYN
ar	compact-currency	short	short	BYN	-1230.05	‎-‏1.2 ألف BYN
ar	compact-currency	short	short	BZD	0.0	‏0 BZD
ar	compact-currency	short	short	BZD	1.2	‏1.2 BZD
ar	compact-currency	short	short	BZD	0.00831765	‏0.0083 BZD
ar	compact-currency	short	short	BZD	1234565.0	‏1.2 مليون BZD
ar	compact-currency	short	short	BZD	-1230.05	‎-‏1.2 ألف BZD
ar	compact-currency	short	short	CAD	0.0	‏0 CA$
ar	compact-currency	short	short	CAD	1.2	‏1.2 CA$
ar	compact-currency	short	short	CAD	0.00831765	‏0.0083 CA$
ar	compact-currency	short	short	CAD	1234565.0	‏1.2 مليون CA$
ar	compact-currency	short	short	CAD	-1230.05	‎-‏1.2 ألف CA$
ar	compact-currency	short	short	CDF	0.0	‏0 CDF
ar	compact-currency	short	short	CDF	1.2	‏1.2 CDF
ar	compact-currency	short	short	CDF	0.00831765	‏0.0083 CDF
ar	compact-currency	short	short	CDF	1234565.0	‏1.2 مليون CDF
ar	compact-currency	short	short	CDF	-1230.05	‎-‏1.2 ألف CDF
ar	compact-currency	short	short	CLP	0.0	‏0 CLP
ar	compact-currency	short	short	CLP	1.2	‏1.2 CLP
ar	compact-currency	short	short	CLP	0.00831765	‏0.0083 CLP
ar	compact-currency	short	short	CLP	1234565.0	‏1.2 مليون CLP
ar	compact-currency	short	short	CLP	-1230.05	‎-‏1.2 ألف CLP
ar	compact-currency	short	short	CNY	0.0	‏0 CN¥
ar	compact-currency	short	short	CNY	1.2	‏1.2 CN¥
ar	compact-currency	short	short	CNY	0.00831765	‏0.0083 CN¥
ar	compact-currency	short	short	CNY	1234565.0	‏1.2 مليون CN¥
ar	compact-currency	short	short	CNY	-1230.05	‎-‏1.2 ألف CN¥
ar	compact-currency	short	short	COP	0.0	‏0 COP
ar	compact-currency	short	short	COP	1.2	‏1.2 COP
ar	compact-currency	short	short	COP	0.00831765	‏0.0083 COP
ar	compact-currency	short	short	COP	1234565.0	‏1.2 مليون COP
ar	compact-currency	short	short	COP	-1230.05	‎-‏1.2 ألف COP
ar	compact-currency	short	short	CRC	0.0	‏0 CRC
ar	compact-currency	short	short	CRC	1.2	‏1.2 CRC
ar	compact-currency	short	short	CRC	0.00831765	‏0.0083 CRC
ar	compact-currency	short	short	CRC	1234565.0	‏1.2 مليون CRC
ar	compact-currency	short	short	CRC	-1230.05	‎-‏1.2 ألف CRC
ar	compact-currency	short	short	CUP	0.0	‏0 CUP
ar	compact-currency	short	short	CUP	1.2	‏1.2 CUP
ar	compact-currency	short	short	CUP	0.00831765	‏0.0083 CUP
ar	compact-currency	short	short	CUP	1234565.0	‏1.2 مليون CUP
ar	compact-currency	short	short	CUP	-1230.05	‎-‏1.2 ألف CUP
ar	compact-currency	short	short	CVE	0.0	‏0 CVE
ar	compact-currency	short	short	CVE	1.2	‏1.2 CVE
ar	compact-currency	short	short	CVE	0.00831765	‏0.0083 CVE
ar	compact-currency	short	short	CVE	1234565.0	‏1.2 مليون CVE
ar	compact-currency	short	short	CVE	-1230.05	‎-‏1.2 ألف CVE
ar	compact-currency	short	short	CZK	0.0	‏0 CZK
ar	compact-currency	short	short	CZK	1.2	‏1.2 CZK
ar	compact-currency	short	short	CZK	0.00831765	‏0.0083 CZK
ar	compact-currency	short	short	CZK	1234565.0	‏1.2 مليون CZK
ar	compact-currency	short	short	CZK	-1230.05	‎-‏1.2 ألف CZK
ar	compact-currency	short	short	DJF	0.0	‏0 DJF
ar	compact-currency	short	short	DJF	1.2	‏1.2 DJF
ar	compact-currency	short	short	DJF	0.00831765	‏0.0083 DJF
ar	compact-currency	short	short	DJF	1234565.0	‏1.2 مليون DJF
ar	compact-currency	short	short	DJF	-1230.05	‎-‏1.2 ألف DJF
ar	compact-currency	short	short	DKK	0.0	‏0 DKK
ar	compact-currency	short	short	DKK	1.2	‏1.2 DKK
ar	compact-currency	short	short	DKK	0.00831765	‏0.0083 DKK
ar	compact-currency	short	short	DKK	1234565.0	‏1.2 مليون DKK
ar	compact-currency	short	short	DKK	-1230.05	‎-‏1.2 ألف DKK
ar	compact-currency	short	short	DOP	0.0	‏0 DOP
ar	compact-currency	short	short	DOP	1.2	‏1.2 DOP
ar	compact-currency	short	short	DOP	0.00831765	‏0.0083 DOP
ar	compact-currency	short	short	DOP	1234565.0	‏1.2 مليون DOP
ar	compact-currency	short	short	DOP	-1230.05	‎-‏1.2 ألف DOP
ar	compact-currency	short	short	DZD	0.0	‏0 د.ج.‏
ar	compact-currency	short	short	DZD	1.2	‏1.2 د.ج.‏
ar	compact-currency	short	short	DZD	0.00831765	‏0.0083 د.ج.‏
ar	compact-currency	short	short	DZD	1234565.0	‏1.2 مليون د.ج.‏
ar	compact-currency	short	short	DZD	-1230.05	‎-‏1.2 ألف د.ج.‏
ar	compact-currency	short	short	ERN	0.0	‏0 ERN
ar	compact-currency	short	short	ERN	1.2	‏1.2 ERN
ar	compact-currency	short	short	ERN	0.00831765	‏0.0083 ERN
ar	compact-currency	short	short	ERN	1234565.0	‏1.2 مليون ERN
ar	compact-currency	short	short	ERN	-1230.05	‎-‏1.2 ألف ERN
ar	compact-currency	short	short	ETB	0.0	‏0 ETB
ar	compact-currency	short	short	ETB	1.2	‏1.2 ETB
ar	compact-currency	short	short	ETB	0.00831765	‏0.0083 ETB
ar	compact-currency	short	short	ETB	1234565.0	‏1.2 مليون ETB
ar	compact-currency	short	short	ETB	-1230.05	‎-‏1.2 ألف ETB
ar	compact-currency	short	short	FJD	0.0	‏0 FJD
ar	compact-currency	short	short	FJD	1.2	‏1.2 FJD
ar	compact-currency	short	short	FJD	0.00831765	‏0.0083 FJD
ar	compact-currency	short	short	FJD	1234565.0	‏1.2 مليون FJD
ar	compact-currency	short	short	FJD	-1230.05	‎-‏1.2 ألف FJD
ar	compact-currency	short	short	FKP	0.0	‏0 FKP
ar	compact-currency	short	short	FKP	1.2	‏1.2 FKP
ar	compact-currency	short	short	FKP	0.00831765	‏0.0083 FKP
ar	compact-currency	short	short	FKP	1234565.0	‏1.2 مليون FKP
ar	compact-currency	short	short	FKP	-1230.05	‎-‏1.2 ألف FKP
ar	compact-currency	short	short	GBP	0.0	‏0 UK£
ar	compact-currency	short	short	GBP	1.2	‏1.2 UK£
ar	compact-currency	short	short	GBP	0.00831765	‏0.0083 UK£
ar	compact-currency	short	short	GBP	1234565.0	‏1.2 مليون UK£
ar	compact-currency	short	short	GBP	-1230.05	‎-‏1.2 ألف UK£
ar	compact-currency	short	short	GEL	0.0	‏0 GEL
ar	compact-currency	short	short	GEL	1.2	‏1.2 GEL
ar	compact-currency	short	short	GEL	0.00831765	‏0.0083 GEL
ar	compact-currency	short	short	GEL	1234565.0	‏1.2 مليون GEL
ar	compact-currency	short	short	GEL	-1230.05	‎-‏1.2 ألف GEL
ar	compact-currency	short	short	GHS	0.0	‏0 GHS
ar	compact-currency	short	short	GHS	1.2	‏1.2 GHS
ar	compact-currency	short	short	GHS	0.00831765	‏0.0083 GHS
ar	compact-currency	short	short	GHS	1234565.0	‏1.2 مليون GHS
ar	compact-currency	short	short	GHS	-1230.05	‎-‏1.2 ألف GHS
ar	compact-currency	short	short	GIP	0.0	‏0 GIP
