locale	number_format	format_length	currency	input	expected
af	currency		USD	0.0	USD 0,00
af	currency		USD	1.2	USD 1,20
af	currency		USD	0.00831765	USD 0,01
af	currency		USD	1234565.0	USD 1 234 565,00
af	currency		USD	-1230.05	-USD 1 230,05
af	currency		EUR	0.0	€0,00
af	currency		EUR	1.2	€1,20
af	currency		EUR	0.00831765	€0,01
af	currency		EUR	1234565.0	€1 234 565,00
af	currency		EUR	-1230.05	-€1 230,05
af	currency		JPY	0.0	JP¥0
af	currency		JPY	1.2	JP¥1
af	currency		JPY	0.00831765	JP¥0
af	currency		JPY	1234565.0	JP¥1 234 565
af	currency		JPY	-1230.05	-JP¥1 230
af	currency		CHF	0.0	CHF 0,00
af	currency		CHF	1.2	CHF 1,20
af	currency		CHF	0.00831765	CHF 0,01
af	currency		CHF	1234565.0	CHF 1 234 565,00
af	currency		CHF	-1230.05	-CHF 1 230,05
af	currency		INR	0.0	₹0,00
af	currency		INR	1.2	₹1,20
af	currency		INR	0.00831765	₹0,01
af	currency		INR	1234565.0	₹1 234 565,00
af	currency		INR	-1230.05	-₹1 230,05
af	currency		EGP	0.0	EGP 0,00
af	currency		EGP	1.2	EGP 1,20
af	currency		EGP	0.00831765	EGP 0,01
af	currency		EGP	1234565.0	EGP 1 234 565,00
af	currency		EGP	-1230.05	-EGP 1 230,05
af	currency	short	USD	0.0	USD 0
af	currency	short	USD	1.2	USD 1,2
af	currency	short	USD	0.00831765	USD 0,0083
af	currency	short	USD	1234565.0	USD 1,2 m
af	currency	short	USD	-1230.05	-USD 1,2 k
af	currency	short	EUR	0.0	€0
af	currency	short	EUR	1.2	€1,2
af	currency	short	EUR	0.00831765	€0,0083
af	currency	short	EUR	1234565.0	€1,2 m
af	currency	short	EUR	-1230.05	-€1,2 k
af	currency	short	JPY	0.0	JP¥0
af	currency	short	JPY	1.2	JP¥1,2
af	currency	short	JPY	0.00831765	JP¥0,0083
af	currency	short	JPY	1234565.0	JP¥1,2 m
af	currency	short	JPY	-1230.05	-JP¥1,2 k
af	currency	short	CHF	0.0	CHF 0
af	currency	short	CHF	1.2	CHF 1,2
af	currency	short	CHF	0.00831765	CHF 0,0083
af	currency	short	CHF	1234565.0	CHF 1,2 m
af	currency	short	CHF	-1230.05	-CHF 1,2 k
af	currency	short	INR	0.0	₹0
af	currency	short	INR	1.2	₹1,2
af	currency	short	INR	0.00831765	₹0,0083
af	currency	short	INR	1234565.0	₹1,2 m
af	currency	short	INR	-1230.05	-₹1,2 k
af	currency	short	EGP	0.0	EGP 0
af	currency	short	EGP	1.2	EGP 1,2
af	currency	short	EGP	0.00831765	EGP 0,0083
af	currency	short	EGP	1234565.0	EGP 1,2 m
af	currency	short	EGP	-1230.05	-EGP 1,2 k
af	currency	long	USD	0.0	USD 0
af	currency	long	USD	1.2	USD 1,2
af	currency	long	USD	0.00831765	USD 0,0083
af	currency	long	USD	1234565.0	USD 1,2 m
af	currency	long	USD	-1230.05	-USD 1,2 k
af	currency	long	EUR	0.0	€0
af	currency	long	EUR	1.2	€1,2
af	currency	long	EUR	0.00831765	€0,0083
af	currency	long	EUR	1234565.0	€1,2 m
af	currency	long	EUR	-1230.05	-€1,2 k
af	currency	long	JPY	0.0	JP¥0
af	currency	long	JPY	1.2	JP¥1,2
af	currency	long	JPY	0.00831765	JP¥0,0083
af	currency	long	JPY	1234565.0	JP¥1,2 m
af	currency	long	JPY	-1230.05	-JP¥1,2 k
af	currency	long	CHF	0.0	CHF 0
af	currency	long	CHF	1.2	CHF 1,2
af	currency	long	CHF	0.00831765	CHF 0,0083
af	currency	long	CHF	1234565.0	CHF 1,2 m
af	currency	long	CHF	-1230.05	-CHF 1,2 k
af	currency	long	INR	0.0	₹0
af	currency	long	INR	1.2	₹1,2
af	currency	long	INR	0.00831765	₹0,0083
af	currency	long	INR	1234565.0	₹1,2 m
af	currency	long	INR	-1230.05	-₹1,2 k
af	currency	long	EGP	0.0	EGP 0
af	currency	long	EGP	1.2	EGP 1,2
af	currency	long	EGP	0.00831765	EGP 0,0083
af	currency	long	EGP	1234565.0	EGP 1,2 m
af	currency	long	EGP	-1230.05	-EGP 1,2 k
am	currency		USD	0.0	US$0.00
am	currency		USD	1.2	US$1.20
am	currency		USD	0.00831765	US$0.01
am	currency		USD	1234565.0	US$1,234,565.00
am	currency		USD	-1230.05	-US$1,230.05
am	currency		EUR	0.0	€0.00
am	currency		EUR	1.2	€1.20
am	currency		EUR	0.00831765	€0.01
am	currency		EUR	1234565.0	€1,234,565.00
am	currency		EUR	-1230.05	-€1,230.05
am	currency		JPY	0.0	JP¥0
am	currency		JPY	1.2	JP¥1
am	currency		JPY	0.00831765	JP¥0
am	currency		JPY	1234565.0	JP¥1,234,565
am	currency		JPY	-1230.05	-JP¥1,230
am	currency		CHF	0.0	CHF 0.00
am	currency		CHF	1.2	CHF 1.20
am	currency		CHF	0.00831765	CHF 0.01
am	currency		CHF	1234565.0	CHF 1,234,565.00
am	currency		CHF	-1230.05	-CHF 1,230.05
am	currency		INR	0.0	₹0.00
am	currency		INR	1.2	₹1.20
am	currency		INR	0.00831765	₹0.01
am	currency		INR	1234565.0	₹1,234,565.00
am	currency		INR	-1230.05	-₹1,230.05
am	currency		EGP	0.0	EGP 0.00
am	currency		EGP	1.2	EGP 1.20
am	currency		EGP	0.00831765	EGP 0.01
am	currency		EGP	1234565.0	EGP 1,234,565.00
am	currency		EGP	-1230.05	-EGP 1,230.05
am	currency	short	USD	0.0	US$0
am	currency	short	USD	1.2	US$1.2
am	currency	short	USD	0.00831765	US$0.0083
am	currency	short	USD	1234565.0	US$1.2 ሚ
am	currency	short	USD	-1230.05	-US$1.2 ሺ
am	currency	short	EUR	0.0	€0
am	currency	short	EUR	1.2	€1.2
am	currency	short	EUR	0.00831765	€0.0083
am	currency	short	EUR	1234565.0	€1.2 ሚ
am	currency	short	EUR	-1230.05	-€1.2 ሺ
am	currency	short	JPY	0.0	JP¥0
am	currency	short	JPY	1.2	JP¥1.2
am	currency	short	JPY	0.00831765	JP¥0.0083
am	currency	short	JPY	1234565.0	JP¥1.2 ሚ
am	currency	short	JPY	-1230.05	-JP¥1.2 ሺ
am	currency	short	CHF	0.0	CHF 0
am	currency	short	CHF	1.2	CHF 1.2
am	currency	short	CHF	0.00831765	CHF 0.0083
am	currency	short	CHF	1234565.0	CHF 1.2 ሚ
am	currency	short	CHF	-1230.05	-CHF 1.2 ሺ
am	currency	short	INR	0.0	₹0
am	currency	short	INR	1.2	₹1.2
am	currency	short	INR	0.00831765	₹0.0083
am	currency	short	INR	1234565.0	₹1.2 ሚ
am	currency	short	INR	-1230.05	-₹1.2 ሺ
am	currency	short	EGP	0.0	EGP 0
am	currency	short	EGP	1.2	EGP 1.2
am	currency	short	EGP	0.00831765	EGP 0.0083
am	currency	short	EGP	1234565.0	EGP 1.2 ሚ
am	currency	short	EGP	-1230.05	-EGP 1.2 ሺ
am	currency	long	USD	0.0	US$0
am	currency	long	USD	1.2	US$1.2
am	currency	long	USD	0.00831765	US$0.0083
am	currency	long	USD	1234565.0	US$1.2 ሚ
am	currency	long	USD	-1230.05	-US$1.2 ሺ
