locale	number_format	compact_length	currency_length	currency	input	expected
ar	compact-currency	long	short	USD	-5.0E12	‎-‏5 ترليون US$
ar	compact-currency	long	short	USD	-1.5E12	‎-‏1.5 ترليون US$
ar	compact-currency	long	short	USD	-1.0E12	‎-‏1 ترليون US$
ar	compact-currency	long	short	USD	-5.0E11	‎-‏500 مليار US$
ar	compact-currency	long	short	USD	-1.5E11	‎-‏150 مليار US$
ar	compact-currency	long	short	USD	-1.0E11	‎-‏100 مليار US$
ar	compact-currency	long	short	USD	-5.0E10	‎-‏50 مليار US$
ar	compact-currency	long	short	USD	-1.5E10	‎-‏15 مليار US$
ar	compact-currency	long	short	USD	-1.0E10	‎-‏10 مليار US$
ar	compact-currency	long	short	USD	-5.0E9	‎-‏5 مليار US$
ar	compact-currency	long	short	USD	-1.5E9	‎-‏1.5 مليار US$
ar	compact-currency	long	short	USD	-1.0E9	‎-‏1 مليار US$
ar	compact-currency	long	short	USD	-5.0E8	‎-‏500 مليون US$
ar	compact-currency	long	short	USD	-1.5E8	‎-‏150 مليون US$
ar	compact-currency	long	short	USD	-1.0E8	‎-‏100 مليون US$
ar	compact-currency	long	short	USD	-5.0E7	‎-‏50 مليون US$
ar	compact-currency	long	short	USD	-1.5E7	‎-‏15 مليون US$
ar	compact-currency	long	short	USD	-1.0E7	‎-‏10 مليون US$
ar	compact-currency	long	short	USD	-5000000.0	‎-‏5 مليون US$
ar	compact-currency	long	short	USD	-1500000.0	‎-‏1.5 مليون US$
ar	compact-currency	long	short	USD	-1234567.0	‎-‏1.2 مليون US$
ar	compact-currency	long	short	USD	-1234565.0	‎-‏1.2 مليون US$
ar	compact-currency	long	short	USD	-1000000.0	‎-‏1 مليون US$
ar	compact-currency	long	short	USD	-999999.9	‎-‏1 مليون US$
ar	compact-currency	long	short	USD	-500000.0	‎-‏500 ألف US$
ar	compact-currency	long	short	USD	-150000.0	‎-‏150 ألف US$
ar	compact-currency	long	short	USD	-100000.0	‎-‏100 ألف US$
ar	compact-currency	long	short	USD	-50000.0	‎-‏50 ألف US$
ar	compact-currency	long	short	USD	-15000.0	‎-‏15 ألف US$
ar	compact-currency	long	short	USD	-10000.0	‎-‏10 ألف US$
ar	compact-currency	long	short	USD	-5000.0	‎-‏5 آلاف US$
ar	compact-currency	long	short	USD	-1500.0	‎-‏1.5 ألف US$
