locale	number_format	compact_length	currency_length	currency	input	expected
ar	compact-currency	long	long	AED	0.0	0 درهم إماراتي
ar	compact-currency	long	long	AED	1.2	1.2 درهم إماراتي
ar	compact-currency	long	long	AED	0.00831765	0.0083 درهم إماراتي
ar	compact-currency	long	long	AED	1234565.0	1.2 مليون درهم إماراتي
ar	compact-currency	long	long	AED	-1230.05	‎-1.2 ألف درهم إماراتي
ar	compact-currency	long	long	AFN	0.0	0 أفغاني أفغانستاني
ar	compact-currency	long	long	AFN	1.2	1.2 أفغاني أفغانستاني
ar	compact-currency	long	long	AFN	0.00831765	0.0083 أفغاني أفغانستاني
ar	compact-currency	long	long	AFN	1234565.0	1.2 مليون أفغاني أفغانستاني
ar	compact-currency	long	long	AFN	-1230.05	‎-1.2 ألف أفغاني أفغانستاني
ar	compact-currency	long	long	ALL	0.0	0 ليك ألباني
ar	compact-currency	long	long	ALL	1.2	1.2 ليك ألباني
ar	compact-currency	long	long	ALL	0.00831765	0.0083 ليك ألباني
ar	compact-currency	long	long	ALL	1234565.0	1.2 مليون ليك ألباني
ar	compact-currency	long	long	ALL	-1230.05	‎-1.2 ألف ليك ألباني
ar	compact-currency	long	long	AMD	0.0	0 درام أرميني
ar	compact-currency	long	long	AMD	1.2	1.2 درام أرميني
ar	compact-currency	long	long	AMD	0.00831765	0.0083 درام أرميني
ar	compact-currency	long	long	AMD	1234565.0	1.2 مليون درام أرميني
ar	compact-currency	long	long	AMD	-1230.05	‎-1.2 ألف درام أرميني
ar	compact-currency	long	long	AOA	0.0	0 كوانزا أنغولي
ar	compact-currency	long	long	AOA	1.2	1.2 كوانزا أنغولي
ar	compact-currency	long	long	AOA	0.00831765	0.0083 كوانزا أنغولي
ar	compact-currency	long	long	AOA	1234565.0	1.2 مليون كوانزا أنغولي
ar	compact-currency	long	long	AOA	-1230.05	‎-1.2 ألف كوانزا أنغولي
ar	compact-currency	long	long	ARS	0.0	0 بيزو أرجنتيني
ar	compact-currency	long	long	ARS	1.2	1.2 بيزو أرجنتيني
ar	compact-currency	long	long	ARS	0.00831765	0.0083 بيزو أرجنتيني
ar	compact-currency	long	long	ARS	1234565.0	1.2 مليون بيزو أرجنتيني
ar	compact-currency	long	long	ARS	-1230.05	‎-1.2 ألف بيزو أرجنتيني
ar	compact-currency	long	long	AUD	0.0	0 دولار أسترالي
ar	compact-currency	long	long	AUD	1.2	1.2 دولار أسترالي
ar	compact-currency	long	long	AUD	0.00831765	0.0083 دولار أسترالي
ar	compact-currency	long	long	AUD	1234565.0	1.2 مليون دولار أسترالي
ar	compact-currency	long	long	AUD	-1230.05	‎-1.2 ألف دولار أسترالي
ar	compact-currency	long	long	AWG	0.0	0 فلورن أروبي
ar	compact-currency	long	long	AWG	1.2	1.2 فلورن أروبي
ar	compact-currency	long	long	AWG	0.00831765	0.0083 فلورن أروبي
ar	compact-currency	long	long	AWG	1234565.0	1.2 مليون فلورن أروبي
ar	compact-currency	long	long	AWG	-1230.05	‎-1.2 ألف فلورن أروبي
ar	compact-currency	long	long	AZN	0.0	0 مانت أذربيجاني
ar	compact-currency	long	long	AZN	1.2	1.2 مانت أذربيجاني
ar	compact-currency	long	long	AZN	0.00831765	0.0083 مانت أذربيجاني
ar	compact-currency	long	long	AZN	1234565.0	1.2 مليون مانت أذربيجاني
ar	compact-currency	long	long	AZN	-1230.05	‎-1.2 ألف مانت أذربيجاني
ar	compact-currency	long	long	BAM	0.0	0 مارك البوسنة والهرسك قابل للتحويل
ar	compact-currency	long	long	BAM	1.2	1.2 مارك البوسنة والهرسك قابل للتحويل
ar	compact-currency	long	long	BAM	0.00831765	0.0083 مارك البوسنة والهرسك قابل للتحويل
ar	compact-currency	long	long	BAM	1234565.0	1.2 مليون مارك البوسنة والهرسك قابل للتحويل
ar	compact-currency	long	long	BAM	-1230.05	‎-1.2 ألف مارك البوسنة والهرسك قابل للتحويل
ar	compact-currency	long	long	BBD	0.0	0 دولار بربادوسي
ar	compact-currency	long	long	BBD	1.2	1.2 دولار بربادوسي
ar	compact-currency	long	long	BBD	0.00831765	0.0083 دولار بربادوسي
ar	compact-currency	long	long	BBD	1234565.0	1.2 مليون دولار بربادوسي
ar	compact-currency	long	long	BBD	-1230.05	‎-1.2 ألف دولار بربادوسي
ar	compact-currency	long	long	BDT	0.0	0 تاكا بنغلاديشي
ar	compact-currency	long	long	BDT	1.2	1.2 تاكا بنغلاديشي
ar	compact-currency	long	long	BDT	0.00831765	0.0083 تاكا بنغلاديشي
ar	compact-currency	long	long	BDT	1234565.0	1.2 مليون تاكا بنغلاديشي
ar	compact-currency	long	long	BDT	-1230.05	‎-1.2 ألف تاكا بنغلاديشي
ar	compact-currency	long	long	BHD	0.0	0 دينار بحريني
ar	compact-currency	long	long	BHD	1.2	1.2 دينار بحريني
ar	compact-currency	long	long	BHD	0.00831765	0.0083 دينار بحريني
ar	compact-currency	long	long	BHD	1234565.0	1.2 مليون دينار بحريني
ar	compact-currency	long	long	BHD	-1230.05	‎-1.2 ألف دينار بحريني
ar	compact-currency	long	long	BIF	0.0	0 فرنك بروندي
ar	compact-currency	long	long	BIF	1.2	1.2 فرنك بروندي
ar	compact-currency	long	long	BIF	0.00831765	0.0083 فرنك بروندي
ar	compact-currency	long	long	BIF	1234565.0	1.2 مليون فرنك بروندي
ar	compact-currency	long	long	BIF	-1230.05	‎-1.2 ألف فرنك بروندي
ar	compact-currency	long	long	BMD	0.0	0 دولار برمودي
ar	compact-currency	long	long	BMD	1.2	1.2 دولار برمودي
ar	compact-currency	long	long	BMD	0.00831765	0.0083 دولار برمودي
ar	compact-currency	long	long	BMD	1234565.0	1.2 مليون دولار برمودي
ar	compact-currency	long	long	BMD	-1230.05	‎-1.2 ألف دولار برمودي
ar	compact-currency	long	long	BND	0.0	0 دولار بروناي
ar	compact-currency	long	long	BND	1.2	1.2 دولار بروناي
ar	compact-currency	long	long	BND	0.00831765	0.0083 دولار بروناي
ar	compact-currency	long	long	BND	1234565.0	1.2 مليون دولار بروناي
ar	compact-currency	long	long	BND	-1230.05	‎-1.2 ألف دولار بروناي
ar	compact-currency	long	long	BOB	0.0	0 بوليفيانو بوليفي
ar	compact-currency	long	long	BOB	1.2	1.2 بوليفيانو بوليفي
ar	compact-currency	long	long	BOB	0.00831765	0.0083 بوليفيانو بوليفي
ar	compact-currency	long	long	BOB	1234565.0	1.2 مليون بوليفيانو بوليفي
ar	compact-currency	long	long	BOB	-1230.05	‎-1.2 ألف بوليفيانو بوليفي
ar	compact-currency	long	long	BRL	0.0	0 ريال برازيلي
ar	compact-currency	long	long	BRL	1.2	1.2 ريال برازيلي
ar	compact-currency	long	long	BRL	0.00831765	0.0083 ريال برازيلي
ar	compact-currency	long	long	BRL	1234565.0	1.2 مليون ريال برازيلي
ar	compact-currency	long	long	BRL	-1230.05	‎-1.2 ألف ريال برازيلي
ar	compact-currency	long	long	BSD	0.0	0 دولار باهامي
ar	compact-currency	long	long	BSD	1.2	1.2 دولار باهامي
ar	compact-currency	long	long	BSD	0.00831765	0.0083 دولار باهامي
ar	compact-currency	long	long	BSD	1234565.0	1.2 مليون دولار باهامي
ar	compact-currency	long	long	BSD	-1230.05	‎-1.2 ألف دولار باهامي
ar	compact-currency	long	long	BTN	0.0	0 نولتوم بوتاني
ar	compact-currency	long	long	BTN	1.2	1.2 نولتوم بوتاني
ar	compact-currency	long	long	BTN	0.00831765	0.0083 نولتوم بوتاني
ar	compact-currency	long	long	BTN	1234565.0	1.2 مليون نولتوم بوتاني
ar	compact-currency	long	long	BTN	-1230.05	‎-1.2 ألف نولتوم بوتاني
ar	compact-currency	long	long	BWP	0.0	0 بولا بتسواني
ar	compact-currency	long	long	BWP	1.2	1.2 بولا بتسواني
ar	compact-currency	long	long	BWP	0.00831765	0.0083 بولا بتسواني
ar	compact-currency	long	long	BWP	1234565.0	1.2 مليون بولا بتسواني
ar	compact-currency	long	long	BWP	-1230.05	‎-1.2 ألف بولا بتسواني
ar	compact-currency	long	long	BYN	0.0	0 روبل بيلاروسي
ar	compact-currency	long	long	BYN	1.2	1.2 روبل بيلاروسي
ar	compact-currency	long	long	BYN	0.00831765	0.0083 روبل بيلاروسي
ar	compact-currency	long	long	BYN	1234565.0	1.2 مليون روبل بيلاروسي
ar	compact-currency	long	long	BYN	-1230.05	‎-1.2 ألف روبل بيلاروسي
ar	compact-currency	long	long	BZD	0.0	0 دولار بليزي
ar	compact-currency	long	long	BZD	1.2	1.2 دولار بليزي
ar	compact-currency	long	long	BZD	0.00831765	0.0083 دولار بليزي
ar	compact-currency	long	long	BZD	1234565.0	1.2 مليون دولار بليزي
ar	compact-currency	long	long	BZD	-1230.05	‎-1.2 ألف دولار بليزي
ar	compact-currency	long	long	CAD	0.0	0 دولار كندي
ar	compact-currency	long	long	CAD	1.2	1.2 دولار كندي
ar	compact-currency	long	long	CAD	0.00831765	0.0083 دولار كندي
ar	compact-currency	long	long	CAD	1234565.0	1.2 مليون دولار كندي
ar	compact-currency	long	long	CAD	-1230.05	‎-1.2 ألف دولار كندي
ar	compact-currency	long	long	CDF	0.0	0 فرنك كونغولي
ar	compact-currency	long	long	CDF	1.2	1.2 فرنك كونغولي
ar	compact-currency	long	long	CDF	0.00831765	0.0083 فرنك كونغولي
ar	compact-currency	long	long	CDF	1234565.0	1.2 مليون فرنك كونغولي
ar	compact-currency	long	long	CDF	-1230.05	‎-1.2 ألف فرنك كونغولي
ar	compact-currency	long	long	CLP	0.0	0 بيزو تشيلي
ar	compact-currency	long	long	CLP	1.2	1.2 بيزو تشيلي
ar	compact-currency	long	long	CLP	0.00831765	0.0083 بيزو تشيلي
ar	compact-currency	long	long	CLP	1234565.0	1.2 مليون بيزو تشيلي
ar	compact-currency	long	long	CLP	-1230.05	‎-1.2 ألف بيزو تشيلي
ar	compact-currency	long	long	CNY	0.0	0 يوان صيني
ar	compact-currency	long	long	CNY	1.2	1.2 يوان صيني
ar	compact-currency	long	long	CNY	0.00831765	0.0083 يوان صيني
ar	compact-currency	long	long	CNY	1234565.0	1.2 مليون يوان صيني
ar	compact-currency	long	long	CNY	-1230.05	‎-1.2 ألف يوان صيني
ar	compact-currency	long	long	COP	0.0	0 بيزو كولومبي
ar	compact-currency	long	long	COP	1.2	1.2 بيزو كولومبي
ar	compact-currency	long	long	COP	0.00831765	0.0083 بيزو كولومبي
ar	compact-currency	long	long	COP	1234565.0	1.2 مليون بيزو كولومبي
ar	compact-currency	long	long	COP	-1230.05	‎-1.2 ألف بيزو كولومبي
ar	compact-currency	long	long	CRC	0.0	0 كولن كوستاريكي
ar	compact-currency	long	long	CRC	1.2	1.2 كولن كوستاريكي
ar	compact-currency	long	long	CRC	0.00831765	0.0083 كولن كوستاريكي
ar	compact-currency	long	long	CRC	1234565.0	1.2 مليون كولن كوستاريكي
ar	compact-currency	long	long	CRC	-1230.05	‎-1.2 ألف كولن كوستاريكي
ar	compact-currency	long	long	CUP	0.0	0 بيزو كوبي
ar	compact-currency	long	long	CUP	1.2	1.2 بيزو كوبي
ar	compact-currency	long	long	CUP	0.00831765	0.0083 بيزو كوبي
ar	compact-currency	long	long	CUP	1234565.0	1.2 مليون بيزو كوبي
ar	compact-currency	long	long	CUP	-1230.05	‎-1.2 ألف بيزو كوبي
ar	compact-currency	long	long	CVE	0.0	0 اسكودو الرأس الأخضر
ar	compact-currency	long	long	CVE	1.2	1.2 اسكودو الرأس الأخضر
ar	compact-currency	long	long	CVE	0.00831765	0.0083 اسكودو الرأس الأخضر
ar	compact-currency	long	long	CVE	1234565.0	1.2 مليون اسكودو الرأس الأخضر
ar	compact-currency	long	long	CVE	-1230.05	‎-1.2 ألف اسكودو الرأس الأخضر
ar	compact-currency	long	long	CZK	0.0	0 كرونة تشيكية
ar	compact-currency	long	long	CZK	1.2	1.2 كرونة تشيكية
ar	compact-currency	long	long	CZK	0.00831765	0.0083 كرونة تشيكية
ar	compact-currency	long	long	CZK	1234565.0	1.2 مليون كرونة تشيكية
ar	compact-currency	long	long	CZK	-1230.05	‎-1.2 ألف كرونة تشيكية
ar	compact-currency	long	long	DJF	0.0	0 فرنك جيبوتي
ar	compact-currency	long	long	DJF	1.2	1.2 فرنك جيبوتي
ar	compact-currency	long	long	DJF	0.00831765	0.0083 فرنك جيبوتي
ar	compact-currency	long	long	DJF	1234565.0	1.2 مليون فرنك جيبوتي
ar	compact-currency	long	long	DJF	-1230.05	‎-1.2 ألف فرنك جيبوتي
ar	compact-currency	long	long	DKK	0.0	0 كرونة دنماركية
ar	compact-currency	long	long	DKK	1.2	1.2 كرونة دنماركية
ar	compact-currency	long	long	DKK	0.00831765	0.0083 كرونة دنماركية
ar	compact-currency	long	long	DKK	1234565.0	1.2 مليون كرونة دنماركية
ar	compact-currency	long	long	DKK	-1230.05	‎-1.2 ألف كرونة دنماركية
ar	compact-currency	long	long	DOP	0.0	0 بيزو الدومنيكان
ar	compact-currency	long	long	DOP	1.2	1.2 بيزو الدومنيكان
ar	compact-currency	long	long	DOP	0.00831765	0.0083 بيزو الدومنيكان
ar	compact-currency	long	long	DOP	1234565.0	1.2 مليون بيزو الدومنيكان
ar	compact-currency	long	long	DOP	-1230.05	‎-1.2 ألف بيزو الدومنيكان
ar	compact-currency	long	long	DZD	0.0	0 دينار جزائري
ar	compact-currency	long	long	DZD	1.2	1.2 دينار جزائري
ar	compact-currency	long	long	DZD	0.00831765	0.0083 دينار جزائري
ar	compact-currency	long	long	DZD	1234565.0	1.2 مليون دينارًا جزائريًا
ar	compact-currency	long	long	DZD	-1230.05	‎-1.2 ألف دينارًا جزائريًا
ar	compact-currency	long	long	ERN	0.0	0 ناكفا أريتري
ar	compact-currency	long	long	ERN	1.2	1.2 ناكفا أريتري
ar	compact-currency	long	long	ERN	0.00831765	0.0083 ناكفا أريتري
ar	compact-currency	long	long	ERN	1234565.0	1.2 مليون ناكفا أريتري
ar	compact-currency	long	long	ERN	-1230.05	‎-1.2 ألف ناكفا أريتري
ar	compact-currency	long	long	ETB	0.0	0 بير أثيوبي
ar	compact-currency	long	long	ETB	1.2	1.2 بير أثيوبي
