locale	number_format	compact_length	currency_length	currency	input	expected
ar	compact-currency	long	short	AED	0.0	‏0 د.إ.‏
ar	compact-currency	long	short	AED	1.2	‏1.2 د.إ.‏
ar	compact-currency	long	short	AED	0.00831765	‏0.0083 د.إ.‏
ar	compact-currency	long	short	AED	1234565.0	‏1.2 مليون د.إ.‏
ar	compact-currency	long	short	AED	-1230.05	‎-‏1.2 ألف د.إ.‏
ar	compact-currency	long	short	AFN	0.0	‏0 AFN
ar	compact-currency	long	short	AFN	1.2	‏1.2 AFN
ar	compact-currency	long	short	AFN	0.00831765	‏0.0083 AFN
ar	compact-currency	long	short	AFN	1234565.0	‏1.2 مليون AFN
ar	compact-currency	long	short	AFN	-1230.05	‎-‏1.2 ألف AFN
ar	compact-currency	long	short	ALL	0.0	‏0 ALL
ar	compact-currency	long	short	ALL	1.2	‏1.2 ALL
ar	compact-currency	long	short	ALL	0.00831765	‏0.0083 ALL
ar	compact-currency	long	short	ALL	1234565.0	‏1.2 مليون ALL
ar	compact-currency	long	short	ALL	-1230.05	‎-‏1.2 ألف ALL
ar	compact-currency	long	short	AMD	0.0	‏0 AMD
ar	compact-currency	long	short	AMD	1.2	‏1.2 AMD
ar	compact-currency	long	short	AMD	0.00831765	‏0.0083 AMD
ar	compact-currency	long	short	AMD	1234565.0	‏1.2 مليون AMD
ar	compact-currency	long	short	AMD	-1230.05	‎-‏1.2 ألف AMD
ar	compact-currency	long	short	AOA	0.0	‏0 AOA
ar	compact-currency	long	short	AOA	1.2	‏1.2 AOA
ar	compact-currency	long	short	AOA	0.00831765	‏0.0083 AOA
ar	compact-currency	long	short	AOA	1234565.0	‏1.2 مليون AOA
ar	compact-currency	long	short	AOA	-1230.05	‎-‏1.2 ألف AOA
ar	compact-currency	long	short	ARS	0.0	‏0 ARS
ar	compact-currency	long	short	ARS	1.2	‏1.2 ARS
ar	compact-currency	long	short	ARS	0.00831765	‏0.0083 ARS
ar	compact-currency	long	short	ARS	1234565.0	‏1.2 مليون ARS
ar	compact-currency	long	short	ARS	-1230.05	‎-‏1.2 ألف ARS
ar	compact-currency	long	short	AUD	0.0	‏0 AU$
ar	compact-currency	long	short	AUD	1.2	‏1.2 AU$
ar	compact-currency	long	short	AUD	0.00831765	‏0.0083 AU$
ar	compact-currency	long	short	AUD	1234565.0	‏1.2 مليون AU$
ar	compact-currency	long	short	AUD	-1230.05	‎-‏1.2 ألف AU$
ar	compact-currency	long	short	AWG	0.0	‏0 AWG
ar	compact-currency	long	short	AWG	1.2	‏1.2 AWG
ar	compact-currency	long	short	AWG	0.00831765	‏0.0083 AWG
ar	compact-currency	long	short	AWG	1234565.0	‏1.2 مليون AWG
ar	compact-currency	long	short	AWG	-1230.05	‎-‏1.2 ألف AWG
ar	compact-currency	long	short	AZN	0.0	‏0 AZN
ar	compact-currency	long	short	AZN	1.2	‏1.2 AZN
ar	compact-currency	long	short	AZN	0.00831765	‏0.0083 AZN
ar	compact-currency	long	short	AZN	1234565.0	‏1.2 مليون AZN
ar	compact-currency	long	short	AZN	-1230.05	‎-‏1.2 ألف AZN
ar	compact-currency	long	short	BAM	0.0	‏0 BAM
ar	compact-currency	long	short	BAM	1.2	‏1.2 BAM
ar	compact-currency	long	short	BAM	0.00831765	‏0.0083 BAM
ar	compact-currency	long	short	BAM	1234565.0	‏1.2 مليون BAM
ar	compact-currency	long	short	BAM	-1230.05	‎-‏1.2 ألف BAM
ar	compact-currency	long	short	BBD	0.0	‏0 BBD
ar	compact-currency	long	short	BBD	1.2	‏1.2 BBD
ar	compact-currency	long	short	BBD	0.00831765	‏0.0083 BBD
ar	compact-currency	long	short	BBD	1234565.0	‏1.2 مليون BBD
ar	compact-currency	long	short	BBD	-1230.05	‎-‏1.2 ألف BBD
ar	compact-currency	long	short	BDT	0.0	‏0 BDT
ar	compact-currency	long	short	BDT	1.2	‏1.2 BDT
ar	compact-currency	long	short	BDT	0.00831765	‏0.0083 BDT
ar	compact-currency	long	short	BDT	1234565.0	‏1.2 مليون BDT
ar	compact-currency	long	short	BDT	-1230.05	‎-‏1.2 ألف BDT
ar	compact-currency	long	short	BHD	0.0	‏0 د.ب.‏
ar	compact-currency	long	short	BHD	1.2	‏1.2 د.ب.‏
ar	compact-currency	long	short	BHD	0.00831765	‏0.0083 د.ب.‏
ar	compact-currency	long	short	BHD	1234565.0	‏1.2 مليون د.ب.‏
ar	compact-currency	long	short	BHD	-1230.05	‎-‏1.2 ألف د.ب.‏
ar	compact-currency	long	short	BIF	0.0	‏0 BIF
ar	compact-currency	long	short	BIF	1.2	‏1.2 BIF
ar	compact-currency	long	short	BIF	0.00831765	‏0.0083 BIF
ar	compact-currency	long	short	BIF	1234565.0	‏1.2 مليون BIF
ar	compact-currency	long	short	BIF	-1230.05	‎-‏1.2 ألف BIF
ar	compact-currency	long	short	BMD	0.0	‏0 BMD
ar	compact-currency	long	short	BMD	1.2	‏1.2 BMD
ar	compact-currency	long	short	BMD	0.00831765	‏0.0083 BMD
ar	compact-currency	long	short	BMD	1234565.0	‏1.2 مليون BMD
ar	compact-currency	long	short	BMD	-1230.05	‎-‏1.2 ألف BMD
ar	compact-currency	long	short	BND	0.0	‏0 BND
ar	compact-currency	long	short	BND	1.2	‏1.2 BND
ar	compact-currency	long	short	BND	0.00831765	‏0.0083 BND
ar	compact-currency	long	short	BND	1234565.0	‏1.2 مليون BND
ar	compact-currency	long	short	BND	-1230.05	‎-‏1.2 ألف BND
ar	compact-currency	long	short	BOB	0.0	‏0 BOB
ar	compact-currency	long	short	BOB	1.2	‏1.2 BOB
ar	compact-currency	long	short	BOB	0.00831765	‏0.0083 BOB
ar	compact-currency	long	short	BOB	1234565.0	‏1.2 مليون BOB
ar	compact-currency	long	short	BOB	-1230.05	‎-‏1.2 ألف BOB
ar	compact-currency	long	short	BRL	0.0	‏0 R$
ar	compact-currency	long	short	BRL	1.2	‏1.2 R$
ar	compact-currency	long	short	BRL	0.00831765	‏0.0083 R$
