locale	number_format	format_length	currency	input	expected
ar	compact-currency	short	AED	0.0	‏0 د.إ.‏
ar	compact-currency	short	AED	1.2	‏1.2 د.إ.‏
ar	compact-currency	short	AED	0.00831765	‏0.0083 د.إ.‏
ar	compact-currency	short	AED	1234565.0	‏1.2 مليون د.إ.‏
ar	compact-currency	short	AED	-1230.05	‎-‏1.2 ألف د.إ.‏
ar	compact-currency	short	AFN	0.0	‏0 AFN
ar	compact-currency	short	AFN	1.2	‏1.2 AFN
ar	compact-currency	short	AFN	0.00831765	‏0.0083 AFN
ar	compact-currency	short	AFN	1234565.0	‏1.2 مليون AFN
ar	compact-currency	short	AFN	-1230.05	‎-‏1.2 ألف AFN
ar	compact-currency	short	ALL	0.0	‏0 ALL
ar	compact-currency	short	ALL	1.2	‏1.2 ALL
ar	compact-currency	short	ALL	0.00831765	‏0.0083 ALL
ar	compact-currency	short	ALL	1234565.0	‏1.2 مليون ALL
ar	compact-currency	short	ALL	-1230.05	‎-‏1.2 ألف ALL
ar	compact-currency	short	AMD	0.0	‏0 AMD
ar	compact-currency	short	AMD	1.2	‏1.2 AMD
ar	compact-currency	short	AMD	0.00831765	‏0.0083 AMD
ar	compact-currency	short	AMD	1234565.0	‏1.2 مليون AMD
ar	compact-currency	short	AMD	-1230.05	‎-‏1.2 ألف AMD
ar	compact-currency	short	AOA	0.0	‏0 AOA
ar	compact-currency	short	AOA	1.2	‏1.2 AOA
ar	compact-currency	short	AOA	0.00831765	‏0.0083 AOA
ar	compact-currency	short	AOA	1234565.0	‏1.2 مليون AOA
ar	compact-currency	short	AOA	-1230.05	‎-‏1.2 ألف AOA
ar	compact-currency	short	ARS	0.0	‏0 ARS
ar	compact-currency	short	ARS	1.2	‏1.2 ARS
ar	compact-currency	short	ARS	0.00831765	‏0.0083 ARS
ar	compact-currency	short	ARS	1234565.0	‏1.2 مليون ARS
ar	compact-currency	short	ARS	-1230.05	‎-‏1.2 ألف ARS
ar	compact-currency	short	AUD	0.0	‏0 AU$
ar	compact-currency	short	AUD	1.2	‏1.2 AU$
ar	compact-currency	short	AUD	0.00831765	‏0.0083 AU$
ar	compact-currency	short	AUD	1234565.0	‏1.2 مليون AU$
ar	compact-currency	short	AUD	-1230.05	‎-‏1.2 ألف AU$
ar	compact-currency	short	AWG	0.0	‏0 AWG
ar	compact-currency	short	AWG	1.2	‏1.2 AWG
ar	compact-currency	short	AWG	0.00831765	‏0.0083 AWG
ar	compact-currency	short	AWG	1234565.0	‏1.2 مليون AWG
ar	compact-currency	short	AWG	-1230.05	‎-‏1.2 ألف AWG
ar	compact-currency	short	AZN	0.0	‏0 AZN
ar	compact-currency	short	AZN	1.2	‏1.2 AZN
ar	compact-currency	short	AZN	0.00831765	‏0.0083 AZN
ar	compact-currency	short	AZN	1234565.0	‏1.2 مليون AZN
ar	compact-currency	short	AZN	-1230.05	‎-‏1.2 ألف AZN
ar	compact-currency	short	BAM	0.0	‏0 BAM
ar	compact-currency	short	BAM	1.2	‏1.2 BAM
ar	compact-currency	short	BAM	0.00831765	‏0.0083 BAM
ar	compact-currency	short	BAM	1234565.0	‏1.2 مليون BAM
ar	compact-currency	short	BAM	-1230.05	‎-‏1.2 ألف BAM
ar	compact-currency	short	BBD	0.0	‏0 BBD
ar	compact-currency	short	BBD	1.2	‏1.2 BBD
ar	compact-currency	short	BBD	0.00831765	‏0.0083 BBD
ar	compact-currency	short	BBD	1234565.0	‏1.2 مليون BBD
ar	compact-currency	short	BBD	-1230.05	‎-‏1.2 ألف BBD
ar	compact-currency	short	BDT	0.0	‏0 BDT
ar	compact-currency	short	BDT	1.2	‏1.2 BDT
ar	compact-currency	short	BDT	0.00831765	‏0.0083 BDT
ar	compact-currency	short	BDT	1234565.0	‏1.2 مليون BDT
ar	compact-currency	short	BDT	-1230.05	‎-‏1.2 ألف BDT
ar	compact-currency	short	BHD	0.0	‏0 د.ب.‏
ar	compact-currency	short	BHD	1.2	‏1.2 د.ب.‏
ar	compact-currency	short	BHD	0.00831765	‏0.0083 د.ب.‏
ar	compact-currency	short	BHD	1234565.0	‏1.2 مليون د.ب.‏
ar	compact-currency	short	BHD	-1230.05	‎-‏1.2 ألف د.ب.‏
ar	compact-currency	short	BIF	0.0	‏0 BIF
ar	compact-currency	short	BIF	1.2	‏1.2 BIF
ar	compact-currency	short	BIF	0.00831765	‏0.0083 BIF
ar	compact-currency	short	BIF	1234565.0	‏1.2 مليون BIF
ar	compact-currency	short	BIF	-1230.05	‎-‏1.2 ألف BIF
ar	compact-currency	short	BMD	0.0	‏0 BMD
ar	compact-currency	short	BMD	1.2	‏1.2 BMD
ar	compact-currency	short	BMD	0.00831765	‏0.0083 BMD
ar	compact-currency	short	BMD	1234565.0	‏1.2 مليون BMD
ar	compact-currency	short	BMD	-1230.05	‎-‏1.2 ألف BMD
