#
# Copyright © 2026-2026 Unicode, Inc.
# For terms of use, see https://www.unicode.org/terms_of_use.html
#
# Format: type;rule name;number;expected result
# type: spell=SpelloutRules, digits=OrdinalRules, number=NumberingSystemRules
# rule name: empty for the default ruleset
#
spell;%spellout-ordinal-plural-instrumental;1;prvimi
spell;%spellout-ordinal-plural-instrumental;2;drugimi
spell;%spellout-ordinal-plural-instrumental;3;tretjimi
spell;%spellout-ordinal-plural-instrumental;4;četrtimi
spell;%spellout-ordinal-plural-instrumental;5;petimi
spell;%spellout-ordinal-plural-instrumental;6;šestimi
spell;%spellout-ordinal-plural-instrumental;7;sedmimi
spell;%spellout-ordinal-plural-instrumental;8;osmimi
spell;%spellout-ordinal-plural-instrumental;9;devetimi
spell;%spellout-ordinal-plural-instrumental;10;desetimi
spell;%spellout-ordinal-dual-instrumental;1;prvima
spell;%spellout-ordinal-dual-instrumental;2;drugima
spell;%spellout-ordinal-dual-instrumental;3;tretjima
spell;%spellout-ordinal-dual-instrumental;4;četrtima
spell;%spellout-ordinal-dual-instrumental;5;petima
spell;%spellout-ordinal-dual-instrumental;6;šestima
spell;%spellout-ordinal-dual-instrumental;7;sedmima
spell;%spellout-ordinal-dual-instrumental;8;osmima
spell;%spellout-ordinal-dual-instrumental;9;devetima
spell;%spellout-ordinal-dual-instrumental;10;desetima
spell;%spellout-ordinal-feminine-instrumental;1;prvo
spell;%spellout-ordinal-feminine-instrumental;2;drugo
spell;%spellout-ordinal-feminine-instrumental;3;tretjo
spell;%spellout-ordinal-feminine-instrumental;4;četrto
spell;%spellout-ordinal-feminine-instrumental;5;peto
spell;%spellout-ordinal-feminine-instrumental;6;šesto
spell;%spellout-ordinal-feminine-instrumental;7;sedmo
spell;%spellout-ordinal-feminine-instrumental;8;osmo
spell;%spellout-ordinal-feminine-instrumental;9;deveto
spell;%spellout-ordinal-feminine-instrumental;10;deseto
spell;%spellout-ordinal-neuter-instrumental;1;prvim
spell;%spellout-ordinal-neuter-instrumental;2;drugim
spell;%spellout-ordinal-neuter-instrumental;3;tretjim
spell;%spellout-ordinal-neuter-instrumental;4;četrtim
spell;%spellout-ordinal-neuter-instrumental;5;petim
spell;%spellout-ordinal-neuter-instrumental;6;šestim
spell;%spellout-ordinal-neuter-instrumental;7;sedmim
spell;%spellout-ordinal-neuter-instrumental;8;osmim
spell;%spellout-ordinal-neuter-instrumental;9;devetim
spell;%spellout-ordinal-neuter-instrumental;10;desetim
spell;%spellout-ordinal-masculine-instrumental;1;prvim
spell;%spellout-ordinal-masculine-instrumental;2;drugim
spell;%spellout-ordinal-masculine-instrumental;3;tretjim
spell;%spellout-ordinal-masculine-instrumental;4;četrtim
spell;%spellout-ordinal-masculine-instrumental;5;petim
spell;%spellout-ordinal-masculine-instrumental;6;šestim
spell;%spellout-ordinal-masculine-instrumental;7;sedmim
spell;%spellout-ordinal-masculine-instrumental;8;osmim
spell;%spellout-ordinal-masculine-instrumental;9;devetim
