Skipping inheritance from	[aae]	sq	from	Arbëreshë Albanian (aae) (aae, Q107530), Albanian (sq) (sq, Q874), Q181507 (Q181507), Indo-European [Other] (ine) (ine, Q1986), Q27631 (Q27631); Arbëreshë Albanian (aae) (aae, Q107530), Albanian (sq) (sq, Q874), Q181507 (Q181507), Indo-European [Other] (ine) (ine, Q1986), Q77186 (Q77186)
Skipping inheritance from	[aao]	ar	from	Algerian Saharan Arabic (aao) (aao, Q5672), Arabic (ar) (ar, Q1395), Semitic [Other] (sem) (sem, Q3404), Afro-Asiatic [Other] (afa) (afa, Q2526), Q27631 (Q27631); Algerian Saharan Arabic (aao) (aao, Q5672), Arabic (ar) (ar, Q1395), Semitic [Other] (sem) (sem, Q3404), Afro-Asiatic [Other] (afa) (afa, Q2526), Q2016217 (Q2016217)
Skipping inheritance from	[abh]	ar-143	from	Tajiki Arabic (abh) (abh, Q5683), Arabic (Central Asia) (ar-143) (ar-143, Q5094844), Q142242 (Q142242), Arabic (ar) (ar, Q1395), Semitic [Other] (sem) (sem, Q3404), Afro-Asiatic [Other] (afa) (afa, Q2526), Q27631 (Q27631); Tajiki Arabic (abh) (abh, Q5683), Arabic (Central Asia) (ar-143) (ar-143, Q5094844), Q142242 (Q142242), Arabic (ar) (ar, Q1395), Semitic [Other] (sem) (sem, Q3404), Afro-Asiatic [Other] (afa) (afa, Q2526), Q2016217 (Q2016217)
Skipping inheritance from	[abh]	ar	from	Tajiki Arabic (abh) (abh, Q5683), Arabic (Central Asia) (ar-143) (ar-143, Q5094844), Q142242 (Q142242), Arabic (ar) (ar, Q1395), Semitic [Other] (sem) (sem, Q3404), Afro-Asiatic [Other] (afa) (afa, Q2526), Q27631 (Q27631); Tajiki Arabic (abh) (abh, Q5683), Arabic (Central Asia) (ar-143) (ar-143, Q5094844), Q142242 (Q142242), Arabic (ar) (ar, Q1395), Semitic [Other] (sem) (sem, Q3404), Afro-Asiatic [Other] (afa) (afa, Q2526), Q2016217 (Q2016217)
Skipping inheritance from	[acn]	acn	from	Achang (acn) (acn, Q1295330), Achang (acn) (acn, Q5658), Burmish languages (Q86571), Lolo-Burmese (Q163571), Burmo-Qiangic languages (Q1605627), Sino-Tibetan [Other] (sit) (sit, Q4596), Dené–Caucasian (Q50796), Q1737690 (Q1737690); Achang (acn) (acn, Q1295330), Achang (acn) (acn, Q5658), Burmish languages (Q86571), Lolo-Burmese (Q163571), Burmo-Qiangic languages (Q1605627), Sino-Tibetan [Other] (sit) (sit, Q4596), Sino-Austronesian (Q752474), Q2016217 (Q2016217); Achang (acn) (acn, Q1295330), Achang (acn) (acn, Q5658), Burmish languages (Q86571), Lolo-Burmese (Q163571), Burmo-Qiangic languages (Q1605627), Sino-Tibetan [Other] (sit) (sit, Q4596), Q97690709 (Q9769070); Achang (acn) (acn, Q1295330), Achang (acn) (acn, Q5658), Burmish languages (Q86571), Lolo-Burmese (Q163571), Burmo-Qiangic languages (Q1605627), Sino-Tibetan [Other] (sit) (sit, Q4596), Q9879175 (Q9879175)
Skipping inheritance from	[act]	nds-NL	from	Achterhoeks (act) (act, Q15362), Low Saxon (nds-NL) (nds-NL, Q51613), Low Saxon (Q16844), Low German (nds) (nds, Q2543), North Sea Germanic (Q3013), West Germanic languages (gmw) (gmw, Q2672), Germanic [Other] (gem) (gem, Q2120), Indo-European [Other] (ine) (ine, Q1986), Q27631 (Q27631); Achterhoeks (act) (act, Q15362), Low Saxon (nds-NL) (nds-NL, Q51613), Low Saxon (Q16844), Low German (nds) (nds, Q2543), North Sea Germanic (Q3013), West Germanic languages (gmw) (gmw, Q2672), Germanic [Other] (gem) (gem, Q2120), Indo-European [Other] (ine) (ine, Q1986), Q77186 (Q77186)
Skipping inheritance from	[act]	nds	from	Achterhoeks (act) (act, Q15362), Low Saxon (nds-NL) (nds-NL, Q51613), Low Saxon (Q16844), Low German (nds) (nds, Q2543), North Sea Germanic (Q3013), West Germanic languages (gmw) (gmw, Q2672), Germanic [Other] (gem) (gem, Q2120), Indo-European [Other] (ine) (ine, Q1986), Q27631 (Q27631); Achterhoeks (act) (act, Q15362), Low Saxon (nds-NL) (nds-NL, Q51613), Low Saxon (Q16844), Low German (nds) (nds, Q2543), North Sea Germanic (Q3013), West Germanic languages (gmw) (gmw, Q2672), Germanic [Other] (gem) (gem, Q2120), Indo-European [Other] (ine) (ine, Q1986), Q77186 (Q77186)
Skipping inheritance from	[acy]	ar	from	Cypriot Arabic (acy) (acy, Q5641), Arabic (ar) (ar, Q1395), Semitic [Other] (sem) (sem, Q3404), Afro-Asiatic [Other] (afa) (afa, Q2526), Q27631 (Q27631); Cypriot Arabic (acy) (acy, Q5641), Arabic (ar) (ar, Q1395), Semitic [Other] (sem) (sem, Q3404), Afro-Asiatic [Other] (afa) (afa, Q2526), Q2016217 (Q2016217)
Skipping inheritance from	[adx]	adx	from	Amdo Tibetan (adx) (adx, Q1295301), Amdo Tibetan (adx) (adx, Q5650), Q164115 (Q164115), Bodish (Q181407), Q330942 (Q330942), Tibeto-Burman languages (tbq) (tbq, Q3406), Sino-Tibetan [Other] (sit) (sit, Q4596), Dené–Caucasian (Q50796), Q1737690 (Q1737690); Amdo Tibetan (adx) (adx, Q1295301), Amdo Tibetan (adx) (adx, Q5650), Q164115 (Q164115), Bodish (Q181407), Q330942 (Q330942), Tibeto-Burman languages (tbq) (tbq, Q3406), Sino-Tibetan [Other] (sit) (sit, Q4596), Sino-Austronesian (Q752474), Q2016217 (Q2016217); Amdo Tibetan (adx) (adx, Q1295301), Amdo Tibetan (adx) (adx, Q5650), Q164115 (Q164115), Bodish (Q181407), Q330942 (Q330942), Tibeto-Burman languages (tbq) (tbq, Q3406), Sino-Tibetan [Other] (sit) (sit, Q4596), Q97690709 (Q9769070); Amdo Tibetan (adx) (adx, Q1295301), Amdo Tibetan (adx) (adx, Q5650), Q164115 (Q164115), Bodish (Q181407), Q330942 (Q330942), Tibeto-Burman languages (tbq) (tbq, Q3406), Sino-Tibetan [Other] (sit) (sit, Q4596), Q9879175 (Q9879175)
Skipping inheritance from	[aeb]	ar	from	Tunisian Arabic (aeb) (aeb, Q5624), Maghrebi Arabic (Q119479), Arabic (ar) (ar, Q1395), Semitic [Other] (sem) (sem, Q3404), Afro-Asiatic [Other] (afa) (afa, Q2526), Q27631 (Q27631); Tunisian Arabic (aeb) (aeb, Q5624), Maghrebi Arabic (Q119479), Arabic (ar) (ar, Q1395), Semitic [Other] (sem) (sem, Q3404), Afro-Asiatic [Other] (afa) (afa, Q2526), Q2016217 (Q2016217)
